id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri
2444,flagged,llm-no,קפה סופלה,"דרך העמק 7, קניון לב העמק, מגדל העמק, Israel",32.6765744,35.2413237,ChIJPUCZ6Z1SHBUR-nvugwrklFw,Café Café,"Sha'ul Amor Ave 77, Migdal HaEmek, 2309706, Israel",32.678010199999996,35.242717,0.000,206,OPERATIONAL,food,cafe,cafe;breakfast_restaurant;restaurant;food;point_of_interest;establishment,04-602-3535,4.1,631,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 1:00 PM | Saturday: Closed | Sunday: 8:00 AM – 10:00 PM,yes,places/ChIJPUCZ6Z1SHBUR-nvugwrklFw/photos/AaVGc3n3JFWxH0KVH8YO8pwqUir6hYbOl-yKZ-1tQe_vZ4vIbMs7sinAs8Fut-z1X4RIehOv3X4skYweZd9XrqYZLweXMRGvRDLkAieQDrgGj5YEtdqhd0ZavQGnKiQ4S3FP1EH3VsQXtUQcXFysErHTNcnqK9prxen0c-BvzJNsFtUBciWEfzMdyzjgBDwaLiz1Bj6udHrG2r_v-T-T78AkHDwZXSsfgcBlKRN7KSb697iGzT9nc7HBIRKmEMpKt3XmrWa1BHhFug9XJ61k68MP7DiFIWXplH37lGINlOUOb_v6eYSDdpfCQ5B7LLQEhS74XJg7hmY1VZbKqa0kfoZ_erxOEU00XsakrSRHn8tH3RtJI_AJxjmdZ6JB7S6ZUZmU3O_0d9Ga1dNi2OlGs8vNJSLE4NiVNubRS1ssqEX6nWXlxg8zs51jQxIiWXLVKQ,קפה קפה,no,0.85,"Different names (Café Souffle vs Café Café) that are not translations/transliterations of each other. Different streets (Derekh HaEmek vs Sha'ul Amor Ave). While both are in Migdal HaEmek and 206m apart, the distinct names and street addresses indicate different businesses.",https://maps.google.com/?cid=6671207681856797690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2445,verified,llm,פיצה טו גו,"הרצל 66, נהריה, Israel",32.9963981,35.0936059,ChIJ3YEpUFjOHRUR0NTC7oewIfI,Pizza To Go,"Herzl St 66, Nahariyya, Israel",33.0052363,35.095787099999995,0.500,1004,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,04-372-0635,,,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 PM | Saturday: 8:00 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,no,,,yes,0.95,"Name matches perfectly (Hebrew 'פיצה טו גו' = 'Pizza To Go'), street and house number identical (Herzl 66), city matches (Nahariyya/נהריה). Large distance metric likely due to coordinate approximation issues, not a street address problem.",https://maps.google.com/?cid=17447420529282831568&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2446,verified,regular,"""משבעה""","הגליל 34, טבריה, Israel",32.7869556,35.5397454,ChIJW1Wl2Es-HBURNcIqNmcaY54,גיא המשבעה,"HaGalil St 34, Tiberias, Israel",32.785737,35.540176699999996,0.714,141,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,04-672-4826,4.5,121,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: Closed | Sunday: 9:00 AM – 8:00 PM,yes,places/ChIJW1Wl2Es-HBURNcIqNmcaY54/photos/AaVGc3mvpBfYQNj_lV5zLblQ7Oz0uF58otQ-0ysZQrD6fcRi-n7OYXnu3Hb3GPzKU913aM8Fv7blRX1SQ9lw34Rtu_yVd3wJYVs1DADCo5YcFmVj2uulIa2Zoe-KRlFm1n3c4sVDIMG5qQDEf8yJ0RbhD5Givn4sAW2Z1MtmExVCDDDgJjdTv_ql1Qe30EVfuVxa2S-VlTiYaB2embO_iXc2-g3MGqdJIy0bnbFwH2Gqx_KkEdz4QO3jEKjgO3I9kKOLthVdSn8kLoBveSFU-hHD16ynekc1L39sKJteYNBArEPxeWd22GawTUeucHAjwBvaXr8Z2KrT--dUmi4EdQ7azTNXPVQfahRdCP2yvuCmD_ntnI1D6BN-bgADNueg8fVu2CNrPlKkNgpZYKKPCoBfAEetGbB1otadGsEdVtv0zQnEmqM7,אלכסנדר שניידר,,,,https://maps.google.com/?cid=11412994911279694389&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2447,uncertain,llm-uncertain,ארומה,"יהושע חנקין 48, עפולה, Israel",32.6032418,35.2970048,ChIJUwEgE8JTHBUR5bNiGV4yyIw,ארומה-Aroma,"Joshua Hankin St 49, Afula, 1825459, Israel",32.606645799999995,35.287396199999996,1.000,976,OPERATIONAL,food,coffee_shop,coffee_shop;breakfast_restaurant;cafe;food_store;store;restaurant;food;point_of_interest;establishment,04-689-6050,4.2,1356,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 8:45 – 11:00 PM | Sunday: 7:00 AM – 10:00 PM,yes,places/ChIJUwEgE8JTHBUR5bNiGV4yyIw/photos/AaVGc3lkmSlx0NQJ_lLdYfmWRnBww6-w2fa1U8jQhbsRrI08c6QbN4yCVV2Dd0E_F_sT0yRrs1mb3r9lt2GFvXNTBayID8a_EgDJqCQMoGQdsZzPeczYQVq3AkHpZXuQtqg1mqDGkWHUjYbCfF7YcunJZZ8Nrk9Og0-p4juSphLZGXEhgV1By6rbadoR-fHpyw8JFK_y-H1QpfI-GNVcrHxUwSnW1xxiaxy26q9030R_J1t4uDBQ8YODa-Q5MQR2_sp-TvlHbXMysLjs9JJEyUO2d6QVSHmEiAJnGWBJsuH4PHPIweVCIbxlAML-HiNricRfsBuTy_Jw7xsPbvENKIfmPhpcBWwEb0VqWRel9LLFDfzkbe3BCPHJHQ85tWFG0W1ZIIPUJMgVb_IcVOBF9wpgCD1Kr2-ick7EC5zqgmn5liB3fg,ארומה-Aroma,yes,0.95,Chain restaurant Aroma with matching street (Joshua Hankin/יהושע חנקין) and very close house numbers (48 vs 49) in same city (Afula/עפולה). Distance of 976m is large but could reflect coordinate inaccuracy for chain location. House number difference of 1 is negligible.,https://maps.google.com/?cid=10144413540386255845&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2448,verified,address-first,פיצה דה לה קאזה,"ניצנים 39, מגדל העמק, Israel",32.6845192,35.2352222,ChIJm67Vfv1NHBUR0xIPVh22Fbk,דה לה קאזה,"קניון מרכז העמק, Nitsanim 45, Migdal HaEmek, Israel",32.682072399999996,35.2375897,1.000,351,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,04-644-4477,3.5,11,,yes,places/ChIJm67Vfv1NHBUR0xIPVh22Fbk/photos/AaVGc3lLJXCHULFfDQgbdZ8LGF9Rkbi7DEvIlET1C6YDK3BgqLaHYxW0gKytM0JnbXbh6IXlpkH7Nu7ohHzATCcUnKcqb5nIkrr00D2UdQ16aIMXd6h5du2JXXyw9giUEoGobqIcdrvUbQYIkBg6JW8cer03uBiD15eLipTxhC9ngCa7v-gizue7uEKoGLcjhgHzG9S_29aQVszJP9hHDIdoQN1h5aKYWzgzrsy17TeKW37zlaK4yje918wGfindMEiq4xC0cxF5SAy7bQ4XDahUrSb1U5rRiCin9r-W3bv7ozBM1p8TVlDKuJGBOI-ocsIT-WExMWwBvkzrK5uZrjvKZDma9CelDDELRGPlHrGR6Rk-XePtVvxK28ctj700V8-8gf7rWJmHJzkJU2G7wnxbedElH3R2XBZY01GucnPkj63aNw,Moshiko Rahamim,,,,https://maps.google.com/?cid=13336766108641727187&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2449,verified,llm,פלאפל בללי,"שלומי, Israel",33.0760504,35.1485842,ChIJHQLtlsnTHRURinRiRrpbTms,Falafel Balali,"HaRav Uziel St 42, Shlomi, Israel",33.075319799999995,35.1425865,0.714,565,OPERATIONAL,food,falafel_restaurant,falafel_restaurant;restaurant;food;point_of_interest;establishment,054-668-5818,4.8,682,Monday: 12:00 – 4:00 PM | Tuesday: 12:00 – 4:00 PM | Wednesday: 12:00 – 4:00 PM | Thursday: 12:00 – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 12:00 – 4:00 PM,yes,places/ChIJHQLtlsnTHRURinRiRrpbTms/photos/AaVGc3nduNZdrheI_DuMWyfP_ZE6EjGq5p2QEbwDcJDVxjFJxt3qHvTuR9WjucuEq148Ql_GsBVoATqMfjj4SzcMBaOnVtgaQZ8Xd2jp46bifk0NYjuhOMrHPnDryoO-pXVexzEYaZ6YIl98qDWFwAYH0BMxl8-N8wHcZDPvsjhE_pKe_pXX6EozcBa5IitZDgdJRapjzEyKBGl9joUO2Vfc9dUNFXNQdcSrHjn-K4WUG0OTUYjD1YrmAkOL0LVOAI3fsY9EatFtkCajanccTgvLmjxsXOjyTdANuxu9i2x-gvAFmEPj46p515lfv2Taon4Q9viiK2lQw9CPgZcZgDd099AVVjprj1AYHTep-qujqH9uHG2djkUTzZRariKnSyTKrrtvwJpEgp5h6FuDrUxB40wuOij8Wx-tEpqWd0Pi790,פלאפל בללי,yes,0.92,"Name matches (פלאפל בללי = Falafel Balali, transliteration). Same city (Shlomi/שלומי). Distance of 565m is substantial but acceptable given coordinate inaccuracy in our database. Unique restaurant name strongly suggests same business.",https://maps.google.com/?cid=7732218465844622474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2451,verified,regular,ברוניתא,"הנדיב 27, זכרון יעקב, Israel",32.5743167,34.9551222,ChIJCZvBwoEJHRURZXfV41gHbK4,Baronita,"Ha-Nadiv St 27, Zikhron Ya'akov, Israel",32.5744483,34.955189100000005,0.800,16,OPERATIONAL,food,restaurant,restaurant;point_of_interest;food;establishment,079-699-6966,4.2,1343,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 3:00 PM | Saturday: Closed | Sunday: 12:00 – 10:00 PM,yes,places/ChIJCZvBwoEJHRURZXfV41gHbK4/photos/AaVGc3kl3ZMfpH9RKPDnv4EDBhdVrl-oZZARW9fbklmUi2m-87sjcAVKySc6MRosO-MyJ-TjHl25SH7hHmJgCzbm7LiMLCCucj2yF8NuHyQFCRX43YiwigXSrJFrWNLGYB8ZkwCJx9UQYykNTQY8N9qFZhN_AoYwp5l7nYPZnlfqZNjLBvbtlAdPq3hpaoX2bIygomFnNVWM5GfcGx9FzARpnXa6sEwLOsOPksrUXQc84ai2-fQps-ktbUawjLCH3HpjlhPR28NlTrg3JLMwv6aNbBDRYbRINwVbBJGSnnqTZWThXwCyg0gEv0xsF2Njiued155W08VG31biYkHmcE8bYKlRRXZbwak86yvwKPKe_GVp5iuqfyIswOhWRD3V3umbkw2KfuZZ1pETpwdbEy89w8cIbwmEddImIr37dsHD1y42rg,ayelet zioni,,,,https://maps.google.com/?cid=12568428738445145957&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2452,verified,regular,בורגרים,"ויצמן 63, נהריה, Israel",33.0050064,35.0923965,ChIJ2VmJnlfOHRURhDFq0ZQbMTA,בורגרים נהריה- כשר בדץ בית יוסף,"Weizman St 63, Nahariyya, Israel",33.0064537,35.092957999999996,1.000,169,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,077-434-5360,4.2,343,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 3:00 PM | Saturday: 6:00 – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJ2VmJnlfOHRURhDFq0ZQbMTA/photos/AaVGc3m0fkkALmcYz1O8vsNVZTtgAuXgFW1LzNbnJKfuT9IjWw8nIp54BkpvIKYKJ4-rMc2xCnVrN8rwz-QQzy_LAxdPxwazlW6RZxac5QwHC2AVhrs3PBpew_l4wQ6czenADdV_LVcevY8LD5yjT9_P5r5hXS9vpyL6PH6j0_lPMRB0VO4AdjyU8bCx4pAknw3P6jXdJrMtyuPctTwExCb_LFsumxrEkYrIZSsZs1U1nG8FCQiW3NJSZJdP0w2HaT9ma5z_qg1uGu1LozMnW67q2VkwJH9Eli1uTq6dH4xzx3wvpJSVjCCWlsW_BadMIYyE_numHaCQmMkBGhvo3VSC_69ou3DVT6Czx-y-nQhotCtX8lmU7hk0pn1MWYMrepc5F28TBKdWm62KLyaRTAxKEp6ztel43ULK6LwbV0Uwnl5_TfLwvfvbejQlSwQ6vA,בורגרים נהריה- כשר,,,,https://maps.google.com/?cid=3472587113661870468&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2454,verified,address-first,מאפיית ברכת משה,"העצמאות 35, קרית אתא, Israel",32.8005538,35.1031325,ChIJUVF3s8q2HRURkvr0VK5r8qM,Birkat-Moshe Bakery,"Ha-Atsma'ut St 35, Kiryat Ata, Israel",32.8033153,35.1038841,0.636,315,OPERATIONAL,food,bakery,bakery;food_store;food;store;point_of_interest;establishment,04-647-3416,4.5,784,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 PM – 12:00 AM | Sunday: Open 24 hours,yes,places/ChIJUVF3s8q2HRURkvr0VK5r8qM/photos/AaVGc3kNBf3b9sAMOvyBmkC2mbevWcXYADGzXkogkgUo4hIznK1jrpeeO4B_i7cQUZ-mqDmKUnmfqb_EKqH-Idcx2fLbNqxJEWdfFczIlikk_t3XB5nB0V9nYlGDi5u95pisMZsfqpi5V8mv0wVGdYrZDbUhlIdpgnyr4kZGsgsvzNlOSrpdXtbqnUGHPNeppyPXi-5N7F-YpjJAm-PgdiVLHp1vXTCx8sDTrcSfm0htgBStInhTaTbFcR4UqFA9SdES9WAx9HUXFs_kTHEQplRSRXrqj63d9R48IvmM_z64SOjjhYFuYfmSJI8luIVeHzx5dSYd4zdg-jbqw0KrOJbU6RoQ8tgbJXNUoYzBA8GVYmPI-IcX4UfsXXbWEQjwg2Lr6YP59DSwKVFX5-9Wnr1-lnXvibLqx0zErg7MvedguPld2g,The princessfox,,,,https://maps.google.com/?cid=11813623169040054930&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2456,uncertain,llm-uncertain,ארומה,"חיפה, Israel",32.8191218,34.9983856,ChIJTc7yCsu7HRURg00cQ5N54cQ,Aroma German Colony Haifa,"Sderot Ben Gurion 8, Haifa, 3502204, Israel",32.822789799999995,34.9919831,0.273,724,OPERATIONAL,food,cafe,cafe;vegetarian_restaurant;coffee_shop;breakfast_restaurant;shipping_service;food_store;store;lodging;service;restaurant;food;point_of_interest;establishment,04-644-3900,4.2,1910,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,yes,places/ChIJTc7yCsu7HRURg00cQ5N54cQ/photos/AaVGc3nHPs6lmcjyn8yyCeQv6wy9c6LKAd5SOrkbvnK1QV2nQO6rkRKsKj3DPol3joT48nJB_clhk_QiVh6nHHcXF1FF56tVbfGpLx2twd5d6bNxObRyxoAf7aLOKGbcfyN1ijVj-EfUbDSM6RBaCEuHpRN61h864w4FhmMcuse1c4lYLmaxKPgvpqs7VQWZr9_cmKmlANROGg77a73IsNP9iyPHvAfWoS9vOyHHp7uMj8_XddoQrMlT9jAAkTX0vEowXhsXTVWW7OqMgX7vCbHFcKebPtSQQ3iPLo7cjpJlCK0gTq5ClgfrA6B0gjJaNPahGzFQ5nAheUZgGRcD_-7Ujt3MWPoPykhAXLU4aN9dFYvTW2ofOYlUJZVS0M9rQMDF2Im-mDALQLzfZzGj3i0C3z2tJO_KQ1FXTjEWr1PFsFjevw,Aroma German Colony Haifa,uncertain,0.65,"Chain name 'Aroma' (ארומה) matches, city is correct (Haifa), but our listing lacks street address. Distance of 724m and different house numbers prevent confident match for a chain. Would need street-level confirmation from our database.",https://maps.google.com/?cid=14186753974586854787&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2458,flagged,llm-no,אמריקן פיצה,"יהודה הלוי, טבריה, Israel",32.7917027,35.5346659,ChIJnVEsZUU-HBUR-66J7RFRaZY,Extra pizza,"Al Hadif St 5, Tiberias, Israel",32.7929843,35.5347116,0.000,143,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,04-672-6071,4.3,473,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: Closed | Saturday: 7:30 PM – 12:00 AM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJnVEsZUU-HBUR-66J7RFRaZY/photos/AaVGc3kwxUuslahFaDgTQr_60bqlmWFr9Y55fviL1MkFteM6OpMbRpAjMGi3_aFvsVq7p0IGTDfnF7l459pcBJgrK2TQngXwhbAS5achYVfuzU5DjchSaqYx9U6hBK4FMKPxNW8Fxu6VEuyZk4OUJReQluGki8wVDEj4blvuZx7ITwk0rxR9Ah_5gIpDDapbMeBC8QIPcmy5GBD6L_pkaY9k_PiK8tGDP3heaTnDsuh8VhbFfjfVfmHZDtBHwcGIexqso74lZ9Evtp19H7ZpcBlZnvgrJLbM3CafzI1DxQOYj_GXYYmaUV2Vl-OdAgBLoMQ8DgVWKLi9tKYU6FIETQH2vhFYbK8ZPx5TCuV2I2hr9iBcm5WbydCUuA2vCqN0axTrPH7RjFvUZB-7LeoDCDdIikehFCS6NGxaStv7EQUHtQ2M4ZwI,אקסטרה פיצה טבריה,no,0.85,Different business names ('American Pizza' vs 'Extra Pizza') with different streets (Yehuda HaLevi vs Al Hadif). Generic names require clear address match; here the streets don't align despite proximity.,https://maps.google.com/?cid=10838283115685326587&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2459,no_match,llm-no,סושי בר,"אח""י אילת 55, קריית חיים, חיפה, Israel",32.8236417,35.065336,ChIJE_T4ZRy3HRURKFV1pyNDyhA,DOMO,"Sderot Achi Eilat 57-69, Haifa, 2626957, Israel",32.8178717,35.0761739,0.000,1199,OPERATIONAL,food,sushi_restaurant,sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,04-615-1516,4.1,472,Monday: 1:00 – 11:30 PM | Tuesday: 1:00 – 11:30 PM | Wednesday: 1:00 PM – 12:00 AM | Thursday: 1:00 PM – 12:00 AM | Friday: 1:00 PM – 12:00 AM | Saturday: 1:00 PM – 12:00 AM | Sunday: 1:00 – 11:30 PM,yes,places/ChIJE_T4ZRy3HRURKFV1pyNDyhA/photos/AaVGc3lMgtWLC9HqjZlldQUfZVftH3QhHa5-gvSRNVUiwOWuBGekDnirH6XFRAapDsqxGdSBI2weC2GWBqLZ5EWMWTOlNHkddUiFMitL6kFnJm6WYqFKj2bXSPfnZuJdg9cm1Pt2_g5Vc21WWI4mvklXdRHy1UiyIkPvC3KmVZY5mpChBHnXXpHUhxAYaHaMzTuVffRk0JQWKVFipdUDdvDNfnAauWriyc9zs2xBRGWyvXpn2MDTtUZZhiXdwqLeuEiuOpUopUQYDI9F4ADIXo0DTthZYDb6rWBKZcKLqh7yXZ0pYM_NhjjikcBRaLuBL6bQE91cKPVW65yq_0St2PyLRooZM0XINa_3RcuXTcV53BZCMQ0xNdkp_i754ByxX3lVohU_apc-lziNPvw4Rikh3J6Wkhdef7_rvIDqO0ccGfhxeObSJeOCahjjDbjo-4Kl,דומו,no,0.85,"Different business names (סושי בר vs DOMO), different house numbers (55 vs 57-69), and 1.2km distance indicates separate establishments despite same street in Kiryat Haim, Haifa.",https://maps.google.com/?cid=1209853270314800424&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2460,verified,regular,חומוס אליהו כרמיאל,"היוצרים 7, כרמיאל, Israel",32.9233927,35.3070847,ChIJ6-pfYmMxHBUR9aa427VtYsY,חומוסיות בכרמיאל,"Ha-Yotsrim St 7, Karmiel, Israel",32.9233702,35.308121,0.750,97,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,,,,,no,,,,,,https://maps.google.com/?cid=14295108795070195445&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2463,uncertain,llm-uncertain,חומוס גלעד,"ויצמן 24, קריית ביאליק, Israel",32.8285812,35.0844915,ChIJvx99aSe3HRURaFqBxzoLVJU,חומוס גלעד,"Shivtei Israel St 6, Kiryat Bialik, 3467645, Israel",32.840059499999995,35.089280599999995,1.000,1352,OPERATIONAL,food,restaurant,vegetarian_restaurant;fast_food_restaurant;restaurant;food;point_of_interest;establishment,04-827-7554,4.6,781,Monday: 9:15 AM – 4:00 PM | Tuesday: 9:15 AM – 4:00 PM | Wednesday: 9:15 AM – 5:00 PM | Thursday: 9:15 AM – 5:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: Closed | Sunday: 9:15 AM – 4:00 PM,yes,places/ChIJvx99aSe3HRURaFqBxzoLVJU/photos/AaVGc3krU2FsvBjXtF8F3nsFM-WEtiv9mENTLV58bGk2eQCvSFtAmJA9SX7yiCd9axNDpn2k99GfMC3FJiqVdiyYT_XYpTcBT60NMWHTHzdQgdimbtqm6gOoTNqGAArb4zyZdpR6ZfpXcwG9kKr1gl_LCwCyyTMJck-sioD6k8XplkAC2USqIHe01F_otfpJPzvybdNqhxJiCBsDu9QjZgSZ8dc-SzcZa_x5xUEkWfdW8JLG2zuQLnzgdoDSQ04ytiIjdMaViiQEmiSrRM88e3iM4vV0NWMXVl6KCSqb-_FS-Cz_hEDECs2I-GgjQgaOgh8U7j8LvY2NTg4ZKKpe2bDPuYJzP_rY2vw53PkTTfHsKNIPfh66liD91FEQgh6QU4V59JjsD9FH7WE46kH9mwKwUzpPwjVyz_C86UaSy6RUusNtS3_Q,חומוס גלעד-חומוס בקריות,uncertain,0.45,"Name matches exactly (unique name), same city (Kiryat Bialik), same business type. However, addresses are significantly different: Weizman St 24 vs. Shivtei Israel St 6, with 1352m distance. This distance is substantial and suggests potentially different locations, despite the matching name. Could be a chain with multiple branches, or one address could be incorrect.",https://maps.google.com/?cid=10760237756778109544&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2465,uncertain,llm-uncertain,פיצה איטליאנו,"השמש 1, קיסריה, Israel",32.4898005,34.9143544,ChIJfaTJEp8NHRUROCKJanIiFpo,Pizza Italiano,"Ha-Rakia St 1, Caesarea, Israel",32.487092,34.9102363,0.750,490,OPERATIONAL,food,catering_service,catering_service;food_delivery;point_of_interest;food;service;establishment,055-211-5668,4.7,35,Monday: 10:30 AM – 11:00 PM | Tuesday: 10:30 AM – 11:00 PM | Wednesday: 10:30 AM – 11:00 PM | Thursday: 10:30 AM – 11:00 PM | Friday: 10:30 AM – 3:30 PM | Saturday: Closed | Sunday: 10:30 AM – 11:00 PM,yes,places/ChIJfaTJEp8NHRUROCKJanIiFpo/photos/AaVGc3n1OVBfrs5D-JiBTRsp_-_Gyg0mdkbKyRHi3gwXhTw-hg1xi1hOFiOwOu5zJuFE4gPwExw_IvJ4sPjvByU4U3KfX9jtuXmHbstkovtvuW9nlcbfV9tNE-b3wW4TM9cCuZh4dO5IJKh0_Wc-JyCNIQV596-yOmxClZDZzJifl0SKj1CUA4bnHfX8C_XDg6uKkCB4XMM8U3sQa59UghpdRYi7WTpUSG1Bj9De1dCnMzKsEGYgZvgl_I39V7lJGNtNjQIW7qJjRcDoDoInzNpTUVG54IpH4TfYqAMXpvmPqAYuWUPLBxYAPowQHW9D8w0uzEFZYj2UI3G40AmbLpVg1F-eesgGkx0mMk6W8GXAJ6c6qM4Adg2lSCdXkQ4j0HDnSil7bix7KmcYWYx5ZkVNcXftdd40rRi2YDSMR_CcEqLM5A,Erez Karat,uncertain,0.45,"Name matches (Hebrew-English translation: 'פיצה איטליאנו'='Pizza Italiano'), both in Caesarea. However, street names differ significantly ('השמש'='Ha-Shemesh/The Sun' vs 'Ha-Rakia'), and 490m distance is substantial. Could be same business with address discrepancy, or different locations of same chain. Without verification, cannot confirm.",https://maps.google.com/?cid=11103099806137524792&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2466,verified,regular,קפה בשדה,"שדה אליהו, Israel",32.4405328,35.5149917,ChIJUUiyDHtfHBURZt5jrcpKylc,קפה בשדה בית קפה כשר ארוחות בוקר וסלי פיקניק,"קפה בשדה, Sde Eliyahu, 1081000, Israel",32.4404438,35.513692,1.000,122,OPERATIONAL,food,cafe,cafe;cafeteria;tourist_attraction;store;restaurant;food;point_of_interest;establishment,04-609-6986,4.3,190,Monday: 8:15 AM – 4:00 PM | Tuesday: 8:15 AM – 4:00 PM | Wednesday: 8:15 AM – 4:00 PM | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: 9:00 AM – 4:00 PM,yes,places/ChIJUUiyDHtfHBURZt5jrcpKylc/photos/AaVGc3kROok6I3gpKzF6EOmygy6CapoRzQ9iqA0udGWdYsqvg1ZOQ-XvWja6P0YXt5bEsPeV4NglfameeLZHHKfmNWqCw6rR_GoOSfZl4JMO5fVYQJVwaJmMFvf9X0ZgUNFZVeEtt2DxJ3lZDifo_Z7jfX6RrarwLR0N8ozKrPziQ9v2ts0MwiHzP9R2lc8VvkFu_wAFdZ5wG1BwzvpfK_HKyaAWw1FVe1SezNLAid05GvyJLuedwazEYc3oBR2uGEGiIQ_6EVQ31cxRuI8WeuxBYTg2EqACDeVaeOfSUSsekY2j9q8YMDyG349Eqqq-4d7fhFfvJFLavHkUFauMo1MTJjDLjxH_OuxZzG0oLuGGd4rrq0FSfq4AgE1ZNpVswltBE5TBICrwLMDhE0HJlSzsHpBGGdFXSfq8RTD1IBNGTCg,קפה בשדה בית קפה כשר ארוחות בוקר וסלי פיקניק,,,,https://maps.google.com/?cid=6325950860948135526&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
