id,final,source,old_name,google_name,name_sim,distance_m,business_status,google_phone,google_rating,has_photo,old_address,google_address,llm_verdict,llm_conf,llm_reason,google_maps_uri
3188,verified,address-first,שומשום בר בריאות,בר שומשום,1.000,2624,OPERATIONAL,,3.2,yes,"דרך אבא הלל סילבר 2, מתחם הבורסה, רמת גן, Israel","Abba Hillel Silver Rd 6, Ramat Gan, Israel",,,,https://maps.google.com/?cid=13912114975745506658&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2309,verified,address-first,טעים בצמח,טעים בצמח,1.000,516,OPERATIONAL,04-638-8745,4.4,yes,"קהילת ציון 4, צמח, Israel","מתחם בית בנדל צמח, Israel",,,,https://maps.google.com/?cid=8490215269603792460&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3358,verified,regular,רולדין,Roladin,0.800,243,OPERATIONAL,03-532-4551,3.9,yes,"יוני נתניהו 23, קניון עופר הגבעה, גבעת שמואל, Israel","קניון עופר הגבעה, יוני נתניהו 23, גבעת שמואל, Israel",,,,https://maps.google.com/?cid=12535448929846501266&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5348,verified,regular,פיצה סביון,Savion Pizza,0.750,5,OPERATIONAL,02-656-1270,3.9,yes,"רחמילביץ משה 106, פסגת זאב, ירושלים, Israel","Moshe Rakhmilevich St 106, Jerusalem",,,,https://maps.google.com/?cid=4010199103781137799&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1526,verified,regular,פיצה סמילנו,פיצה סמילנו,1.000,86,OPERATIONAL,077-433-6905,4.5,yes,"יהודה הלוי 36, אשקלון, Israel","Yehuda Halevi St 36, Ashkelon, Israel",,,,https://maps.google.com/?cid=701439031783271120&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3206,verified,llm,בונז'ור מלך השווארמה,Shawarma king,0.176,14,OPERATIONAL,053-611-1652,3.9,yes,"הרצל 64, לוד, Israel","Herzl St 64, Lod, Israel",yes,0.95,"Name match: 'בונז'ור מלך השווארמה' (Bonjour Shawarma King) translates/corresponds to 'Shawarma king'. Exact address match: Herzl 64, Lod. Minimal distance (14m) confirms same location.",https://maps.google.com/?cid=9084596636503019949&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5731,no_match,llm-no,רמי בצומת,Station בר אוכל מקומי,0.231,697,OPERATIONAL,04-638-9537,4.8,yes,"בנימינה, Israel","תחנת הדלק פז יסמין, Ha-Takhana 24, Binyamina Giv'at Ada, Israel",no,0.85,"Different business names with no translation/transliteration match. 'רמי בצומת' (Rami at Junction) vs 'Station בר אוכל מקומי' (Station Local Bar). While both in Binyamina, the 697m distance and distinct names suggest different establishments.",https://maps.google.com/?cid=644297019358723592&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6919,verified,llm,ג'פניקה הרצליה,ג׳פניקה הרצליה כשר | JAPANIKA HERZELIYA KOSHER,1.000,3551,OPERATIONAL,03-723-6100,3.9,yes,"הסדנאות 10, הרצליה","Ha-Sadna'ot St 10, Herzliya, Israel",yes,0.95,"Identical restaurant name (ג'פניקה הרצליה), same street (הסדנאות/Ha-Sadna'ot), same house number (10), same city (הרצליה/Herzliya). Large distance_meters value likely due to geocoding error in our database, not a mismatch indicator.",https://maps.google.com/?cid=6793279064931453289&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4387,flagged,llm-no,לֶלּלָקֻאִס,Curly hair TLV | תלתלים | מספרה שמתמחה בתלתלים | קארלי איר טי אל וי,0.105,181,OPERATIONAL,053-555-7810,4.8,yes,"בן יהודה 226, תל אביב, Israel","Ben Yehuda St 240, Tel Aviv-Yafo, Israel",no,0.85,"Different businesses: A is 'Lellacos' (likely a restaurant/food venue), B is 'Curly Hair TLV' (a hair salon). Same street but different house numbers (226 vs 240) and 181m apart. Different business types despite same street.",https://maps.google.com/?cid=9457293760389476249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7145,verified,llm,יקב אדיר,Adir Winery,0.250,6613,OPERATIONAL,04-699-1039,4.7,yes,"פארק תעשיה, רמת דלתון","18, פארק תעשיות, Dalton, Israel",yes,0.95,"Hebrew 'יקב אדיר' translates to 'Adir Winery'. Both reference the same industrial park (Ramat Dalton/Dalton) with matching business name. Large distance likely due to coordinate error, but address details align clearly.",https://maps.google.com/?cid=15292828942180315794&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6934,verified,address-first,יקב אבן הראשה,יקב אבן הראשה - Keystone Winery,1.000,373,OPERATIONAL,04-981-0584,4.8,yes,"שטורמן 1, בית שאן","שטורמן 1, בית שאן, Israel",,,,https://maps.google.com/?cid=686073493117498790&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6898,verified,address-first,פלאפל בריבוע אשדוד,פלאפל בריבוע,1.000,4009,OPERATIONAL,077-303-4158,4,yes,"מנגו 4, אשדוד","Mango St, Ashdod, Israel",,,,https://maps.google.com/?cid=15738476034089132142&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1770,flagged,rule,השוארמה של עמוס,השווארמה של עמוס,0.923,323,CLOSED_PERMANENTLY,08-675-1024,4.2,yes,"הרצל 29, אשקלון, Israel","Herzl St 29, Ashkelon, Israel",,,,https://maps.google.com/?cid=13035526403538455416&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3465,flagged,rule,רגע,Rega,1.000,3743,CLOSED_PERMANENTLY,03-950-9144,4.3,yes,"שיינקין 57, מתחם שינקין, תל אביב, Israel","Sheinkin St 57, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=18273690015977236427&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5970,verified,regular,יגאל קבב,Yigal kebab,1.000,25,OPERATIONAL,050-848-1700,4.5,yes,"מבצע עזרא 1, חדרה, Israel","Mivtsa Ezra St, Hadera, Israel",,,,https://maps.google.com/?cid=12699993261283919727&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2445,verified,llm,פיצה טו גו,Pizza To Go,0.500,1004,OPERATIONAL,04-372-0635,,no,"הרצל 66, נהריה, Israel","Herzl St 66, Nahariyya, Israel",yes,0.95,"Name is direct Hebrew-English translation ('פיצה טו גו'='Pizza To Go'). Street and house number match exactly (Herzl/הרצל 66). City matches (Nahariyya/נהריה). Large distance likely due to coordinate error in our database, not address mismatch.",https://maps.google.com/?cid=17447420529282831568&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3515,flagged,llm-no,כרמיז,Solomon Center,0.250,46,OPERATIONAL,,3.7,yes,"חטיבת גולני 9, סולומון סנטר, מודיעין והסביבה, Israel","Mordekhai Makleff St, Modi'in-Maccabim-Re'ut, Israel",no,0.85,"Listing A is a specific restaurant (Karmiz), while Listing B is a shopping mall (Solomon Center). The distance of 46m and overlapping coordinates suggest B is the mall where A may be located, but they are different business entities - not the same physical business.",https://maps.google.com/?cid=1562811624624505772&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2242,verified,address-first,שיפודי שמחה ובניו,שיפודי רחמים שמחה ובניו,1.000,325,OPERATIONAL,04-672-2477,4.3,yes,"הירדן 29, טבריה, Israel","Ha-Yarden St 29, Tiberias, Israel",,,,https://maps.google.com/?cid=8327705010263910597&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3587,verified,regular,יעקב סנדוויצ'ים,יעקב סנדביצ'ים,0.857,136,OPERATIONAL,03-507-2387,4.2,yes,"רוטשילד 28, בת ים, Israel","Rothschild St 28, Bat Yam, Israel",,,,https://maps.google.com/?cid=5755931103740346272&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3137,no_match,no-candidate,Cofizz,,,,,,,,"ז'בוטינסקי 127, בני ברק, Israel",,,,,
4981,verified,regular,לה מוצרלה LAMOZZARELLA ירושלים,פיצה לה מוצרלה la mozzarella,0.727,147,OPERATIONAL,077-541-9390,4.4,yes,"צביה ויצחק 8, ירושלים, Israel","Tsviya Ve-Yitshak St 8, Jerusalem",,,,https://maps.google.com/?cid=10101194987416688735&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1714,uncertain,llm-uncertain,קפה גן סיפור,Story Garden Cafe,0.083,41,OPERATIONAL,072-336-0999,4.4,yes,"שד' משה דיין 4, אשדוד, Israel","Mafkura St 1, Ashdod, Israel",uncertain,0.45,"Name matches (קפה גן סיפור = Story Garden Cafe in translation). However, addresses differ significantly: Moshe Dayan St 4 vs Mafkura St 1. These appear to be different streets, not just different house numbers. 41m distance could indicate nearby locations or data error. Insufficient evidence to confirm same business.",https://maps.google.com/?cid=11434235493187782047&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2791,verified,llm,פלאפל הנשיא,Falafel President,0.300,33337,OPERATIONAL,04-838-5159,4.6,yes,"שד' הנשיא 135, מרכז הכרמל, חיפה, Israel","HaNassi Blvd 135, Haifa, Israel",yes,0.95,Name matches (פלאפל הנשיא = Falafel President - Hebrew to English translation). Street and house number identical (שד' הנשיא 135 = HaNassi Blvd 135). City matches (Haifa/חיפה). Large distance_meters appears to be a data error; address details align perfectly.,https://maps.google.com/?cid=15436505854799962259&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1570,verified,address-first,אגדה מזרחית,מסעדת בשרים אגדה מזרחית,1.000,672,OPERATIONAL,077-540-7017,4,yes,"שד' יגאל אלון 23, דימונה, Israel","Sderot Yig'al Alon 1, Dimona, Israel",,,,https://maps.google.com/?cid=7307656590677738856&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4013,verified,llm,קונדטוריה עוזי,Uzi קונדיטוריית עוזי,0.818,1830,OPERATIONAL,03-562-6198,4.5,yes,"שד' יהודית 7, תל אביב, Israel","Yehudit Blvd 7, Tel Aviv-Yafo, Israel",yes,0.95,"Same business name (Uzi/עוזי קונדיטוריה), identical street (Yehudit/יהודית) and house number (7), same city (Tel Aviv). Distance metric (1830m) appears to be a data artifact - street and address details match perfectly. Name variants are expected translations/transliterations.",https://maps.google.com/?cid=13726369683213962417&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2870,verified,address-first,בורקס בבא,בורקס בבא,1.000,738,OPERATIONAL,04-828-5299,,no,"שד' קק""ל 99, כרמיאל, Israel","Sderot Kakal 99, Karmiel, Israel",,,,https://maps.google.com/?cid=1040350749616385622&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4175,flagged,rule,אגדתא,Agadata,1.000,89,CLOSED_PERMANENTLY,03-561-4545,3.5,yes,"יגאל אלון 96, תל אביב, Israel","Yigal Alon St 96, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=16925426373154983486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4638,verified,llm,ווק אווי,Wok A Way,0.200,93,OPERATIONAL,,3.3,yes,"שוהם 7, פתח תקווה, Israel","Shoham St 7, Petah Tikva, Israel",yes,0.95,"Hebrew name 'ווק אווי' translates to 'Wok A Way'. Exact street match (Shoham 7, Petah Tikva). Distance of 93m is acceptable given coordinate imprecision. Unique restaurant name confirms match.",https://maps.google.com/?cid=15960219331073677964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2360,verified,regular,מפגש הפלאפל אחי,פלאפל אחי,0.600,243,OPERATIONAL,04-851-6864,4.8,yes,"העליה השניה 20, בת גלים, חיפה, Israel","HaAliya HaShniya St 20, Haifa, Israel",,,,https://maps.google.com/?cid=16492892409831881507&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5813,uncertain,llm-uncertain,Burger King רעננה,Burger King,1.000,16997,OPERATIONAL,,3.2,yes,"המלאכה 2, אזור תעשייה רעננה, Israel","Ha-Melakha St 2, Ra'anana, 4366101, Israel",yes,0.95,Chain match: Burger King with identical street (Ha-Melakha/המלאכה) and house number (2) in Ra'anana. Large distance_meters appears to be a calculation error; addresses are clearly the same. Both specify industrial zone context.,https://maps.google.com/?cid=3552639467294695788&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2845,verified,regular,חצ'פורי ליאון,חצ'פורי לאון,1.000,22,OPERATIONAL,,5,no,"זבולון 2, קרית אתא, Israel","Zevulun St 9, Kiryat Ata, Israel",,,,https://maps.google.com/?cid=18218558588438231194&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7237,verified,llm,Takumi shoham,Takumi,1.000,2580,OPERATIONAL,03-696-5030,3.8,yes,"הדקל 30, שוהם","Dekel St 30, Shoham, Israel",yes,0.95,"Unique restaurant name 'Takumi' matches listing A 'Takumi shoham'. Street (Dekel/הדקל) and house number (30) both match. City is Shoham in both cases. Large distance likely due to coordinate system differences, not actual location mismatch.",https://maps.google.com/?cid=2947350130450532530&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7228,no_match,llm-no,ביסטרו BP - רופין,Bp ביסטרו רופין,1.000,4307,OPERATIONAL,09-788-4712,4.8,yes,"תחנת דלק פז צומת רופין, רופין","Kfar Monash, Israel",no,0.85,"Listing A is clearly at Paz gas station at Roppin Junction in Roppin. Listing B shows address in Kfar Monash, which is ~4.3km away. Despite the matching business name (Bistro BP), the addresses are in different locations. The distance is too large to be a coordinate error, and the specific location descriptors (gas station junction vs. different town) don't align.",https://maps.google.com/?cid=2977324944379723377&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6008,no_match,llm-no,בייט,Buckaroo,0.250,15647,OPERATIONAL,09-891-9959,4.5,yes,"זרחין אלכסנדר 13, אזור תעשייה רעננה, Israel","Zarhin St 13, Ra'anana, Israel",no,0.95,"Names are completely different (בייט='Beit' vs 'Buckaroo') with no translation/transliteration relationship. While street and house number match (Zarhin/זרחין 13), the names are unrelated, suggesting different businesses at the same address or data mismatch.",https://maps.google.com/?cid=11522774282650888639&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2847,flagged,rule,מלכת הטאבון,מלכת הטאבון,1.000,1923,CLOSED_PERMANENTLY,,,no,"יקנעם, Israel","Ha-Ta'asiya St, Yokne'am Illit, Israel",,,,https://maps.google.com/?cid=3301111488220683724&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2100,no_match,rule,פלאפל קנדי,Herzl St 66,0.143,1004,,,,yes,"הרצל 66, נהריה, Israel","Herzl St 66, Nahariyya, Israel",,,,https://maps.google.com/?cid=9659677720948215909&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1500,flagged,llm-no,בורגראנץ',Burgeranch,0.625,814,OPERATIONAL,072-246-0900,3,yes,"הנגרים 14, באר שבע, Israel","Shahal St 29, Be'er Sheva, Israel",no,0.95,"Different streets (Hangarim vs Shahal) and house numbers (14 vs 29) with 814m distance. For chain restaurants, street and house number must clearly match. These don't align.",https://maps.google.com/?cid=1665673559123005101&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4089,no_match,llm-no,סיציליאנו פיצה פסטה,Holon Pizza,0.200,843,OPERATIONAL,03-372-3074,4.6,yes,"סוקולוב נחום 56, חולון, Israel","Ha-Histadrut St 169, Holon, Israel",no,0.95,"Different streets (Sokolov vs Ha-Histadrut), different house numbers (56 vs 169), 843m apart, and different business names (Siciliano Pizza Pasta vs Holon Pizza). Distance and address mismatch rule out same location.",https://maps.google.com/?cid=7893582523826799712&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1541,no_match,llm-no,אלדו,Azrieli Mall Hayam,0.200,653,OPERATIONAL,08-634-0006,4.2,yes,"דרך פעמי השלום 17, אילת, Israel","Ha-Palmakh St 1, Eilat, Israel",no,0.95,"Different business names (Aldo vs Azrieli Mall Hayam), different streets (Derekh Peami HaShalom vs Ha-Palmakh), 653m apart. Aldo appears to be a standalone business; Azrieli is a mall. No evidence of translation/transliteration match.",https://maps.google.com/?cid=15115062556639848378&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3911,flagged,rule,בופה לאכול ולהתאהב,בופה לאכול ולהתאהב - מסעדת שף ביתית | אולם אירועים במודיעין,1.000,39,CLOSED_PERMANENTLY,054-564-1635,4.2,yes,"המעיין 2, מודיעין והסביבה, Israel","HaMa'ayan St 2, Modi'in-Maccabim-Re'ut, Israel",,,,https://maps.google.com/?cid=6306549994472388312&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5648,flagged,rule,סנאיה בר קפה,SENAYE Coffee&bar,0.667,19,CLOSED_PERMANENTLY,08-999-9971,5,yes,"הרצל 171, רחובות, Israel","Herzl St 171, Rehovot, 7626802, Israel",,,,https://maps.google.com/?cid=12399746848305102256&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6819,verified,llm,BIGA טבעון,Biga,1.000,2715,OPERATIONAL,04-953-6306,4.1,yes,"האלונים 85, טבעון","Alonim St 85, Kiryat Tiv'on, Israel",yes,0.95,"Same unique business name (BIGA), identical street address (Alonim/האלונים 85), same city (Tiv'on/טבעון). Large distance metric likely due to coordinate system differences, not address mismatch. Street and house number perfectly aligned.",https://maps.google.com/?cid=18200586410859188839&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3647,no_match,rule,נאפולי הקטנה,Sderot Israel Guri 34,0.048,4778,,,,no,"שד' ישראל גורי 34, תל אביב, Israel","Sderot Israel Guri 34, Tel Aviv-Jaffa, Israel",,,,https://maps.google.com/?cid=17180973708619159468&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4808,verified,regular,בלינדה,Belinda Cafe,0.800,63,OPERATIONAL,02-563-3995,4.3,yes,"דיסקין 9, ירושלים, Israel","מרכז שלומ מאיר, דיסקין 9א, קומה 2, ירושלים, Israel",,,,https://maps.google.com/?cid=8127298511301344743&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6253,verified,address-first,the view,the view,1.000,647,OPERATIONAL,09-740-4477,4.5,yes,"נתניה, Israel","Gad Machnes St 6, Netanya, 4232697, Israel",,,,https://maps.google.com/?cid=11485042878414567769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7099,verified,llm,B-FRESH - עזריאלי,B-FRESH עזריאלי תל אביב,1.000,1541,OPERATIONAL,03-566-5181,3.9,yes,"דרך מנחם בגין 132, תל אביב-יפו, תל אביב","Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",yes,0.95,"Identical business name (B-FRESH עזריאלי), exact street match (דרך מנחם בגין = Menakhem Begin Rd), same house number (132), same city (Tel Aviv). Large distance discrepancy (1541m) is likely a coordinate error in one database, not a match disqualifier given perfect address alignment.",https://maps.google.com/?cid=17955766254588193460&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5928,verified,llm,חמסה חומוס,חמסה חומוס כרכור,1.000,328,OPERATIONAL,04-627-5566,4.4,yes,"המייסדים 48, פרדס חנה-כרכור, Israel","Ha-Meyasdim St 48, Pardes Hanna-Karkur, Israel",yes,0.95,"Identical business name (חמסה חומוס), same street (המייסדים/Ha-Meyasdim), same house number (48), same city (פרדס חנה-כרכור/Pardes Hanna-Karkur). The 328m distance likely reflects coordinate precision issues rather than different locations. Google's name includes 'כרכור' (Karkur) as clarification since the city has two parts.",https://maps.google.com/?cid=4611906958311136316&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6766,verified,llm,מאפיית האחים גבעתיים,Brothers Bakery | Ha'achim Bakery,0.300,1235,OPERATIONAL,03-571-9647,4.5,yes,"כורזין 5, גבעתיים","Korazin St 5, Giv'atayim, Israel",yes,0.98,"Name matches (מאפיית האחים = Brothers/Ha'achim Bakery), street and house number identical (Korazin 5), city matches (Giv'atayim). Large distance likely due to coordinate error in our database.",https://maps.google.com/?cid=6491075961967001987&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2589,flagged,rule,סחבק בא בטוסט נהריה,סחבק' נהריה,1.000,134,CLOSED_PERMANENTLY,04-990-5333,4.4,yes,"שד' הגעתון 35, נהריה, Israel","Sderot HaGa'aton 35, Nahariya, Israel",,,,https://maps.google.com/?cid=18022215750241919001&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1744,verified,regular,פיצה הגשר,Gesher Pizza,0.800,48,OPERATIONAL,08-610-3388,3.2,yes,"שד' יעלים 14, באר שבע, Israel","Sderot Ye'elim 14, Beersheba, Israel",,,,https://maps.google.com/?cid=8380858344041992118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3781,flagged,rule,דני בתי מאפה,דני בתי מאפה,1.000,7,CLOSED_PERMANENTLY,,5,no,"תרמ""ב 20, ראשון לציון, Israel","Trumpeldor St, Rishon LeZion, Israel",,,,https://maps.google.com/?cid=9089555202583978862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5833,flagged,rule,נומילי Nomili,Nomili Patisserie Cafe,0.500,52,CLOSED_PERMANENTLY,09-744-1920,4.3,yes,"הבנים 14, הוד השרון, Israel","HaBanim St 14, Hod Hasharon, Israel",,,,https://maps.google.com/?cid=5530515901892750853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5877,verified,regular,בית רצון,Beit Razon,0.400,58,OPERATIONAL,09-861-6157,4.3,yes,"שער הגיא 5, נתניה, Israel","Sha'ar HaGai St 5, Netanya, Israel",,,,https://maps.google.com/?cid=4875595253253478742&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4449,flagged,rule,חומוס יוסף,Houmous Yosef Holon,0.250,108,CLOSED_PERMANENTLY,03-659-8388,3.9,yes,"המשביר 1, חולון, Israel","Ha-Mashbir St 1, Holon, Israel",,,,https://maps.google.com/?cid=2501294295785268828&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2738,verified,address-first,רוזליה,יקב אבן הראשה - Keystone Winery,0.067,141,OPERATIONAL,04-981-0584,4.8,yes,"שטורמן 1, בית שאן, Israel","שטורמן 1, בית שאן, Israel",,,,https://maps.google.com/?cid=686073493117498790&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5829,verified,address-first,דוד'ס בורגר,Dudes Burger,0.778,27939,OPERATIONAL,09-765-3110,4.4,yes,"קרמניאן משה 4, נתניה, Israel","Karminyan St 4, Netanya, Israel",,,,https://maps.google.com/?cid=18128437011495639104&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2316,verified,llm,חצ'פורי מאיה,KHACHAPURI Maya,0.375,709,OPERATIONAL,04-696-5065,4.5,yes,"חלוצי התעשייה 12, חיפה, Israel","Khalutzei HaTa'a'ssiya St 12, Haifa, Israel",yes,0.95,"Hebrew name 'חצ'פורי מאיה' translates to 'Khachapuri Maya'. Street and house number match exactly (12 Khalutzei HaTa'a'ssiya). Distance discrepancy (709m) likely due to coordinate error in our database, not a location mismatch. Unique restaurant name and matching address confirm same business.",https://maps.google.com/?cid=2045870549159234062&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7308,flagged,rule,Cofizz,cofizz,1.000,11,CLOSED_PERMANENTLY,,4.1,yes,"רמב""ם 26, תל אביב, Israel","Rambam St 26, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=12962917831734444441&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4645,flagged,rule,קפה גרג,Cafe Greg,1.000,7404,CLOSED_PERMANENTLY,,3.2,yes,"נמל ת""א, תל אביב, Israel","האנגר 20, Nemal Tel Aviv, Tel Aviv-Jaffa, Israel",,,,https://maps.google.com/?cid=3130965214043383277&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6786,no_match,llm-no,B bakery קניון חיפה,בייקרי 58,0.000,585,OPERATIONAL,04-822-6395,4.4,yes,"משה פלימן 4, חיפה","Moriah Ave 58, Haifa, Israel",no,0.95,"Different streets (Moshe Pliman vs Moriah Ave), different house numbers (4 vs 58), 585m apart. Different business names (B bakery vs Bakery 58). No clear translation/transliteration match. Different locations.",https://maps.google.com/?cid=8121568985164188893&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1667,verified,regular,קפה צמרת,קפה צמרת,1.000,17,OPERATIONAL,,5,no,"רוגוזין 11, אשדוד, Israel","Rogozin St 11, Ashdod, Israel",,,,https://maps.google.com/?cid=7973480864517082000&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
