id,name,original_address,current_google_name,current_google_address,google_place_id,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
4825,כנאפ,"האגוז 15, ירושלים, Israel",Knaf,"HaEgoz St 15, Jerusalem, Israel",ChIJp8wR1yXXAhURr_oOU794SZU,כנאף knaf,iw,"האגוז 15, ירושלים","האגוז 15, ירושלים",yes,Knaf,en,"HaEgoz St 15, Jerusalem","HaEgoz 15, Jerusalem",no
4826,משולשים,"נחל קישון 48, בית שמש, Israel",Meshulashim,"רמת, Nachal HaKishon Ave 48, Bet Shemesh, Israel",ChIJVZ-YWbDDAhURaRFMByLGoKg,משולשים,iw,"רמת, Nachal HaKishon Ave 48, Bet Shemesh","רמת, שדרות נחל הקישון 48, בית שמש",yes,Meshulashim,en,"רמת, Nachal HaKishon Ave 48, Bet Shemesh","רמת, Sderot Nachal HaKishon 48, Beit Shemesh",yes
4828,דובשנית,"הפלמ""ח 42, ירושלים, Israel",מגדניה דובשנית,"HaPalmach St 42, Jerusalem, Israel",ChIJwyxfGdrXAhURakTKknamrkM,מגדניה דובשנית,iw,"הפלמ""ח 42, ירושלים","הפלמ""ח 42, ירושלים",yes,מגדניה דובשנית,en,"HaPalmach St 42, Jerusalem","HaPalmach 42, Jerusalem",no
4831,זיסלק רמות ירושלים,"גולדה מאיר 255, רמות אלון, ירושלים, Israel",זיסלק קניון רמות,"Golda Me'ir Boulevard 255, • ירושלים, القدس, Jerusalem, Yerushalayim, أورشليم, י-ם, जेरूसलम, జేరుసలం, Ерусалим, Jeruzalém, Jérusalem, Jeruzalem, Ιερουσαλήμ, Jeruzsálem, Yerusal…JerusalemJerusalem",ChIJH0RobQvWAhURLKZB2YIcPyg,זיסלק קניון רמות,iw,"שדרות גולדה מאיר 255, • ירושלים, القدس, Jerusalem, Yerushalayim, أورشليم, י-ם, जेरूसलम, జేరుసలం, Ерусалим, Jeruzalém, Jérusalem, Jeruzalem, Ιερουσαλήμ, Jeruzsálem, Yerusal…JerusalemJerusalem","שדרות גולדה מאיר 255, • ירושלים, القدس, Jerusalem, Yerushalayim, أورشليم, י-ם, जेरूसलम, జేరుసలం, Ерусалим, Jeruzalém, Jérusalem, Jeruzalem, Ιερουσαλήμ, Jeruzsálem, Yerusal…JerusalemJerusalem",yes,זיסלק קניון רמות,iw,"Golda Me'ir Boulevard 255, • ירושלים, القدس, Jerusalem, Yerushalayim, أورشليم, י-ם, जेरूसलम, జేరుసలం, Ерусалим, Jeruzalém, Jérusalem, Jeruzalem, Ιερουσαλήμ, Jeruzsálem, Yerusal…JerusalemJerusalem","Golda Me'ir Boulevard 255, • ירושלים, القدس, Jerusalem, Yerushalayim, أورشليم, י-ם, जेरूसलम, జేరుసలం, Ерусалим, Jeruzalém, Jérusalem, Jeruzalem, Ιερουσαλήμ, Jeruzsálem, Yerusal…JerusalemJerusalem",yes
4832,cofix,"דרך יצחק רבין 2, קניון נעימי, בית שמש, Israel",Cofix,"Derech Yitshak Rabin 2, Beit Shemesh, Israel",ChIJkwfGul_EAhUR-Q1Hfg5qfgI,קופיקס,iw,"דרך יצחק רבין 2, בית שמש","דרך יצחק רבין 2, בית שמש",yes,Cofix,en,"Derech Yitshak Rabin 2, Beit Shemesh","Derech Yitshak Rabin 2, Beit Shemesh",no
4834,שניצל ג'ורדי,"שד' יגאל אלון 6, בית שמש, Israel",Jordi Schnitzel,"Yig'al Alon Ave 6, Beit Shemesh, Israel",ChIJ68peOWxLHRURqea3QUVqALs,שניצל ג'ורדי,iw,"שדרות יגאל אלון 6, בית שמש","קניון שער העיר, שדרות יגאל אלון 6, בית שמש",yes,Jordi Schnitzel,en,"Yig'al Alon Ave 6, Beit Shemesh","קניון שער העיר, Yig'al Alon Ave 6, Beit Shemesh",no
4839,מקסיקני בורגרס,"דהומיי 3, ירושלים, Israel","מקסיקני בורגרס, ירושלים","Dahomey St 3, Jerusalem, Israel",ChIJdfQ9PnnXAhURGDqfy1EQjHA,"מקסיקני בורגרס, ירושלים",iw,"דהומיי 3, ירושלים","דהומיי 3, ירושלים",yes,"מקסיקני בורגרס, ירושלים",iw,"Dahomey St 3, Jerusalem","Dahomey 3, Jerusalem",no
4844,ביג אפל פיצה,"בן זכאי 7, ירושלים, Israel",ביג אפל פיצה,"Raban Yohanan ben Zakai St 7, Jerusalem, Israel",ChIJO-ImDt_XAhURFZ2WFkes3N8,ביג אפל פיצה,iw,"רבן יוחנן בן זכאי 7, ירושלים","רבן יוחנן בן זכאי 7, ירושלים",yes,ביג אפל פיצה,en,"Raban Yohanan ben Zakai St 7, Jerusalem","Raban Yohanan ben Zakai 7, Jerusalem",no
4845,בר יין,"עזה 82, ירושלים, Israel",Wine Bar,"Azza St 28, Jerusalem, Israel",ChIJoaeRf9XXAhURVlhY86AV2i4,Wine Bar,iw,"דרך עזה 28, ירושלים","דרך עזה 28, ירושלים",yes,Wine Bar,en,"Azza St 28, Jerusalem","Azza 28, Jerusalem",no
4851,מיסטר גרין,"יפו 38, ירושלים, Israel",Mr. Green,"Jaffa St 38, Jerusalem, Israel",ChIJj1PM0tApAxURE5BgoLSXhVg,Mr Green Salads & Bagels,iw,"יפו 38, ירושלים","יפו 38, ירושלים",yes,Mr. Green,en,"Jaffa St 38, Jerusalem","Yafo 38, Jerusalem",no
4852,אצה,"שד' יגאל אלון 1, ביג פאשן בית שמש, Israel",אצה סושי בר בית שמש,"מרכז ביג, שדרות יגאל אלון 1, בית שמש, Israel",ChIJSUzujlrEAhURyYLC1MxS2mE,אצה סושי בר בית שמש,iw,"מרכז ביג, שדרות יגאל אלון 1, בית שמש","מרכז ביג, שדרות יגאל אלון 1, בית שמש",yes,אצה סושי בר בית שמש,iw,"מרכז ביג, שדרות יגאל אלון 1, בית שמש","מרכז ביג, Yig'al Alon Ave 1, Beit Shemesh",yes
4853,כורש 3,"כורש 3, ירושלים, Israel",Koresh St 3,"Koresh St 3, Jerusalem, Israel",ChIJzZ4JBdEpAxURGcu9o029VH4,כורש 3,,"כורש 3, ירושלים","כורש 3, ירושלים",yes,Koresh St 3,,"Koresh St 3, Jerusalem","Koresh 3, Jerusalem",no
4854,מיט בר Meat Bar,"נחל מאור 10, בית שמש, Israel",בר בשרים,"Nahal Maor St 10, Bet Shemesh, Israel",ChIJdS4bTXHDAhUR9U3w7TxsG3A,בר בשרים,en,"נחל מאור 10, בית שמש","נחל מאור 10, בית שמש",yes,בר בשרים,en,"Nahal Maor St 10, Bet Shemesh","Nahal Maor 10, Beit Shemesh",no
4856,גרליץ זישא מגדניה,"מעבר המיתלה 5, ירושלים, Israel",מגדנית גרליץ Gerlitz bakery,"מעבר המיתלה 5, Jerusalem",ChIJBYtDDKkpAxURL0g1rzCZCJE,מגדנית גרליץ Gerlitz bakery,en,"מעבר המיתלה 5, ירושלים","מעבר המיתלה 5, ירושלים",yes,מגדנית גרליץ Gerlitz bakery,en,"מעבר המיתלה 5, Jerusalem","מעבר המיתלה 5, Jerusalem",yes
4857,מנפיס,"שד' בן צבי 11, ירושלים, Israel",Menfis,"Sderot Ben Tsvi 11, Jerusalem, Israel",ChIJn835zy7WAhURJ4NF6DEgEKk,מנפיס,iw,"שדרות בן צבי 11, ירושלים","שדרות בן צבי 11, ירושלים",yes,Menfis,en,"Sderot Ben Tsvi 11, Jerusalem","Sderot Ben Tsvi 11, Jerusalem",no
4860,גניר,"ההר 2, אזור תעשייה הר טוב, Israel",מסעדת גניר,"Ha-Har St 2, Bet Shemesh, 9980101, Israel",ChIJ3_279V3EAhURPv3DgYdJUfU,מסעדת גניר,iw,"ההר 2, בית שמש, 9980101","ההר 2, בית שמש",yes,מסעדת גניר,iw,"Ha-Har St 2, Bet Shemesh, 9980101","HaHar 2, Beit Shemesh",no
4862,קפית בגן הבוטני,"בורלא 1, ירושלים, Israel",Caffit,"Jerusalem Botanical Gardens, Yehuda Burla St 1, Jerusalem, Israel",ChIJlfH68MTXAhURGcXILeTy_p4,קפית הגן הבוטני,iw,"הגן הבוטני האוניברסיטאי בגבעת רם, יהודה בורלא 1, ירושלים","הגן הבוטני האוניברסיטאי בגבעת רם, יהודה בורלא 1, ירושלים",yes,Caffit,en,"Jerusalem Botanical Gardens, Yehuda Burla St 1, Jerusalem","Jerusalem Botanical Gardens, Yehuda Burla 1, Jerusalem",no
4863,ברדק,"קרן היסוד 38, ירושלים, Israel",Bardak Pizza Bar,"Keren HaYesod St 38, Jerusalem, Israel",ChIJ8xzywiwoAxURNWUrJBrkuxs,ברדק פיצה בר,iw,"קרן היסוד 38, ירושלים","קרן היסוד 38, ירושלים",yes,Bardak Pizza Bar,en,"Keren HaYesod St 38, Jerusalem","Keren HaYesod 38, Jerusalem",no
4868,"אינגליש קייק בע""מ","פארן 15, ירושלים, Israel",English cake,"15 Faran St, Ramat Eshcol, Jerusalem, Jerusalem",ChIJ-7Wr-u8pAxURnHI80afIUvY,אינגליש קייק,iw,"15 Faran St, Ramat Eshcol, Jerusalem, ירושלים","15 Faran St, Ramat Eshcol, Jerusalem",yes,English cake,en,"15 Faran St, Ramat Eshcol, Jerusalem, Jerusalem","15 Faran St, Ramat Eshcol, Jerusalem",no
4870,פיצליאנו,"הראל 1, מבשרת ציון, Israel",Pizza Pizzliano - פיצה פיצליאנו,"קניון הראל, Har'el 1, Mevaseret Zion, Israel",ChIJUxSfsPDWAhUREwE09tqLSq8,פיצה פיצליאנו,iw,"קניון הראל, הראל 1, מבשרת ציון","קניון הראל, הראל 1, מבשרת ציון",yes,Pizza Pizzliano - פיצה פיצליאנו,en,"קניון הראל, Har'el 1, Mevaseret Zion","קניון הראל, Har'el 1, Mevaseret Zion",yes
4872,סבא ג'בטה,"יפו 216, ירושלים, Israel",סבא ג'בטה,"יפו 216 בנייו שערי העיר, קומה 1, Jerusalem, Israel",ChIJq6SraSXWAhUR0G_PssVlZf0,סבא ג'בטה,iw,"יפו 216 בנייו שערי העיר, קומה 1, ירושלים","יפו 216 בנייו שערי העיר, קומה 1, ירושלים",yes,סבא ג'בטה,iw,"יפו 216 בנייו שערי העיר, קומה 1, Jerusalem","יפו 216 בנייו שערי העיר, קומה 1, Jerusalem",yes
4873,הבורגנים,"דרך חברון 101, ירושלים, Israel",HaBurganim,"Hebron Rd 101, Jerusalem, Israel",ChIJ41UTGyIoAxURh8LxSOUlm04,הבורגנים,iw,"דרך חברון 101, ירושלים","דרך חברון 101, ירושלים",yes,HaBurganim,en,"Hebron Rd 101, Jerusalem","Derech Hevron 101, Jerusalem",no
4875,מוסלין,"הנשיא 10, ירושלים, Israel",Mousseline - Hanassi - Jerusalem,"HaNasi St 10, Jerusalem, Israel",ChIJDU1Ba9bXAhUR3arcXMXldfI,מוסלין - הנשיא,iw,"הנשיא 10, ירושלים","הנשיא 10, ירושלים",yes,Mousseline - Hanassi - Jerusalem,en,"HaNasi St 10, Jerusalem","HaNasi 10, Jerusalem",no
4877,מסעדת תמנע,"וילנאי 6, ירושלים, Israel",מסעדת תמנע 'רמדה',"Jerusalem, Israel",ChIJ5SDWHsHXAhURMddI7bZXlp0,מסעדת תמנע 'רמדה',iw,ירושלים,ירושלים,yes,מסעדת תמנע 'רמדה',iw,Jerusalem,Jerusalem,no
4878,מאפין בוטיק,"בן יהודה 16, ירושלים, Israel",Muffin Boutique,"Ben Yehuda St 16, Jerusalem, Israel",ChIJ4yYAWtYpAxURSV45IYmbqgc,המאפין בוטיק,iw,"בן יהודה 16, ירושלים","בן יהודה 16, ירושלים",yes,Muffin Boutique,en,"Ben Yehuda St 16, Jerusalem","Ben Yehuda 16, Jerusalem",no
4881,מוסקט,"כנפי נשרים 24, ירושלים, Israel",Muscat,"Kanfei Nesharim St 24, Jerusalem, Israel",ChIJSRvCbkzWAhURhH7Ph2GPArg,Muscat,iw,"כנפי נשרים 24, ירושלים","כנפי נשרים 24, ירושלים",yes,Muscat,en,"Kanfei Nesharim St 24, Jerusalem","Kanfei Nesharim 24, Jerusalem",no
4885,סטקיית ציון הגדול,"גולדה מאיר 255, ירושלים, Israel",ציון הגדול,"Golda Me'ir Boulevard 255, Jerusalem",ChIJG5aPEgvWAhURiRr9C6VFySM,ציון הגדול,en,"שדרות גולדה מאיר 255, ירושלים","שדרות גולדה מאיר 255, ירושלים",yes,ציון הגדול,en,"Golda Me'ir Boulevard 255, Jerusalem","Golda Me'ir Boulevard 255, Jerusalem",no
4889,סטקיית ירושלים,"אגריפס 101, מחנה יהודה, ירושלים, Israel",Jerusalem Steakhouse,"Agripas St 101, Jerusalem, Israel",ChIJZ8dxUSjWAhUR95CrzuPYRuY,סטקיית ירושלים,iw,"אגריפס 101, ירושלים","אגריפס 101, ירושלים",yes,Jerusalem Steakhouse,en,"Agripas St 101, Jerusalem","Agripas 101, Jerusalem",no
4890,ברמן,"בית הדפוס 24, ירושלים, Israel",Berman Bakery,"Beit Ha-Defus St 24, Jerusalem, 9548329, Israel",ChIJL41OHE3WAhURbLHDzMvoaVI,מאפיית ברמן,iw,"בית הדפוס 24, ירושלים, 9548329","בית הדפוס 24, ירושלים",yes,Berman Bakery,en,"Beit Ha-Defus St 24, Jerusalem, 9548329","Beit Ha-Defus 24, Jerusalem",no
4891,אוכלים אצל שמיל,"עליאש 5, ירושלים, Israel",Shmil,"Mordehai A'liash St 5, Jerusalem, Israel",ChIJ8cxBItYpAxURZo8RPv0khcE,שמיל,iw,"מרדכי עליאש 5, ירושלים","מרדכי עליאש 5, ירושלים",yes,Shmil,en,"Mordehai A'liash St 5, Jerusalem","Mordehai A'liash 5, Jerusalem",no
4893,ציון הקטן,"כנפי נשרים 15, ירושלים, Israel",Little Zion Steakhouse,"Kanfei Nesharim St 15, Jerusalem, Israel",ChIJfRYsZE3WAhURRskXiOpQYBs,סטקיית ציון הקטן,iw,"כנפי נשרים 15, ירושלים","כנפי נשרים 15, ירושלים",yes,Little Zion Steakhouse,en,"Kanfei Nesharim St 15, Jerusalem","Kanfei Nesharim 15, Jerusalem",no
4895,קפה מלכה,"הרטום 9, הר חוצבים, ירושלים, Israel",קפה מלכה,"Hartom St 9, Jerusalem, Israel",ChIJcX5PvB3WAhURwc7CKnj8X_A,קפה מלכה,iw,"הרטום 9, ירושלים","הרטום 9, ירושלים",yes,קפה מלכה,iw,"Hartom St 9, Jerusalem","Hartom 9, Jerusalem",no
4898,באגט הרכבת ירושלים,"פייר קניג 30, ירושלים, Israel",baguette Harakevet,"General Pierre Koenig St 30, Jerusalem, 9346938, Israel",ChIJMc5X1EnXAhURRMwBFYFNGbw,הרכבת - שווארמה וגריל בשרים,iw,"גנרל פייר קניג 30, ירושלים, 9346938","גנרל פייר קניג 30, ירושלים",yes,baguette Harakevet,en,"General Pierre Koenig St 30, Jerusalem, 9346938","General Pierre Koenig 30, Jerusalem",no
4901,לה מוצרלה LAMOZZARELLA,"צביה ויצחק 8, ירושלים, Israel",פיצה לה מוצרלה la mozzarella,"Tsviya Ve-Yitshak St 8, Jerusalem",ChIJ738ZizzYAhURX5jtl1KnLow,פיצה לה מוצרלה la mozzarella,iw,"צביה ויצחק 8, ירושלים","צביה ויצחק 8, ירושלים",yes,פיצה לה מוצרלה la mozzarella,iw,"Tsviya Ve-Yitshak St 8, Jerusalem","Tsviya Ve-Yitshak 8, Jerusalem",no
4906,פיצה נאני,"אלקחי מרדכי 2, ירושלים, Israel",פיצה נאני,"Mordekhy Elqahi St 2, Jerusalem",ChIJzwFkKxQoAxURFa_9Dk6vWx8,פיצה נאני,iw,"רח' מרדכי אלקחי 2, ירושלים","רח' מרדכי אלקחי 2, ירושלים",yes,פיצה נאני,iw,"Mordekhy Elqahi St 2, Jerusalem","Mordehai Elkahi 2, Jerusalem",no
4908,אוכלים בשוק,"יפו 97, ירושלים, Israel",Food in the Shuk,"מרכז כלל, יפו, ירושלים, Israel",ChIJqaqqqinWAhURA5kAIqHxD44,אוכלים בשוק,iw,"מרכז כלל, יפו, ירושלים","מרכז כלל, יפו, ירושלים",yes,Food in the Shuk,en,"מרכז כלל, יפו, ירושלים","מרכז כלל, Yafo, Jerusalem",yes
4911,פרש,"אורוגואי 1, ירושלים, Israel",Parash Coffee and Confectionery,"Uruguay St 1, Jerusalem, 96701, Israel",ChIJ0f-acJzXAhUR0m71IoF9iq8,פרש בית קפה ומגדנייה,iw,"אורוגואי 1, ירושלים, 96701","אורוגואי 1, ירושלים",yes,Parash Coffee and Confectionery,en,"Uruguay St 1, Jerusalem, 96701","Uruguay 1, Jerusalem",no
4912,כמו בבית- מאכלים ביתיים,"האומן 18, רב מכר תלפיות, ירושלים, Israel",כמו בבית,"HaUman St 18, Jerusalem, Israel",ChIJ0e1oFB4oAxUR64GZeUa4TsI,כמו בבית,iw,"האומן 18, ירושלים","האומן 18, ירושלים",yes,כמו בבית,iw,"HaUman St 18, Jerusalem","HaUman 18, Jerusalem",no
4914,ביסטרו חלבי יודה,"ההגנה 21, ירושלים, Israel",Yuda Bistro Dairy,"Ha-Hagana St 21, Jerusalem",ChIJiVqrmIwpAxURzeryyBO97gQ,יודה ביסטרו חלבי,iw,"רחוב ההגנה 21, ירושלים","רחוב ההגנה 21, ירושלים",yes,Yuda Bistro Dairy,en,"Ha-Hagana St 21, Jerusalem","HaHagana 21, Jerusalem",no
4917,110 בורגר,"שד' יגאל אלון 6, בית שמש, Israel",110 Burger,"קניון שער העיר, Yig'al Alon Ave 6, Beit Shemesh, Israel",ChIJv0W3aVrEAhURplXMyYe9keY,110 בורגר בית שמש,iw,"קניון שער העיר, שדרות יגאל אלון 6, בית שמש","קניון שער העיר, שדרות יגאל אלון 6, בית שמש",yes,110 Burger,en,"קניון שער העיר, Yig'al Alon Ave 6, Beit Shemesh","קניון שער העיר, Yig'al Alon Ave 6, Beit Shemesh",yes
4918,פומפידו,"עמק רפאים 27, ירושלים, Israel",Pompidou Bistro and Bar,"Emek Refa'im St 27, Jerusalem, Israel",ChIJNeUHOy8oAxURiNt4XzFQnAY,פומפידו,iw,"עמק רפאים 27, ירושלים","עמק רפאים 27, ירושלים",yes,Pompidou Bistro and Bar,en,"Emek Refa'im St 27, Jerusalem","Emek Refaim 27, Jerusalem",no
4919,פרסטו פיצה,"חקלאי זאב 4, ירושלים, Israel",Presto Pizza,"Ze'ev Khaklai St 4, Jerusalem, Israel",ChIJC6VnALvXAhURrokuuzog5N0,פיצה פרסטו,iw,"זאב חקלאי 4, ירושלים","זאב חקלאי 4, ירושלים",yes,Presto Pizza,en,"Ze'ev Khaklai St 4, Jerusalem","Ze'ev Haklai 4, Jerusalem",no
4928,טומיס',"קרן קיימת לישראל 21, ירושלים, Israel",Tommy's - טומי'ס,"HaKeren HaKayemet Le-Israel St 21, Jerusalem, Israel",ChIJg4KfvirWAhURqvpsFDlm9Y0,Tommy's,iw,"הקרן הקימת לישראל 21, ירושלים","הקרן הקימת לישראל 21, ירושלים",yes,Tommy's - טומי'ס,en,"HaKeren HaKayemet Le-Israel St 21, Jerusalem","HaKeren HaKayemet Le-Israel 21, Jerusalem",no
4929,תמול שלשום,"יואל משה סלומון 5, כיכר המוזיקה, ירושלים, Israel",Tmol Shilshom,"בחצר קומה שנייה, יואל משה סלומון 5, ירושלים, Israel",ChIJvWw9KNcpAxURFJ8K7gIzQ-o,תמול שלשום,iw,"בחצר קומה שנייה, יואל משה סלומון 5, ירושלים","בחצר קומה שנייה, יואל משה סלומון 5, ירושלים",yes,Tmol Shilshom,en,"בחצר קומה שנייה, יואל משה סלומון 5, ירושלים","בחצר קומה שנייה, Yoel Moshe Salomon 5, Jerusalem",yes
4931,פיצה בר אילן,"בר אילן 6, ירושלים, Israel",Pizza Bar Ilan,"Bar Ilan 6, Jerusalem, Israel",ChIJ8Ud7weApAxUR9XnGhgMMjio,פיצה בר אילן,iw,"בר אילן 6, ירושלים","בר אילן 6, ירושלים",yes,Pizza Bar Ilan,en,"Bar Ilan 6, Jerusalem","Bar Ilan 6, Jerusalem",no
4934,קפה קדוש,"שלומציון המלכה 6, ירושלים, Israel",Kadosh Café Patisserie,"Queen Shlomziyon St 6, Jerusalem, Israel",ChIJbwepItEpAxURH24Tq6weFp8,קדוש,iw,"שלומציון המלכה 6, ירושלים","שלומציון המלכה 6, ירושלים",yes,Kadosh Café Patisserie,en,"Queen Shlomziyon St 6, Jerusalem","Queen Shlomziyon 6, Jerusalem",no
4935,פיצה איטליאנו,"יפו 218, ירושלים, Israel",Pizza Italiano,"תחנת מרכזית, Yafo 218, Jerusalem, Israel",ChIJVd2TWSXWAhURgaA8NpfQHOc,Pizza Italiano,iw,"תחנת מרכזית, יפו 218, ירושלים","תחנת מרכזית, יפו 218, ירושלים",yes,Pizza Italiano,en,"תחנת מרכזית, Yafo 218, Jerusalem","תחנת מרכזית, Yafo 218, Jerusalem",yes
4936,המקום של תום,"האומן 6, בית שמש, Israel",Tom's Place,"HaUman St 13, Bet Shemesh, Israel",ChIJCcyXHw7FAhUR91rwwEKyK2Y,המקום של תום,iw,"האומן 13, בית שמש","האומן 13, בית שמש",yes,Tom's Place,en,"HaUman St 13, Bet Shemesh","HaUman 13, Beit Shemesh",no
4938,אליז,"שמואל הנביא 114, ירושלים, Israel","אליז, ירושלים","Shmu'el ha-Navi St 114, Jerusalem, 91503, Israel",ChIJjb3hI-EpAxURFfnka21_7EM,"אליז, ירושלים",iw,"שמואל הנביא 114, ירושלים, 91503","שמואל הנביא 114, ירושלים",yes,"אליז, ירושלים",iw,"Shmu'el ha-Navi St 114, Jerusalem, 91503","Shmu'el ha-Navi 114, Jerusalem",no
4941,אצה,"ירמיהו 9, ירושלים, Israel",Atza sushi mehadrin אצה סושי מהדרין,"Yirmiyahu St 9, Jerusalem, Israel",ChIJPdrB_SPWAhURUqgK_K2tt8w,אצה סושי בר,iw,"ירמיהו 9, ירושלים","ירמיהו 9, ירושלים",yes,Atza sushi mehadrin אצה סושי מהדרין,en,"Yirmiyahu St 9, Jerusalem","Yirmiyahu 9, Jerusalem",no
4948,מורדוך,"אגריפס 70, מחנה יהודה, ירושלים, Israel",Morduch,"Mahaneh Yehudah Market, Agripas St 70, Jerusalem, Israel",ChIJ0_fz-ijWAhURgBsn8jdlCTw,מורדוך,iw,"שוק מחנה יהודה, אגריפס 70, ירושלים","שוק מחנה יהודה, אגריפס 70, ירושלים",yes,Morduch,en,"Mahaneh Yehudah Market, Agripas St 70, Jerusalem","Mahaneh Yehudah Market, Agripas 70, Jerusalem",no
4949,הפלאפל התימני,"יואל 22, שכונת גאולה, ירושלים, Israel",הפלאפל התימני,"Yoel St 22, Jerusalem, Israel",ChIJLTery90pAxUR78e4879CFmg,הפלאפל התימני,en,"יואל 22, ירושלים","יואל 22, ירושלים",yes,הפלאפל התימני,en,"Yoel St 22, Jerusalem","Yoel 22, Jerusalem",no
4951,zariffa,"הורקניה 8, ירושלים, Israel",Zariffa - בית קפה ירושלמי,"Horkanya St 8, Jerusalem, Israel",ChIJuVSM8ujXAhURLc0gTidwuTw,זריפה,iw,"הורקניה 8, ירושלים","הורקניה 8, ירושלים",yes,Zariffa - בית קפה ירושלמי,en,"Horkanya St 8, Jerusalem","Hyrcania 8, Jerusalem",no
4954,פיש אנד צ'יפס,"האגוז 12, ירושלים, Israel",Fish'en Chips,"Ha-Tut St, Jerusalem, Israel",ChIJuS0HUCjWAhURX9D_emibrGw,פישנצ'יפס,iw,"התות, ירושלים","התות, ירושלים",yes,Fish'en Chips,en,"Ha-Tut St, Jerusalem","HaTut, Jerusalem",no
4956,מאפה נאמן,"שד' יגאל אלון 24, בית שמש, Israel",Ne'eman Bakery,"Yig'al Alon Ave 24, Beit Shemesh, Israel",ChIJ58L4F1jEAhURH0oOVsu2xCY,מאפה נאמן בית שמש,iw,"שדרות יגאל אלון 24, בית שמש","שדרות יגאל אלון 24, בית שמש",yes,Ne'eman Bakery,en,"Yig'al Alon Ave 24, Beit Shemesh","Yig'al Alon Ave 24, Beit Shemesh",no
4957,פלאפל מירו,"זוננפלד 10, ירושלים, Israel",Miro's Falafel,"Ha-Rav Zonenfeld St 10, Jerusalem, Israel",ChIJJ-47gNwpAxURZCu6IIywzlo,פלאפל מירו,iw,"הרב זוננפלד 10, ירושלים","הרב זוננפלד 10, ירושלים",yes,Miro's Falafel,en,"Ha-Rav Zonenfeld St 10, Jerusalem","Ha-Rav Zonenfeld 10, Jerusalem",no
4958,ג'קו סטריט,"אגריפס 74, מחנה יהודה, ירושלים, Israel",ג'קו סטריט - מסעדת שף כשרה,"Agripas St 74, Jerusalem, Israel",ChIJqaqqqinWAhURABhx0T1LoGU,ג'קו סטריט,iw,"אגריפס 74, ירושלים","אגריפס 74, ירושלים",yes,ג'קו סטריט - מסעדת שף כשרה,en,"Agripas St 74, Jerusalem","Agripas 74, Jerusalem",no
4959,ארומה,"שד' יגאל אלון 2, בית שמש, Israel",Aroma Espresso Bar ארומה אספרסו בר,"יגאל אלון 1, ביג בית שמש, Bet Shemesh, Israel",ChIJEY7S9FrEAhURDjdF3WrPtfI,ארומה,iw,"יגאל אלון 1, ביג בית שמש, Bet Shemesh","יגאל אלון 1, ביג בית שמש, בית שמש",yes,Aroma Espresso Bar ארומה אספרסו בר,en,"יגאל אלון 1, ביג בית שמש, Bet Shemesh","יגאל אלון 1, ביג בית שמש, Beit Shemesh",yes
4962,קייטרינג הים התיכון,"ינובסקי דניאל 4, ירושלים, Israel",מגדלי הים התיכון,"Daniel Yanovski St 4, Jerusalem, Israel",ChIJ39LtE2M1HRURhQTAhSxVgw4,מגדלי הים התיכון ירושלים - דיור מוגן,iw,"רחוב דניאל ינובסקי 4, ירושלים","רחוב דניאל ינובסקי 4, ירושלים",yes,מגדלי הים התיכון,en,"Daniel Yanovski St 4, Jerusalem","Daniel Yanovski 4, Jerusalem",no
4964,פיצה חייט,"אליהו קורן 29, ירושלים, Israel",פיצה חייט,"Eliyahu Koren St 29, Jerusalem",ChIJvRIjGQUnAxURig9vOD8L_gY,פיצה חייט,en,"אליהו קורן 29, ירושלים","אליהו קורן 29, ירושלים",yes,פיצה חייט,en,"Eliyahu Koren St 29, Jerusalem","Eliyahu Koren 29, Jerusalem",no
4971,טוב טעם,"הר""ן 6, ביתר עילית, Israel",טוב טעם,"הר""ן 6, Betar Illit",ChIJUwyWyOfbAhURzIjlb9Afzz4,טוב טעם,iw,"הר""ן 6, ביתר עילית","הר""ן 6, ביתר עילית",yes,טוב טעם,iw,"הר""ן 6, Betar Illit","הר""ן 6, Betar Illit",yes
4973,נפגשים בבורקס,"האומן 26, ירושלים, Israel",נפגשים בבורקס,"HaUman St 26, Jerusalem, Israel",ChIJi9TLGuPXAhURDKrKvglQyRQ,נפגשים בבורקס,iw,"האומן 26, ירושלים","האומן 26, ירושלים",yes,נפגשים בבורקס,iw,"HaUman St 26, Jerusalem","HaUman 26, Jerusalem",no
4978,אריכא סביח,"אגריפס 83, מחנה יהודה, ירושלים, Israel",Aricha Sabich,"Agripas St 83, Jerusalem, Israel",ChIJHawsSSjWAhURsovQoZ2YsfU,אריכא סביח,iw,"אגריפס 83, ירושלים","אגריפס 83, ירושלים",yes,Aricha Sabich,en,"Agripas St 83, Jerusalem","Agripas 83, Jerusalem",no
4980,פיצה הום ירושלים,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",Home Pizza,"Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",ChIJs_pShI7XAhUR4ErC3cnKbDA,הום פיצה,iw,"דרך אגודת ספורט בית""ר 1, ירושלים, 9695989","דרך אגודת ספורט בית""ר 1, ירושלים",yes,Home Pizza,en,"Derech Agudat Sport Beitar 1, Jerusalem, 9695989","Derech Agudat Sport Beitar 1, Jerusalem",no
