id,old_name,old_address,google_place_id,current_google_name,current_google_address,triage,triage_reason,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
3862,קייטרינג רז,"הנביאים 14, ראש העין, Israel",ChIJZZIfOi83HRURj7zX6Fd3crs,קייטרינג רוזמרין,"Ha-Avoda St 7, Rosh Haayin, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,קייטרינג רוזמרין,en,"העבודה 7, ראש העין","העבודה 7, ראש העין",yes,קייטרינג רוזמרין,en,"Ha-Avoda St 7, Rosh Haayin","HaAvoda 7, Rosh Haayin",no
3863,גיא בשרים,"המלאכה 12, אור יהודה, Israel",ChIJJ0zut4ZLHRURdj4OBrijELA,גיא בשרים,"Ha-Melakha St 12, Or Yehuda, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,גיא בשרים,iw,"המלאכה 12, אור יהודה","המלאכה 12, אור יהודה",yes,גיא בשרים,iw,"Ha-Melakha St 12, Or Yehuda","HaMelacha 12, Or Yehuda",no
3867,פיצה האט,"מנחם בגין 30, קניון עופר הגבעה, גבעת שמואל, Israel",ChIJUR6m-w5KHRUR0Q7_clwnmYI,פיצה האט גבעת שמואל,"מנחם בגין 30, קניון עמי בוטיק, Giv'at Shmuel, Israel",right,רשת — אותו סניף (רחוב+בית),פיצה האט,iw,"מנחם בגין 30, קניון עמי בוטיק, Giv'at Shmuel","מנחם בגין 30, קניון עמי בוטיק, גבעת שמואל",yes,פיצה האט גבעת שמואל,en,"מנחם בגין 30, קניון עמי בוטיק, Giv'at Shmuel","מנחם בגין 30, קניון עמי בוטיק, Giv'at Shmu'el",yes
3877,מאמא חומוס,"גיסין אבשלום 61, פתח תקווה, Israel",ChIJ63WnOBw2HRURzfHLEEP1fBA,מאמא חומוס,"Avshalom Gissin St 61, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מאמא חומוס,iw,"אבשלום גיסין 61, פתח תקווה","אבשלום גיסין 61, פתח תקווה",yes,מאמא חומוס,iw,"Avshalom Gissin St 61, Petah Tikva","Avshalom Gissin 61, Petah Tikva",no
3883,מאפה נאמן,"הרצל 52, ראשון לציון, Israel",ChIJV008eOu1AhURpWAsrR4sCjo,מאפית נאמן,"Herzl St 52, Rishon LeZion, Israel",right,שם זהה + אותו מספר בית (52) — רחוב בתעתיק שונה,מאפית נאמן,iw,"הרצל 52, ראשון לציון","הרצל 52, ראשון לציון",yes,מאפית נאמן,iw,"Herzl St 52, Rishon LeZion","Herzl 52, Rishon LeZion",no
3888,כרמלי'ס בייגל בייקרי,"דרך יצחק רבין 33, גבעתיים, Israel",ChIJF71IAqdLHRURt9Qpa-SbOPw,כרמליס בייגל גבעתיים,"Derech Yitshak Rabin 33, Giv'atayim, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,כרמלי'ס בייגל,iw,"דרך יצחק רבין 33, גבעתיים","דרך יצחק רבין 33, גבעתיים",yes,כרמליס בייגל גבעתיים,en,"Derech Yitshak Rabin 33, Giv'atayim","Derech Yitshak Rabin 33, Giv'atayim",no
3889,גידרון,"הסיבים 39, פתח תקווה, Israel",ChIJt0Z4wgNKHRUR0VCIs-AyKZA,Gidron,"Ha-Sivim St 39, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 0.80) + אותה עיר,מאפיית גידרון,iw,"הסיבים 39, פתח תקווה","הסיבים 39, פתח תקווה",yes,Gidron,en,"Ha-Sivim St 39, Petah Tikva","HaSivim 39, Petah Tikva",no
3899,קייטרינג מרקש,"האלוף דוד מרכוס 34, פתח תקווה, Israel",ChIJv9Da3jo3HRUR02fg_mqJrb8,קייטרינג מרקש - פתח תקווה,"Baltimor St 7, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,קייטרינג מרקש - פתח תקווה,iw,"בלטימור 7, פתח תקווה","בלטימור 7, פתח תקווה",yes,קייטרינג מרקש - פתח תקווה,iw,"Baltimor St 7, Petah Tikva","Baltimore 7, Petah Tikva",no
3901,ארומה,"שפינדל יונה 1, גבעת שמואל, Israel",ChIJnb3mjBlKHRURGrtreRf-4Io,Aroma Orly Givat Shmuel,"תחנת דלק פז ""אורלי, Yona Shpindel 1, Giv'at Shmu'el, 5403718, Israel",right,רשת — LLM אישר (conf 0.95) + רחוב תואם,ארומה אורלי גבעת שמואל כשר,iw,"תחנת דלק פז ""אורלי, יונה שפינדל 1, גבעת שמואל, 5403718","תחנת דלק פז ""אורלי, יונה שפינדל 1, גבעת שמואל",yes,Aroma Orly Givat Shmuel,en,"תחנת דלק פז ""אורלי, Yona Shpindel 1, Giv'at Shmu'el, 5403718","תחנת דלק פז ""אורלי, Yona Shpindel 1, Giv'at Shmu'el",yes
3905,מרסלוס,"מצדה (כנרת) 5, פרדס כץ, בני ברק, Israel",ChIJc8JRiCJLHRURjHoTW6eZ7fc,מרסלוס בסר בני ברק,"Metsada St 5, Bnei Brak, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מרסלוס בסר בני ברק,iw,"מצדה 5, בני ברק","מצדה 5, בני ברק",yes,מרסלוס בסר בני ברק,iw,"Metsada St 5, Bnei Brak","Mesada 5, Bnei Brak",no
3911,בופה לאכול ולהתאהב,"המעיין 2, מודיעין והסביבה, Israel",ChIJ7zH0mmjMAhUR2LbEcs5dhVc,בופה לאכול ולהתאהב - מסעדת שף ביתית | אולם אירועים במודיעין,"HaMa'ayan St 2, Modi'in-Maccabim-Re'ut, Israel",right,שם זהה + אותו מספר בית (2) — רחוב בתעתיק שונה,בופה לאכול ולהתאהב - מסעדת שף ביתית | אולם אירועים במודיעין,iw,"המעיין 2, מודיעין מכבים רעות","המעיין 2, מודיעין מכבים רעות",yes,בופה לאכול ולהתאהב - מסעדת שף ביתית | אולם אירועים במודיעין,iw,"HaMa'ayan St 2, Modi'in-Maccabim-Re'ut","HaMa'ayan 2, Modi'in Makabim-Re'ut",no
3921,קפה יודלה,"מצדה (כנרת) 9, פרדס כץ, בני ברק, Israel",ChIJm561gilKHRUR1rW3MMPceN4,קפה יודלה,"Kinneret St 9, Bnei Brak, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,קפה יודלה,iw,"כנרת 9, בני ברק","כנרת 9, בני ברק",yes,קפה יודלה,iw,"Kinneret St 9, Bnei Brak","Kinneret 9, Bnei Brak",no
3935,ביס ביס,"מקס ואנה ווב, רמת גן, Israel",ChIJTbKdkwJKHRURSX5e_xOFg3I,מגשי אירוח ביס ביס,"Max ve-Anna Webb St, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מגשי אירוח ביס ביס,iw,"מקס ואנה ווב, רמת גן","מקס ואנה ווב, רמת גן",yes,מגשי אירוח ביס ביס,en,"Max ve-Anna Webb St, Ramat Gan","Max ve-Anna Webb, Ramat Gan",no
3938,הקצב הירוק,"בן יהודה 98, תל אביב, Israel",ChIJB9j3KPZNHRUREfDOH61N8TA,הקצב הירוק,"Ben Yehuda St 98, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (98) — רחוב בתעתיק שונה,הקצב הירוק,iw,"בן יהודה 98, תל אביב-יפו","בן יהודה 98, תל אביב-יפו",yes,הקצב הירוק,iw,"Ben Yehuda St 98, Tel Aviv-Yafo","Ben Yehuda 98, Tel Aviv-Jaffa",no
3939,מגנדה,"רבי מאיר 26, שוק הכרמל, תל אביב, Israel",ChIJS8RfCIRMHRURPuNmwUVWM3U,Maganda,"Rabbi Meir St 26, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (26) — רחוב בתעתיק שונה,מגנדה - מסעדה מזרחית,iw,"רבי מאיר 26, תל אביב-יפו","רבי מאיר 26, תל אביב-יפו",yes,Maganda,en,"Rabbi Meir St 26, Tel Aviv-Yafo","Rabbi Meir 26, Tel Aviv-Jaffa",no
3940,המושל,"דרך אבא הלל סילבר 2, מתחם הבורסה, רמת גן, Israel",ChIJyXCGqiNLHRURZFR2vn-hzKg,המושל גריל ישראלי,"Moshe Aviv Tower, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,המושל גריל ישראלי,en,"מגדל משה אביב, רמת גן","מגדל משה אביב, רמת גן",yes,המושל גריל ישראלי,en,"Moshe Aviv Tower, Ramat Gan","Moshe Aviv Tower, Ramat Gan",no
3943,בורגרים,"אריאל שרון 3, אור יהודה, Israel",ChIJESxnvvxLHRURMAJ-Lk_zQXk,Burgerim,"Ariel Sharon Blvd 3, Or Yehuda, Israel",right,רשת — אותו סניף (רחוב+בית),"בורגרים אור יהודה, כשר בשר חלק",iw,"שדרות אריאל שרון 3, אור יהודה","שדרות אריאל שרון 3, אור יהודה",yes,Burgerim,en,"Ariel Sharon Blvd 3, Or Yehuda","Sderot Ariel Sharon 3, Or Yehuda",no
3954,בסר לאנץ' בר,"בר כוכבא 14, פרדס כץ, בני ברק, Israel",ChIJszKj4CtKHRURwUxsXFgNPrc,בסר לאנץ' בר,"Bar Kochva St 14, Bnei Brak, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,בסר לאנץ' בר,iw,"בר כוכבא 14, בני ברק","בר כוכבא 14, בני ברק",yes,בסר לאנץ' בר,iw,"Bar Kochva St 14, Bnei Brak","Bar Kochva 14, Bnei Brak",no
3957,פלאפל בכיכר,"ירושלים 14, ראשון לציון, Israel",ChIJlW6xwze0AhURf5b2LFYAs54,פלאפל בכיכר,"Jerusalem St 14, Rishon LeZion, 7531378, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,פלאפל בכיכר,iw,"ירושלים 14, ראשון לציון, 7531378","ירושלים 14, ראשון לציון",yes,פלאפל בכיכר,iw,"Jerusalem St 14, Rishon LeZion, 7531378","Jerusalem 14, Rishon LeZion",no
3961,חומוס הנשיא,"הנשיא 57, קריית אונו, Israel",ChIJwTnncltLHRURh-qBim_iFPM,חומוס הנשיא 57,"HaNasi St 57, Kiryat Ono, 5557057, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,חומוס הנשיא 57,iw,"הנשיא 57, קרית אונו, 5557057","הנשיא 57, קרית אונו",yes,חומוס הנשיא 57,iw,"HaNasi St 57, Kiryat Ono, 5557057","HaNasi 57, Kiryat Ono",no
3963,קוזינה אקספרס,"בוגרשוב 36, תל אביב, Israel",ChIJaSmBUH5MHRURwbh07ndKw1I,קוזינה,"Bograshov St 36, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,"קוזינה, מטבח פרסי",iw,"בוגרשוב 36, תל אביב-יפו","בוגרשוב 36, תל אביב-יפו",yes,קוזינה,en,"Bograshov St 36, Tel Aviv-Yafo","Bograshov 36, Tel Aviv-Jaffa",no
3971,צ'ורסקו,"שד' יצחק רבין 15, מודיעין והסביבה, Israel",ChIJw558usTNAhURUdFVocrPEs0,צ'ורסקו אסדו ארגנטינאי,"Sderot Yitshak Rabin 15, Modi'in Makabim-Re'ut, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,צ'ורסקו אסדו ארגנטינאי,iw,"שדרות יצחק רבין 15, מודיעין מכבים רעות","שדרות יצחק רבין 15, מודיעין מכבים רעות",yes,צ'ורסקו אסדו ארגנטינאי,iw,"Sderot Yitshak Rabin 15, Modi'in Makabim-Re'ut","Sderot Yitshak Rabin 15, Modi'in Makabim-Re'ut",no
3975,FRED diner,"העבודה 11, ראש העין, Israel",ChIJJXimQS83HRURSM-CDu2xX10,Fred Diner,"Ha-Avoda St 11, Rosh Haayin, 4801761, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,Mr.Fred,iw,"העבודה 11, ראש העין, 4801761","העבודה 11, ראש העין",yes,Fred Diner,en,"Ha-Avoda St 11, Rosh Haayin, 4801761","HaAvoda 11, Rosh Haayin",no
3983,פלאפל שמעוני,"המלך שלמה 6, אזור תעשייה צפוני, לוד, Israel",ChIJ19nBY1zKAhUR489-QGMQPaE,Falafel Shimoni,"Sderot Shlomo HaMelech 6, Lod, Israel",right,שם זהה/תעתיק (sim 0.67) + רחוב+בית זהים,פלאפל שמעוני,iw,"שדרות שלמה המלך 6, לוד","שדרות שלמה המלך 6, לוד",yes,Falafel Shimoni,en,"Sderot Shlomo HaMelech 6, Lod","Sderot Shlomo HaMelech 6, Lod",no
3984,סושיקסי,"הנחשול 30, ראשון לציון, Israel",ChIJl5eKDHu0AhURlLzreN59xqE,סושיקסי,"Ha-Nakhshol St 30, Rishon LeZion, Israel",right,שם זהה + אותו מספר בית (30) — רחוב בתעתיק שונה,סושיקסי,iw,"הנחשול 30, ראשון לציון","הנחשול 30, ראשון לציון",yes,סושיקסי,iw,"Ha-Nakhshol St 30, Rishon LeZion","HaNahshol 30, Rishon LeZion",no
3988,מיסטר ג'ק,"שד' העצמאות 79, בת ים, Israel",ChIJkyWGUTizAhURO5zqlvC-KhU,Mr. jack burgers,"Ha'Atsmaut Blvd 77, Bat Yam, Israel",right,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,Mr. Jack מיסטר ג'ק מסעדת המבורגרים בבת ים,iw,"שדרות העצמאות 77, בת ים","שדרות העצמאות 77, בת ים",yes,Mr. jack burgers,en,"Ha'Atsmaut Blvd 77, Bat Yam","Sderot Ha'Atsmaut 77, Bat Yam",no
3991,קפה דורי,"משה שרת 83, תל אביב, Israel",ChIJ6XL35OxLHRURWORtJfNPODk,בית קפה דורי,"Moshe Sharet St 83, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,בית קפה דורי,iw,"משה שרת 83, תל אביב-יפו","משה שרת 83, תל אביב-יפו",yes,בית קפה דורי,iw,"Moshe Sharet St 83, Tel Aviv-Yafo","Moshe Sharet 83, Tel Aviv-Jaffa",no
4010,הדרים,"דרך השלום 51, גבעתיים, Israel",ChIJzXgrx6ZLHRURx6_q5QuUU7A,Hadarim,"HaShalom Rd 51, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,הדרים,iw,"דרך השלום 51, תל אביב-יפו","דרך השלום 51, תל אביב-יפו",yes,Hadarim,en,"HaShalom Rd 51, Tel Aviv-Yafo","Derech HaShalom 51, Tel Aviv-Jaffa",no
4015,פסטה צ'לו Pastacello,"שד' הר ציון 106, תל אביב, Israel",ChIJqSbLhqBMHRUR_Njt18_Xge4,פסטה צ'לו,"Sderot Har Tsiyon 106, Tel Aviv-Jaffa, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,פסטה צ'לו,iw,"שדרות הר ציון 106, תל אביב-יפו","שדרות הר ציון 106, תל אביב-יפו",yes,פסטה צ'לו,iw,"Sderot Har Tsiyon 106, Tel Aviv-Jaffa","Sderot Har Tsiyon 106, Tel Aviv-Jaffa",no
4027,פיצה האט,"פריימן יעקב 1, ראשון לציון, Israel",ChIJD-U1wlC0AhURN2Sly6wz9CU,Pizza Hut,"Freiman St 1, Rishon LeZion, Israel",right,רשת — אותו סניף (רחוב+בית),פיצה האט - ראשון לציון מזרח,iw,"יעקב פריימן 1, ראשון לציון","יעקב פריימן 1, ראשון לציון",yes,Pizza Hut,en,"Freiman St 1, Rishon LeZion","Freiman 1, Rishon LeZion",no
4038,נוגטין,"ראשון לציון 1, פתח תקווה, Israel",ChIJNYuKrxc2HRURMnkbLaDFWtI,nugatin,"Rishon LeTsiyon St 1, Petah Tikva, 4972339, Israel",right,שם זהה/תעתיק (sim 0.80) + אותה עיר,נוגטין,iw,"ראשון לציון 1, פתח תקווה, 4972339","ראשון לציון 1, פתח תקווה",yes,nugatin,en,"Rishon LeTsiyon St 1, Petah Tikva, 4972339","Rishon LeTsiyon 1, Petah Tikva",no
4040,הלב הרחב,"צלח שלום 30, פתח תקווה, Israel",ChIJpe3UuYY2HRURKVce95et89w,הלב הרחב,"Shalom Tsalah St 30, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,הלב הרחב,iw,"שלום צלח 30, פתח תקווה","שלום צלח 30, פתח תקווה",yes,הלב הרחב,iw,"Shalom Tsalah St 30, Petah Tikva","Shalom Tsalah 30, Petah Tikva",no
4041,חומוס יוסף כפר גנים,"פתח תקווה, Israel",ChIJOXd-m6k1HRURqFM2kwkls50,חומוס יוסף,"HaAtsmaut St 63, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,חומוס יוסף,en,"העצמאות 63, פתח תקווה","העצמאות 63, פתח תקווה",yes,חומוס יוסף,en,"HaAtsmaut St 63, Petah Tikva","HaAtsmaut 63, Petah Tikva",no
4050,פיצה עגבניה,"לב העיר 2, קניון מודיעין, Israel",ChIJrQVlcxLNAhURUa1_cO3Pbx4,פיצה עגבניה מודיעין,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, Israel",right,שם זהה + אותו מספר בית (2) — רחוב בתעתיק שונה,פיצה עגבניה מודיעין,iw,"לב העיר 2, מודיעין מכבים רעות","לב העיר 2, מודיעין מכבים רעות",yes,פיצה עגבניה מודיעין,iw,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut","Lev ha-Ir 2, Modi'in Makabim-Re'ut",no
4059,שומשום בר בריאות,"ז'בוטינסקי 72, הקניון הגדול, פתח תקווה, Israel",ChIJ2w7vbwQ3HRURgv8mxZz_1k8,שומשום בר בריאות,"GRAND CANYON, Derech Zeev Jabutinsky, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,שומשום בר בריאות,iw,"GRAND CANYON, רחוב זאב ז'בוטינסקי, פתח תקווה","GRAND CANYON, רחוב זאב ז'בוטינסקי, פתח תקווה",yes,שומשום בר בריאות,iw,"GRAND CANYON, Derech Zeev Jabutinsky, Petah Tikva","GRAND CANYON, Derech Zeev Jabutinsky, Petah Tikva",no
4069,זיסלק,"כהנמן 104, בני ברק, Israel",ChIJnWxqoZNLHRURkRWZRxYsHSE,זיסלק,"Rabi Akiva St 76, Bnei Brak, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,זיסלק,iw,"רבי עקיבא 76, בני ברק","רבי עקיבא 76, בני ברק",yes,זיסלק,en,"Rabi Akiva St 76, Bnei Brak","Rabbi Akiva 76, Bnei Brak",no
4072,פיצה מאיה,"ז'בוטינסקי 78, בני ברק, Israel",ChIJcTZ3AyZKHRURrPhpybN5gX0,Maya's Bakery,"76-78, Jabotinsky St, Bnei Brak, Israel",right,שם תואם (sim 0.50) + עיר + רחוב (בית 78≠76),המאפים של מאיה,iw,"76-78, Jabotinsky St, Bnei Brak","76-78, רחוב זאב ז'בוטינסקי, בני ברק",no,Maya's Bakery,en,"76-78, Jabotinsky St, Bnei Brak","76-78, Derech Zeev Jabutinsky, Bnei Brak",no
4078,חומוס בויה,"ראש פינה 9, רמת גן, Israel",ChIJWyvzr1pKHRURDWSOyBbizhM,חומוס בויה,"Rosh Pina St 9, Ramat Gan, 5227351, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,חומוס בויה,iw,"ראש פינה 9, רמת גן, 5227351","ראש פינה 9, רמת גן",yes,חומוס בויה,iw,"Rosh Pina St 9, Ramat Gan, 5227351","Rosh Pina 9, Ramat Gan",no
4079,My little kitchen,"אחוזת בית 3, תל אביב, Israel",ChIJ9e3e67RNHRUR71HtiY-D24Y,My Little Kitchen TLV,"Ahuzat Bayit St 3, Tel Aviv-Yafo, 6514302, Israel",right,שם זהה + אותו מספר בית (3) — רחוב בתעתיק שונה,My Little Kitchen TLV,en,"אחוזת בית 3, תל אביב-יפו, 6514302","אחוזת בית 3, תל אביב-יפו",yes,My Little Kitchen TLV,en,"Ahuzat Bayit St 3, Tel Aviv-Yafo, 6514302","Ahuzat Bayit 3, Tel Aviv-Jaffa",no
4084,בורגרים ראשון לציון מרכז ומזרח,"שמוטקין 10, ראשון לציון, Israel",ChIJFQY4rz-0AhURMjVAcm-jD6s,Burgerim,"Binyamin Shmotkin St 10, Rishon LeZion, Israel",right,רשת — אותו סניף (רחוב+בית),בורגרים ראשל״צ מרכז/מזרח,iw,"בנימין שמוטקין 10, ראשון לציון","בנימין שמוטקין 10, ראשון לציון",yes,Burgerim,en,"Binyamin Shmotkin St 10, Rishon LeZion","Binyamin Shmotkin 10, Rishon LeZion",no
4104,פיצה פיפל,"מסילת ישרים 92, תל אביב, Israel",ChIJmcex72BLHRURcIDgn5UN6NI,People pizza,"Mesilat Yesharim St 92, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,פיפל פיצה,iw,"מסילת ישרים 92, תל אביב-יפו","מסילת ישרים 92, תל אביב-יפו",yes,People pizza,en,"Mesilat Yesharim St 92, Tel Aviv-Yafo","Mesilat Yesharim 92, Tel Aviv-Jaffa",no
4116,מפגש גולן,"קרן היסוד 1, חולון, Israel",ChIJVVymGb60AhURGtk_XFBFtIo,מפגש גולן,"Keren ha-Yesod St 1, Holon, 5848930, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,מפגש גולן,iw,"קרן היסוד 1, חולון, 5848930","קרן היסוד 1, חולון",yes,מפגש גולן,iw,"Keren ha-Yesod St 1, Holon, 5848930","Keren HaYesod 1, Holon",no
4117,פיצה כמעט חינם,"הרב שלום שבזי 58, ראש העין, Israel",ChIJxxtJ7tM2HRURdWSl451rSpI,פיצה כמעט חינם,"Ha-Rav Shalom Shabazi St 58, Rosh Haayin, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה כמעט חינם,iw,"הרב שלום שבזי 58, ראש העין","הרב שלום שבזי 58, ראש העין",yes,פיצה כמעט חינם,iw,"Ha-Rav Shalom Shabazi St 58, Rosh Haayin","HaRav Shalom Shabazi 58, Rosh Haayin",no
4133,ג'אפן ג'אפן,"שד' עמק איילון 161, מרכז מסחרי שהם, שוהם, Israel",ChIJ-Y5POZw0HRUR7CiXZK_ngHg,ג'אפן ג'אפן - סושי בשוהם,"Sderot Emek Ayalon 161, Shoham, 6083646, Israel",right,שם זהה + אותו מספר בית (161) — רחוב בתעתיק שונה,ג'אפן ג'אפן - סושי בשוהם,iw,"שדרות עמק איילון 161, שוהם, 6083646","שדרות עמק איילון 161, שוהם",yes,ג'אפן ג'אפן - סושי בשוהם,iw,"Sderot Emek Ayalon 161, Shoham, 6083646","Sderot Emek Ayalon 161, Shoham",no
4137,האיש והשניצל,"דרך שלמה 174, תל אביב, Israel",ChIJA4-nxJpLHRURYeqnqpmdjsc,האיש והשניצל,"Shalma Rd 174, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,האיש והשניצל,iw,"דרך שלמה 174, תל אביב-יפו","דרך שלמה 174, תל אביב-יפו",yes,האיש והשניצל,iw,"Shalma Rd 174, Tel Aviv-Yafo","Derekh Shalma 174, Tel Aviv-Jaffa",no
4175,אגדתא,"יגאל אלון 96, תל אביב, Israel",ChIJYVknWgNLHRURPk7uk5wx4-o,Agadata,"Yigal Alon St 96, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (96) — רחוב בתעתיק שונה,אגדתא,iw,"יגאל אלון 96, תל אביב-יפו","יגאל אלון 96, תל אביב-יפו",yes,Agadata,en,"Yigal Alon St 96, Tel Aviv-Yafo","Yigal Alon 96, Tel Aviv-Jaffa",no
4177,ממבו mambo,"סוקולוב 60, חולון, Israel",ChIJ_bVb3Ke0AhURhanFXauc9ok,Mambo,"Sokolov St 60, Holon, Israel",right,שם זהה + אותו מספר בית (60) — רחוב בתעתיק שונה,Mambo,iw,"סוקולוב 60, חולון","סוקולוב 60, חולון",yes,Mambo,en,"Sokolov St 60, Holon","Sokolow 60, Holon",no
4191,עלינא בפיתה,"ראשון לציון, Israel",ChIJQTYfy6a1AhURF4Oft_zO5vs,עלינא ראשון לציון,"Rothschild St 104, Rishon LeZion, Israel",right,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,עלינא ראשון לציון,iw,"רוטשילד 104, ראשון לציון","רוטשילד 104, ראשון לציון",yes,עלינא ראשון לציון,iw,"Rothschild St 104, Rishon LeZion","Rothschild 104, Rishon LeZion",no
4194,פיצה הקוסם האיטלקי,"הרצל 48, בת ים, Israel",ChIJY39rDj2zAhURYNPD6ezHntE,פיצה הקוסם האיטלקי פיצריה בבת ים,"Derech Ben Gurion 79, Bat Yam, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה הקוסם האיטלקי פיצריה בבת ים,iw,"דרך בן גוריון 79, בת ים","דרך בן גוריון 79, בת ים",yes,פיצה הקוסם האיטלקי פיצריה בבת ים,iw,"Derech Ben Gurion 79, Bat Yam","Derech Ben Gurion 79, Bat Yam",no
4195,הפלנצ'ה,"היצירה 19, מתחם הבורסה, רמת גן, Israel",ChIJExbdNsdLHRUREe5K4lbubRM,הפלנצ'ה,"Ha-Yetsira St 19, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,הפלנצ'ה,iw,"היצירה 19, רמת גן","היצירה 19, רמת גן",yes,הפלנצ'ה,iw,"Ha-Yetsira St 19, Ramat Gan","HaYetsira 19, Ramat Gan",no
4197,שיפודי התקוה,"הפלד 7, חולון, Israel",ChIJGzJTtcG1AhURrobzP0_rnq4,שיפודי התקווה - מתחם מבנה חולון,"HaPeled St 7, Holon, Israel",right,רשת — אותו סניף (רחוב+בית),שיפודי התקווה - מתחם מבנה חולון,iw,"הפלד 7, חולון","הפלד 7, חולון",yes,שיפודי התקווה - מתחם מבנה חולון,iw,"HaPeled St 7, Holon","HaPeled 7, Holon",no
4200,ויקטור טוסט נקניק,"הרב בר שאול 3, בת ים, Israel",ChIJh0_n_DuzAhUR58bMJtSFRI8,ויקטור טוסט נקניק,"ויקטור טוסט נקניק, דרך בן גוריון 97, בת ים, 5955601, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,ויקטור טוסט נקניק,iw,"ויקטור טוסט נקניק, דרך בן גוריון 97, בת ים, 5955601","ויקטור טוסט נקניק, דרך בן גוריון 97, בת ים",yes,ויקטור טוסט נקניק,iw,"ויקטור טוסט נקניק, דרך בן גוריון 97, בת ים, 5955601","ויקטור טוסט נקניק, Derech Ben Gurion 97, Bat Yam",yes
4213,קלוד פיש&צ'יפס,"בלפור 140, בת ים, Israel",ChIJf96n5w-zAhUR2uV7_t5FT0s,פיש אנד ציפס קלוד דגים,"Balfour St 140, Bat Yam, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיש אנד ציפס קלוד דגים,iw,"בלפור 140, בת ים","בלפור 140, בת ים",yes,פיש אנד ציפס קלוד דגים,iw,"Balfour St 140, Bat Yam","Balfour 140, Bat Yam",no
4216,קפה אג'נדה,"הרא""ה 79, רמת גן, Israel",ChIJ4ba1QDFKHRURezlkILqeMnk,ימממיה (לשעבר: קפה אג'נדה קפה באג'נדה),"הרא""ה 79, HaBanim 18, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,ימממיה (לשעבר: קפה אג'נדה קפה באג'נדה),iw,"הרא""ה 79, הבנים 18, רמת גן","הרא""ה 79, הבנים 18, רמת גן",yes,ימממיה (לשעבר: קפה אג'נדה קפה באג'נדה),iw,"הרא""ה 79, HaBanim 18, Ramat Gan","הרא""ה 79, HaBanim 18, Ramat Gan",yes
