"id","final","source","old_name","old_address","old_lat","old_lng","google_place_id","google_name","google_address","google_lat","google_lng","name_sim","distance_m","business_status","food_signal","google_primary_type","google_types","google_phone","google_rating","rating_count","opening_hours","has_photo","photo_name","photo_attribution","llm_verdict","llm_conf","llm_reason","google_maps_uri","resolved_final","collision","buckets","severity"
"3688","verified","llm","חומוס כספי","יהודה המכבי 61, תל אביב, Israel","32.093977","34.791269","ChIJl-CpculLHRUR-Efhyyf84yY","Hummus 616","Yehuda HaMakkabbi St 61, Tel Aviv-Yafo, Israel","32.0939869","34.791357","0.375","8","OPERATIONAL","food","restaurant","restaurant;middle_eastern_restaurant;food;point_of_interest;establishment","03-508-2396","4.3","71","Monday: 10:30 AM – 5:00 PM | Tuesday: 10:30 AM – 5:00 PM | Wednesday: 10:30 AM – 5:00 PM | Thursday: 10:30 AM – 5:00 PM | Friday: 10:30 AM – 3:00 PM | Saturday: 10:30 AM – 3:00 PM | Sunday: 10:30 AM – 5:00 PM","yes","places/ChIJl-CpculLHRUR-Efhyyf84yY/photos/AaVGc3lV9OGeks4hWlO00cX-UA5Ushr_D07XBJ2bvBUhMk1LaAObRFtxlPsYYg8NSS2H3fPOS4hpm8K_k3MD3tdUUNTLnIh-xTtsBP_xTiLH1UjHUSU1AzkH4HXl9_wBW86Kq-DFPfH8DTAJs2KxjNE4k5a5wVE3jGh62ltedvxUO8-QNlLDUqSy7NSk3mzziNDxwsRJea3vo1TG0CjGJ2boLVZYn2eqqg4GVLlAxe_ToBVse8Lfj0H884Jzk0GvRf8ACpJb3KFCENdfZyYC7tJdq5zsWcLV_sG-kap7xRcQ5IGCw5RLWAcDMv5ooEkDSaqCD2fn4koCMyzrmjUpTS1NplBQDHvm-XD8wWvcs-wa5h2Z7Ht5PvnQPdfDTa4gUwRJDfSIXgR5edbXvgsj9SAK-5uOoZ5nGY3BGhX7QcKzDzX_EA","Hummus 616","yes","0.95","Hebrew name 'חומוס כספי' (Hummus Kaspiy) matches Google's 'Hummus 616' - both referring to hummus restaurant. Street address 'יהודה המכבי 61' exactly matches 'Yehuda HaMakkabbi St 61' in Tel Aviv. Minor 8m distance is within acceptable error margin for coordinate discrepancies.","https://maps.google.com/?cid=2802360641009043448&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"4563","verified","llm","NIRO לחם בר","כצנלסון 148, גבעתיים, Israel","32.0753453","34.8172425","ChIJE3aqpLRLHRURP0SOYco2Azw","נירו קפה","Katzenelson St 148, Giv'atayim, Israel","32.0754149","34.8172188","0.400","8","OPERATIONAL","food","cafe","cafe;food;point_of_interest;establishment","03-629-4555","4.6","279","Monday: 6:30 AM – 7:30 PM | Tuesday: 6:30 AM – 7:30 PM | Wednesday: 6:30 AM – 7:30 PM | Thursday: 6:30 AM – 8:00 PM | Friday: 6:30 AM – 5:00 PM | Saturday: Closed | Sunday: 6:30 AM – 7:30 PM","yes","places/ChIJE3aqpLRLHRURP0SOYco2Azw/photos/AaVGc3lt5YQ2ef_ChVYjPCjOmooAOBtOAX0yCU-Q-SheUzI4swUTx0UwnKQ1KuOYFykdtp-L5h-1LtqLbm7eyf7tgIL4f9azjfYVUUlblUkFhRJYmfJr4LWWT2v9BoBgtLF4xOFh9hEexgJd2SFBtdaVcIy99jLjgVjs8ZcUNqleQwGlixMOFVBOlmkIxf8XKGHzhbkG4IxtlY-bO2A5nfsP6LhdMggylQ1qq-DKFHtUhgf5XVAyjRCbBfRmqhiTpmxWq4eaxx6uvm0oz0KWefjrqOp-OkxFMmvWc0qw6ADVsZ5nUNm8KZ_RpJFWSiREss90dIlbCc65z-vxTT22efib_vPvWmqDoMn0xppHHv_Q-4X87w3hIyed7qToBu7z7H7L1ZSn1H-YqHyce06KJ6Cl6EbsKzgbgIbgClUzif1x5as1q6vkdacnm1HiwKAR4j3E","נירו קפה","yes","0.92","Same street and house number (Katzenelson 148, Giv'atayim). 'NIRO לחם בר' (NIRO bread bar) and 'נירו קפה' (NIRO cafe) are clearly the same business with slightly different branding/naming. Minor 8m distance consistent with address coordinate variance. Unique name 'NIRO' confirms match.","https://maps.google.com/?cid=4324360310053815359&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM confidence מתחת 0.95","3"
"2028","verified","llm","הקונדיטוריה של גל","שד' הנשיא 131, מרכז הכרמל, חיפה, Israel","32.8031557","34.9870945","ChIJLePNq6m7HRURL6X8B6IecSE","Gal's Bakery","HaNassi Blvd 131, Haifa, 3463415, Israel","32.803104399999995","34.9870605","0.091","7","OPERATIONAL","food","pastry_shop","pastry_shop;catering_service;cafe;breakfast_restaurant;shipping_service;food_delivery;bakery;restaurant;dessert_shop;confectionery;food_store;store;food;point_of_interest;service;establishment","04-838-2928","4.3","2111","Monday: 5:00 AM – 8:00 PM | Tuesday: 5:00 AM – 8:00 PM | Wednesday: 5:00 AM – 8:00 PM | Thursday: 5:00 AM – 8:00 PM | Friday: 5:00 AM – 3:00 PM | Saturday: Closed | Sunday: 5:00 AM – 8:00 PM","yes","places/ChIJLePNq6m7HRURL6X8B6IecSE/photos/AaVGc3kg9IU4Q7X5B9s4maLuemHWtsihSWta8gRZ5hZk8lQyrp8rGq0W3-l_pPlDZB3glhtmWgnrYWUZzGzCSkLIb4ZOFWKZnu_5PH65qfkh9drJiCe6lRMYNgf6S7I7WFPJEaIV0L155h3BWBGsPXgECFbRNqDDNlRxWHWc2MBcWtVjb3r1iqZhKPiL7IY9Twa9oIvvQyPRGRiQqM6BlOvSYn9Bq_sikvFWyGQbxrEMLBd5KXdI_avcCDdY9wS_Ln6SkvUXfxexMETmo2uYggZBgLE_uwJErrh0gkfq4avfkxoFZp3OR4GYFZcsrglsW2aAmOfbk4nEkiKxvug1EFfi-31xr0wak1J1rtA8im5rQjX35hv4nAKdpDdS7XAX_jCqs_oIKq7UgLeXeakkAliq4pRdSIPJ1QoZt3e2CmuS-iA","Jean-Yves TRAN","yes","0.98","Perfect match: 'הקונדיטוריה של גל' (Gal's Bakery) translates to 'Gal's Bakery'. Identical street (שד' הנשיא / HaNassi Blvd) and house number (131) in Haifa. 7-meter distance is negligible and consistent with coordinate variance. Unique name confirms same business.","https://maps.google.com/?cid=2409740956887459119&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"3218","verified","llm","מיץ מרק","כצנלסון 49, גבעתיים, Israel","32.0753916","34.8062296","ChIJ14hNjrpLHRUR9iBrr3GrVCs","Juice Soup","Katzenelson St 49, Giv'atayim, Israel","32.0753248","34.8062379","0.167","7","OPERATIONAL","food","soup_restaurant","soup_restaurant;juice_shop;food_store;store;restaurant;food;point_of_interest;establishment","1-700-703-704","4.5","1231","Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: Closed | Sunday: 8:00 AM – 10:00 PM","yes","places/ChIJ14hNjrpLHRUR9iBrr3GrVCs/photos/AaVGc3nAglUbx_3clyTa8v6v1zXBYmWh8DOFELiQwdCQjhcrvi18aCiaKZ1iwSWOyaFOtyYqt-wxjnivIMZNw5oYFQeWtRN8Y05DfVYSwrtQj8Sl8xizOYXQm-WfZi4QHIwQFpYsLQo2i43x1OcyqIyW2Qk0FOQtRtz0Wf8RhUdxiZuWuhErLenSeVRntjWFSH-peEarsNd3yb3-DJUKC2aJKlPlRJglQ6dQEfus_KQpy2vKiLuoD197mAvoW6wqzrJ016p--mOqUEpTRg5oB7hqoEqJCCvUJNNodkISZISoJQLP1vLZaFCRnAV4Wfn82S39VZCsNje7k9esnZNUd3DxgJoyg5XxsdBWEdKgCihssTfkrzgqWQBiaK-Dem3MFg7-ASLi9UXKeiIpsPj_TtYlx5LghukodG4hsvXorOanTSn67w","מיץ מרק","yes","0.98","Name matches (מיץ מרק = Juice Soup translation), identical street address (Katzenelson 49), same city (Giv'atayim), minimal distance (7m), and unique name confirms this is the same business.","https://maps.google.com/?cid=3122308946437284086&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"4671","verified","llm","פיצה פצץ","אודם 23, מודיעין והסביבה, Israel","31.9041828","34.9951914","ChIJxzDNV7XNAhUR1kPr6GOa34I","Pizza Pazzaz","Odem St 23, Modi'in-Maccabim-Re'ut, Israel","31.904226299999998","34.9952469","0.200","7","OPERATIONAL","food","pizza_restaurant","pizza_restaurant;restaurant;food;point_of_interest;establishment","08-970-9900","4.3","248","Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:59 PM | Friday: 10:00 AM – 2:00 PM | Saturday: 7:00 – 11:59 PM | Sunday: 11:00 AM – 12:00 AM","yes","places/ChIJxzDNV7XNAhUR1kPr6GOa34I/photos/AaVGc3l2rKyHjVI6ZdXNVz-lY9SRxaEZSwyp4hubecXDejjaPRd3DU-B4oa8U4sb4n9b3ukUd33MH3HXw0iBt5EQubhQjNBfLDx4UUkFU40_4Ozi4oJm3pa-rewLrPY8jQCuuA61i4k0Fu4YSicsP2rUqzntYou8kVnKdoCwE6N2dNwpWVxYqzUySxJrKGyFl7EjN5oLftf-Micje_m9Eo0b6pCxDixpi4zl0gh42B8J7R4WKz_jMHqD1fV4mBNkfsOTX96OjFImrWW91NTvlzORT7uWPRpeof80GLDhUPTM9ynri9r3LP5EHmy7JBbIuC2bjAUbgujGx6QJeXixJ2KFiIEwptSfuS-xI3uzJvO1OAGZzB4PSXwKDjdui39_7cVRh205lekv_jwHm_0JMiIT-0E439pnQJdk5NI5H0xNACQ9SwsJTEdDM079zU-1SVjS","פיצה פצץ","yes","0.95","Name matches via transliteration (פיצה פצץ = Pizza Pazzaz), exact street and house number match (Odem/אודם 23), same city (Modi'in/מודיעין), minimal distance (7m). Clear match.","https://maps.google.com/?cid=9430425898637280214&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"4810","verified","llm","פיצה בומבה ירושלים","אגריפס 97, ירושלים, Israel","31.7838161","35.2128752","ChIJpZs8TijWAhURbGCfzX6x6Y8","Pizza Bomba","Agripas St 97, Jerusalem, Israel","31.78387","35.2128364","0.273","7","OPERATIONAL","food","pizza_restaurant","pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;italian_restaurant;restaurant;food;point_of_interest;establishment","02-992-2773","4.2","187","","yes","places/ChIJpZs8TijWAhURbGCfzX6x6Y8/photos/AaVGc3kRaiFqkwv3ZfCIHYEpaE68F7hag9FN_HYBQCygob24rK_9pHnr5Rjv7-76_dmOoKTnAO0ewjXJLT4Yuc3rxI3gGnlKSjrlaWzI69jKj_w-GgHjus5ftMH9Ga21H7qv1XCE-QVF39jstZn7o3F9e-wxwi-v8310ebhJh2R3eWnXtdViYtJhF75yY_jmDWWOF64B6wHTeTU5t05z72cjThqr6QWLml-OPl9QAfTiZ4x2gD-5i2ZT5c1r-p1DVnIZGWCZStar1D99YK7UzLKcvQL9WxauwdQwjsHTovkF4sT8lqK3uuBakv5oTGs54HMEUN5NkPhPCTQThql3yYvxshnZAl2at4cmk3TnVZK69QQIeRGyqsOI-R6XuCfOLYd28VEH4yiDR-EwzWtpKZNkZK3gMb7D-2F25UHqs82Rem2SOk-6","Nachum Applbaum","yes","0.99","Name matches (Hebrew-English translation: פיצה בומבה = Pizza Bomba). Street and house number match exactly (Agripas 97, Jerusalem). Distance of 7 meters is negligible and consistent with GPS variance.","https://maps.google.com/?cid=10370014775171047532&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"4240","verified","llm","לה-קוקט","נחלת בנימין 13, תל אביב, Israel","32.068112","34.770194","ChIJxyJdvoNMHRURLk8Qu0wBzRA","Le Coquette - Restaurant","Nahalat Binyamin St 13, Tel Aviv-Yafo, Israel","32.0681474","34.770129","0.333","7","OPERATIONAL","food","coffee_shop","coffee_shop;pastry_shop;dessert_shop;cafe;confectionery;bakery;food_store;store;food;point_of_interest;establishment","03-516-3336","4.3","305","Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: Closed | Sunday: 7:00 AM – 6:00 PM","yes","places/ChIJxyJdvoNMHRURLk8Qu0wBzRA/photos/AaVGc3kVSFWGTLNjd53OV3jtEnzQQ3UyD_tQXclsB7z5GSBsDwsw7FJnO4DEQMZD02Eh9Y8k4ZVg3h4mRXxBgGflevPVWpXGJAXEfgRRMMham9Icj-xDuQRRbSTSnsa_I29ODkWNlJDIfpwRz-VapmZpjj2VCNmDqrfYwOV2HVCKmsGCMfp6PkrnsebalL0kU8hGwQDuaqzW7guQttoxc5FHhW6xPNNJCbxSiQcaekHK9tA5UIZpAZ3fWThVIuMdxmSmxOnmVvS13YexUCI4heOaLfXSI6NWR7gcgShqOErtopJzoF5baW9yA52mA0_2T0eL10FryXIu9L19QYuQ3sUCl8INR3m8EKn4u25Wzlw58HOfqxS5AxUO_REoMosb0jEtlDD6DMKTnerOh_OF8wh-uPiuTrNliHX9J7NHzMsWAhYmXuan","לה קוקט - בית קפה קונדיטוריה","yes","0.99","Perfect match: 'לה-קוקט' (La-Coquette) transliterates to 'Le Coquette'. Identical street address (Nahalat Binyamin 13, Tel Aviv), minimal distance (7m likely GPS variance). Unique restaurant name confirms this is the same physical business.","https://maps.google.com/?cid=1210625303900081966&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"5522","verified","llm","פיצה קיד באר יעקב","אפרים קישון 9, באר יעקב, Israel","31.9418297","34.8434388","ChIJncyemOi1AhURhrGwzYKnd1U","Pizza Kid","מרכז אלמוג, Ephraim Kishon 9, Be'er Ya'akov, Israel","31.9418674","34.8433791","0.333","7","OPERATIONAL","food","pizza_restaurant","pizza_restaurant;restaurant;food;point_of_interest;establishment","08-920-0699","4","57","Monday: 10:30 AM – 11:00 PM | Tuesday: 10:30 AM – 11:00 PM | Wednesday: 10:30 AM – 11:00 PM | Thursday: 10:30 AM – 11:00 PM | Friday: Closed | Saturday: 6:00 – 11:00 PM | Sunday: 10:30 AM – 11:00 PM","yes","places/ChIJncyemOi1AhURhrGwzYKnd1U/photos/AaVGc3kB_RtSe9NftwIpeTfh-n2qiuOSStr1ofLYFVjxU5A5AduBIpuab8_dBlW1AuFO_GKJn5xijBvoeQNMfZ_hEFRi3nZCiv5Hp4weVlPb6Ny5Dd7D-asno3ix98OI0rLtyxsniBPu6N-pKhfgvWBmMt7KCMKmJXUo7RwkUitLeV3YCFjpx6t2J9fdyiQwzJZq-2HwtvCduGMR4eRyM91EOvWs-h9t8g8bqcukkE9UMn_ZZVUQ2aOPTKfJPnwbcXiq_8BBPv3TwakWK6hiFb6nErZsbcCuZn12y3TNuFzKUX6hO86y5RE6ZdYUgMdeCwsjSHbC7pgnQ11Dm-punPQO304saP4twkN5iFsX3_djD9xR82iwFF23NkG74CobeLHV3QibsUC2mXMzjssY45NEgrlrfo0VmO6bDsqBPocSP8OJc3rn","Yhonatan Akerman","yes","0.95","Identical street address (Ephraim Kishon 9, Be'er Ya'akov), matching business name (Pizza Kid = פיצה קיד in Hebrew), minimal distance (7m), same city. Name is unique and clearly translates/transliterates correctly.","https://maps.google.com/?cid=6158575195690938758&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"3319","verified","llm","קופי דון","שפיגל זוסיה 1, קניון כיכר העיר פתח תקווה, Israel","32.0879534","34.8874332","ChIJsUsZgHI2HRURG6szqWtvQQA","Coffee don","Spiegel Zosia St 1, Petah Tikva, Israel","32.08796960000001","34.8873666","0.333","7","OPERATIONAL","food","cafe","cafe;food;point_of_interest;establishment","050-285-0960","4.5","1053","Monday: 7:00 AM – 10:30 PM | Tuesday: 7:00 AM – 10:30 PM | Wednesday: 7:00 AM – 10:30 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: 7:00 AM – 10:30 PM","yes","places/ChIJsUsZgHI2HRURG6szqWtvQQA/photos/AaVGc3m0O3zvPyfDGZ4IdEXz13JqYAKml3Tqd8c_SkDWFRyKgrwQns_pX8RzvG24BhZUt_kkrjB-fT9KIBXF0vurFKFfRpb_P6KiUF-RdzqUaVxc2EU3cv1jwdFLuFulMUuzz6I1IERmIpe2NtatccMLP0xQtCP3nRp7sWwHn7-ce-o2yBuMyiCok9aUncEGMmkIxVnjoi25tRImwe6Rw8sI9LHZx23vt-wqiNeTH812JKTRCfBf4df7PVuCBl4MYkoZ4zEYDJrA8h-1snrpYPoaWoQnRl07PtS-aKhSnDJBDRu4dpGATrElkybSUCzPWgP-wV3tvUe-wE4S-j_7DZEw1poXM0UcNZjWIrUdsBGXskclIyGdlMajE_JaR3wftOZNEIyuWAjWK_n59Be7T8sjfPux7JMKXORWGYTKXKjL36mKnmc","itay Bg","yes","0.98","Name matches (קופי דון = Coffee don), street and house number identical (Spiegel Zosia St 1), city matches (Petah Tikva), minimal distance (7m), unique business name confirms match.","https://maps.google.com/?cid=18418381677112091&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"2186","verified","llm","פיצה טומי חיפה","התיכון 86, חיפה, Israel","32.7863575","35.0191104","ChIJfdNqMrm7HRUR_x3w6GA5iGg","Tommy Pizza","Ha-Tikhon St 86, Haifa, Israel","32.7863234","35.019176","0.333","7","OPERATIONAL","food","pizza_delivery","pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment","04-822-8080","4.4","260","Monday: 4:00 PM – 1:00 AM | Tuesday: 4:00 PM – 1:00 AM | Wednesday: 4:00 PM – 1:00 AM | Thursday: 4:00 PM – 1:00 AM | Friday: Closed | Saturday: 9:00 PM – 1:00 AM | Sunday: 4:00 PM – 1:00 AM","yes","places/ChIJfdNqMrm7HRUR_x3w6GA5iGg/photos/AaVGc3m1SyTqS-pZ2hxhYSxXhX7sy1QiF9ypV9vyFV6_P0wDbS9byY5t_fj0-lH9ZKM6zBUnHfeGergDIXAeUULEqkxWABctlGnmJ-u5y8P_96kejIzIdr8_CNgUWDTMuXffdihJ4x20ZWMbmQKdBW7bbsI_vi6R15NlYegqDD4ksZ353tVUNjXm90ZF-R7dcEAGtuAtveKddlyU4Mm2cg2XlyQEas3HRjqAmpXdZ4Fq7JZIQi-yOv3ioXND1Qu23T4yc9EO6hy4KSK7pXg5tnR_6wSXolm_y6CSx9N377frLVEFwkDhGzC-Mce0YwCUocfFGkwcj6LyDhk_LVOGRNuJVCLVpLC2qpvOyKI6xzfY-YeioGsy034FuTa8zFiGQaW1FhnRqQJ09nSsynCxFH2mGkn5-NsfLIjunG25WgHy4T0YZg","Tommy pizza haifa","yes","0.98","Name matches (פיצה טומי = Tommy Pizza, Hebrew-English translation), street and house number identical (התיכון 86 = Ha-Tikhon St 86), city matches (חיפה = Haifa), distance minimal (7m). All elements align.","https://maps.google.com/?cid=7532333465164848639&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"4417","verified","llm","פלאפל חתוכה","ז'בוטינסקי 16, קניון לב ראשון, ראשון לציון, Israel","31.9617455","34.8006672","ChIJ_WgWxD60AhURLswzSzHYTZk","Hatuca Falafel","Jabotinsky St 16, Rishon LeZion, Israel","31.9617555","34.800605399999995","0.071","6","OPERATIONAL","food","falafel_restaurant","falafel_restaurant;restaurant;food;point_of_interest;establishment","03-967-0631","3.6","53","Monday: 10:00 AM – 7:30 PM | Tuesday: 10:00 AM – 7:30 PM | Wednesday: 10:00 AM – 7:30 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 2:00 PM | Saturday: Closed | Sunday: 10:00 AM – 7:30 PM","yes","places/ChIJ_WgWxD60AhURLswzSzHYTZk/photos/AaVGc3m_E0mKOZOWJ9umN50tjQ6OskdQfT83CX7PnrEdEa9cnwMIcPy1Nhc58X6Z92xVyTrizpt4KJ8NnCAD4lHTiBLJYhqfP86E_wLMEUqFwUq2kykO9FPsexRYzBscFKhIlBWNLf3bJO5oPa8uRKVc_habEIcfRxXfwD6VAwgAScNEkwTWQh7OnaTbjlgWT5us-dhrj15tjQcVBU__Y_22AD3zIJV9WBUtC7GzJMyZxiOrfV-rgCvKMJGy0IsjQUXnvGNre1jvICa9g1AAqC8z23WDvnhpmWRrUGpFKqenWYyTtc0tfq5Cky6TtSpmLlCNT78KmpxoZn2SLVObc2-hQbKIRgcVX-n8Ktzu5u3-fSTHURBsKkHl8D0cjh6d4OUmeXtkL3dX9Zebq4IAXBEX7z3_E1zfm-iYfz0XvUji7OfhuA","Andrey Cooper","yes","0.95","Name matches (פלאפל חתוכה = Hatuca Falafel - translation/transliteration). Street (Jabotinsky/ז'בוטינסקי) and house number (16) match exactly. City matches (Rishon LeZion/ראשון לציון). Distance of 6 meters is negligible and likely due to coordinate precision variation. Strong match on all identifiable elements.","https://maps.google.com/?cid=11046723167236377646&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"3051","verified","llm","איציק הגדול","דוד רזיאל 3, יפו, תל אביב, Israel","32.0566621","34.759357","ChIJBdOavb1MHRURXrhwAFa0ng8","Big Itzik","David Razi'el St 3, Tel Aviv-Yafo, Israel","32.0566309","34.7593076","0.125","6","OPERATIONAL","food","israeli_restaurant","israeli_restaurant;restaurant;food;point_of_interest;establishment","03-683-0033","4.1","2969","Monday: 11:30 AM – 11:30 PM | Tuesday: 11:30 AM – 11:30 PM | Wednesday: 11:30 AM – 11:30 PM | Thursday: 11:30 AM – 11:30 PM | Friday: Closed | Saturday: 9:30 PM – 12:00 AM | Sunday: 11:30 AM – 11:30 PM","yes","places/ChIJBdOavb1MHRURXrhwAFa0ng8/photos/AaVGc3k7GJBcxpoI_cErz8F3GWyL4Ml8qMp3_x37YoHoLYmNyvu6r53dL9hgt82qK8uMDHy9chGb7joQmkdfVIaDOt3y1KgwS5OoHa1hCG6JxeTrjgj9n0IsB-vbgN1jRq3IhranCzQ4m8NfhJetudmHaBZsGG2JnGrokbRQJ1zIzBfhJAZfJ_SsWMq0wArPE11jQXhvYRz82kfa8Xpay4aVTYm4MPdT4MmMNuIXfC1tU6yfNGJDVl87doekQQf0OUGGxb2DB_9vdLZ3ZsfCz4nBrdQUIA0FqVthpHd-zbiW22a5Ln3m31V9nGJXJr5ZOccm3075Z7O_sWtKX9Ker0exCbq52x8Uwnu1msli-NrgnJzPNJWQCeRB917lGxVvL8Fsx6044Hjs3UCQDu3BC3fsmcoKu_rwrw60CZXUs69UOrqdVeAdGOCmAyYPTWv1ywwT","Big Itzik","yes","0.95","Name matches (איציק הגדול = Big Itzik translation), exact street address match (David Raziel 3), same city (Tel Aviv-Yafo/Jaffa), minimal distance. Unique restaurant name with clear correspondence.","https://maps.google.com/?cid=1125535238356777054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
"3744","verified","llm","מאפיית הצבי","השומר 78, בני ברק, Israel","32.0806946","34.8410528","ChIJIdR7OjRKHRURy9FMJTVmMSk","HaZvi Bakery","HaRav Kahanman St 78, Bnei Brak, Israel","32.0807271","34.8411067","0.143","6","OPERATIONAL","food","bakery","bakery;food_store;store;food;point_of_interest;establishment","03-674-0674","4.2","1634","Monday: 6:30 AM – 11:00 PM | Tuesday: 6:30 AM – 11:00 PM | Wednesday: 6:30 AM – 11:00 PM | Thursday: 6:30 AM – 11:00 PM | Friday: 6:30 AM – 4:30 PM | Saturday: 8:30 PM – 12:00 AM | Sunday: 6:30 AM – 11:00 PM","yes","places/ChIJIdR7OjRKHRURy9FMJTVmMSk/photos/AaVGc3nD4Bq6_ECUvIn9I0uTu0CLoZ6z1BqfQy2jcGME6MkSRLT_HmfX23Et3lLA58P9hQxYZ6DbZOxStZpmwaJB5jV13xlnEFy70N5oZYHu8ehvOfbY2_geeCofoDuWhXSYktr8n-IZoHNKVdDW_oXO_51qLCo6R9shGR1nUfHBgPeSHoiuxQ_oIiLA0dUFHoj3rfD04hzFLuzYMQz_fCA8u7aAb6TwccTRvPLvQM6L7d0JMABSJ6OGWxSptMyBzDIlkJrAqBKQFPpeWzxKTQKWnhotxYFW4xRKD1r6x50EuEOTIf6O3XGYxLEYSGEf_i8Ni083ZdOApLFusPLFXvS8s4VNNdubsTqb6nkQeINNQ-rcHyUHBSV-VsQ_4mDDQkwWttClnkLtVCXFIO6iGzSh2XXzGxXdqjM2caImF2eDYTdoBbVk","שלומי לניאדו","yes","0.95","Name matches perfectly (מאפיית הצבי = HaZvi Bakery, both mean 'The Deer/Gazelle Bakery'). Same house number 78, same city Bnei Brak. Street names differ (השומר vs HaRav Kahanman) but are likely the same street with different transliterations/naming conventions. Distance of 6 meters is negligible and typical for address coordinate variance. Unique business name confirms match.","https://maps.google.com/?cid=2968266007858958795&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM עם name_sim נמוך","3"
