id,risk_reasons,source,old_name,old_address,google_name,google_address,google_primary_type,google_types,name_sim,distance_m,google_rating,rating_count,has_photo,llm_verdict,llm_conf,llm_reason,google_maps_uri,search_uri
5610,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,שווארמה אקספרס,"ביל""ו 2, קניון רחובות, Israel",שווארמה אקספרס,"Bilu St, Rehovot, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,19994,3.9,10,yes,yes,0.92,"Identical business name (שווארמה אקספרס/Shawarma Express), same street (ביל""ו/Bilu St), same city (Rehovot). Large distance likely due to coordinate inaccuracy in our database or Google's imprecise location marking. The address reference to 'קניון רחובות' (Rehovot Mall) and street address alignment strongly indicate the same physical location.",https://maps.google.com/?cid=16160919977737175444&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%20%D7%90%D7%A7%D7%A1%D7%A4%D7%A8%D7%A1%20%D7%91%D7%99%D7%9C%22%D7%95%202%2C%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA%2C%20Israel
7019,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,ביסטרו ביף שטראוס,"מתחם תחנת דלק סונול, שדה אילן",ביפ שטראוס קצבייה,"תחנת הדלק, שדה אילן, Israel",restaurant,restaurant;food_store;store;food;point_of_interest;establishment,0.385,19709,4.6,116,yes,yes,0.92,"Same business (Bistro Beef Strauss / Beef Strauss butchery) at Sonol gas station in Sde Ilan. Names are variants (ביסטרו ביף vs ביפ), both reference the same location (מתחם תחנת דלק סונול = Sonol gas station complex). Large distance_meters likely due to coordinate error, not actual separation. Unique name confirms match.",https://maps.google.com/?cid=1505209810614418281&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%99%D7%A1%D7%98%D7%A8%D7%95%20%D7%91%D7%99%D7%A3%20%D7%A9%D7%98%D7%A8%D7%90%D7%95%D7%A1%20%D7%9E%D7%AA%D7%97%D7%9D%20%D7%AA%D7%97%D7%A0%D7%AA%20%D7%93%D7%9C%D7%A7%20%D7%A1%D7%95%D7%A0%D7%95%D7%9C%2C%20%D7%A9%D7%93%D7%94%20%D7%90%D7%99%D7%9C%D7%9F
5591,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פיצה רומא,"שד' פנחס בן דוד 1, רחובות, Israel",פיצה רומא אזורים סנטר,"Sderot Pinhas Ben David Kapra 1, Rehovot, Israel",pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;italian_restaurant;meal_takeaway;restaurant;food;point_of_interest;establishment,1.000,18659,4.1,132,yes,yes,0.92,"Same unique business name (Pizza Roma), same street (Sderot Pinhas Ben David), same city (Rehovot), same house number (1). Large distance_meters is likely a calculation error given perfect address alignment. The Google name adds 'Azorim Center' (shopping center) which is a location descriptor, not a different business.",https://maps.google.com/?cid=1956692764614615600&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%A8%D7%95%D7%9E%D7%90%20%D7%A9%D7%93'%20%D7%A4%D7%A0%D7%97%D7%A1%20%D7%91%D7%9F%20%D7%93%D7%95%D7%93%201%2C%20%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA%2C%20Israel
2638,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הרופטופ של עכותיקה,"רח' 10 31, עכו, Israel",מסעדת רופטופ עכותיקה,"עיר עתיקה 10, בית 31, Akko, 2471613, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.933,16464,4.4,69,yes,yes,0.92,"Names match (Hebrew 'הרופטופ של עכותיקה' = 'Rooftop of Akko' vs 'מסעדת רופטופ עכותיקה' = 'Rooftop Akko Restaurant'); same street (Rte 10/Old City), same house number (31), same city (Akko). Large distance metric is unreliable for small-scale address variations in old city areas.",https://maps.google.com/?cid=6522056299627927302&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%A8%D7%95%D7%A4%D7%98%D7%95%D7%A4%20%D7%A9%D7%9C%20%D7%A2%D7%9B%D7%95%D7%AA%D7%99%D7%A7%D7%94%20%D7%A8%D7%97'%2010%2031%2C%20%D7%A2%D7%9B%D7%95%2C%20Israel
5430,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,רוני ודני-בתי מאפה,"הר הצופים 74, קניון רחובות ההולנדית, Israel",דני בתי מאפה סניף רחובות,"Har HaTsofim St 74, Rehovot, Israel",bakery,bakery;food_store;food;store;point_of_interest;establishment,0.333,12343,4.2,320,yes,yes,0.92,"Both list 'Har HaTsofim 74, Rehovot' with matching business names (Roni & Danny / Dani Bakery). Distance shown (12343m) is likely a calculation error given identical street address. Name variants ('רוני ודני' vs 'דני') and 'branch' designation in Google listing are consistent with same business.",https://maps.google.com/?cid=16343297047082586077&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A8%D7%95%D7%A0%D7%99%20%D7%95%D7%93%D7%A0%D7%99-%D7%91%D7%AA%D7%99%20%D7%9E%D7%90%D7%A4%D7%94%20%D7%94%D7%A8%20%D7%94%D7%A6%D7%95%D7%A4%D7%99%D7%9D%2074%2C%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA%20%D7%94%D7%94%D7%95%D7%9C%D7%A0%D7%93%D7%99%D7%AA%2C%20Israel
3068,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,בלה,"איינשטיין 10, צפון תל אביב, Israel",bella osteria בלה אוסטריה,"Einstein St 10, Tel Aviv-Yafo, Israel",italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,1.000,10965,4.2,56,yes,yes,0.92,"Name match (בלה='bella'), street and house number match exactly (Einstein St 10), city matches (Tel Aviv). Large distance_meters value appears to be a data error; actual coordinates align with address. Unique restaurant name confirms same business.",https://maps.google.com/?cid=2882132426759495279&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%9C%D7%94%20%D7%90%D7%99%D7%99%D7%A0%D7%A9%D7%98%D7%99%D7%99%D7%9F%2010%2C%20%D7%A6%D7%A4%D7%95%D7%9F%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%2C%20Israel
3113,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,לחם בשר נמל תל אביב,"האנגר 14, נמל תל-אביב, Israel",Lechem Basar,"Yorde Hasira 1, Hanger 14, Tel Aviv-Yafo, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.357,8934,3.6,4017,yes,yes,0.92,"Names match (לחם בשר = Lechem Basar, both reference meat/bread). Address matches: both at 'Hanger 14' in Tel Aviv port area. Large distance (8934m) is anomalous but likely GPS error since street addresses clearly align. Unique name and consistent address details strongly indicate same business.",https://maps.google.com/?cid=1153877823232110196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9C%D7%97%D7%9D%20%D7%91%D7%A9%D7%A8%20%D7%A0%D7%9E%D7%9C%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%20%D7%94%D7%90%D7%A0%D7%92%D7%A8%2014%2C%20%D7%A0%D7%9E%D7%9C%20%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91%2C%20Israel
3981,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הפינה הירוקה,"שד' רוקח ישראל 80, צפון תל אביב, Israel",Hapina,"Rokach Blvd 80, Tel Aviv-Yafo, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.333,5956,4.1,550,yes,yes,0.92,"Name matches (הפינה הירוקה='Hapina'/The Corner), exact street match (Rokach Blvd 80), same city (Tel Aviv). Large distance suggests coordinate error in one database, but street+house number alignment is clear. Unique named restaurant.",https://maps.google.com/?cid=84258485008655091&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%A4%D7%99%D7%A0%D7%94%20%D7%94%D7%99%D7%A8%D7%95%D7%A7%D7%94%20%D7%A9%D7%93'%20%D7%A8%D7%95%D7%A7%D7%97%20%D7%99%D7%A9%D7%A8%D7%90%D7%9C%2080%2C%20%D7%A6%D7%A4%D7%95%D7%9F%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%2C%20Israel
6620,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Zalmans - רמות,"קניון רמות, ירושלים",Zalman's זלמנ'ס-רמות,"Golda Me'ir Boulevard 255, Jerusalem",fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,1.000,5795,3.5,49,yes,yes,0.92,Unique brand name 'Zalmans/Zalman's' matches exactly (Hebrew/English). Both in Jerusalem at Ramot shopping center area. Large distance (5.8km) is explained by our coordinate error (shopping mall address vs specific boulevard address). Same business with location discrepancy in our database.,https://maps.google.com/?cid=295985087857194137&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Zalmans%20-%20%D7%A8%D7%9E%D7%95%D7%AA%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%A8%D7%9E%D7%95%D7%AA%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D
4057,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,שלום פלאפל,"שד' המלאכות, מודיעין והסביבה, Israel",שלום פלאפל,"Ha-Mekhonai St 9-15, Modi'in-Maccabim-Re'ut, Israel",falafel_restaurant,falafel_restaurant;restaurant;food;point_of_interest;establishment,1.000,4931,4.6,298,yes,yes,0.92,"Identical unique name 'שלום פלאפל' (Shalom Falafel), same street 'Ha-Mekhonai/המלאכות' (transliteration match), same city Modi'in. Distance of 4.9km is large but acceptable given that our address lacks house number and only specifies street+city. The unique name and street match strongly indicate same business.",https://maps.google.com/?cid=2042528776853329032&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%9C%D7%95%D7%9D%20%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%A9%D7%93'%20%D7%94%D7%9E%D7%9C%D7%90%D7%9B%D7%95%D7%AA%2C%20%D7%9E%D7%95%D7%93%D7%99%D7%A2%D7%99%D7%9F%20%D7%95%D7%94%D7%A1%D7%91%D7%99%D7%91%D7%94%2C%20Israel
6469,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,גרג קיטשן עיר ימים,"בני ברמן 2, נתניה",Greg Cafe,"Beni Berman St 2, Netanya, Israel",cafe,cafe;breakfast_restaurant;restaurant;food;point_of_interest;establishment,0.273,4878,3.5,1036,yes,yes,0.92,Street name 'בני ברמן'='Beni Berman' and house number 2 match exactly. 'גרג קיטשן'='Greg Kitchen' translates to 'Greg Cafe' (both Greg-branded food businesses). Distance metric (4878m) appears to be a data error given perfect address match. Chain name with exact street+number match = same location.,https://maps.google.com/?cid=1210832407285632987&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%A8%D7%92%20%D7%A7%D7%99%D7%98%D7%A9%D7%9F%20%D7%A2%D7%99%D7%A8%20%D7%99%D7%9E%D7%99%D7%9D%20%D7%91%D7%A0%D7%99%20%D7%91%D7%A8%D7%9E%D7%9F%202%2C%20%D7%A0%D7%AA%D7%A0%D7%99%D7%94
6721,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,גפטו בר,"השדרה המרכזית 15, מודיעין",Geppetto Bar,"ליגד סנטר 1, HaShdera HaMerkazit 15, Modi'in Makabim-Re'ut, Israel",bar,bar;pub;point_of_interest;establishment,0.600,4813,4.1,766,yes,yes,0.92,Name matches (גפטו בר = Geppetto Bar - Hebrew transliteration). Street address 'השדרה המרכזית 15' (HaShdera HaMerkazit 15) matches perfectly in both listings. Both in Modi'in. Large distance (4.8km) is anomalous but likely due to GPS error in our database; the street addresses are identical which is highly reliable.,https://maps.google.com/?cid=4633537582628636309&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%A4%D7%98%D7%95%20%D7%91%D7%A8%20%D7%94%D7%A9%D7%93%D7%A8%D7%94%20%D7%94%D7%9E%D7%A8%D7%9B%D7%96%D7%99%D7%AA%2015%2C%20%D7%9E%D7%95%D7%93%D7%99%D7%A2%D7%99%D7%9F
5933,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,סאגה בר,"פרופסור דן שכטמן 10, חדרה, Israel",Saga bar - מול החוף וילג',"שכטמן 10, Hadera, 38000, Israel",bar,bar;cocktail_bar;restaurant;food;point_of_interest;establishment,0.250,4238,4.3,420,yes,yes,0.92,"Same business name (Saga bar), same street (Shachtman/שכטמן) and house number (10) in Hadera. Distance of 4238m is likely due to coordinate error in one database, not uncommon for our Hebrew data. Google's additional descriptor 'מול החוף וילג' (near the beach village) is consistent with location details. Address elements align clearly.",https://maps.google.com/?cid=5386692807060175064&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%90%D7%92%D7%94%20%D7%91%D7%A8%20%D7%A4%D7%A8%D7%95%D7%A4%D7%A1%D7%95%D7%A8%20%D7%93%D7%9F%20%D7%A9%D7%9B%D7%98%D7%9E%D7%9F%2010%2C%20%D7%97%D7%93%D7%A8%D7%94%2C%20Israel
3115,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מפגש ובשר,"השדרה המרכזית 15, מודיעין והסביבה, Israel",מיט אנד מיט Meet&Meat,"השדירה המרכזית 15 ליגד סנטר 1, Modi'in Makabim-Re'ut, 7173002, Israel",restaurant,restaurant;steak_house;bar_and_grill;american_restaurant;bar;food;point_of_interest;establishment,0.100,4006,4.4,1273,yes,yes,0.92,"Same street (השדרה המרכזית) and house number (15) in Modi'in. 'מפגש ובשר' (Meeting & Meat) and 'מיט אנד מיט' (Meet&Meat) are translations/transliterations of the same name. Distance discrepancy (4006m) likely due to coordinate errors in our database, not address mismatch. Both are food businesses with matching street addresses.",https://maps.google.com/?cid=6619936487164180255&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A4%D7%92%D7%A9%20%D7%95%D7%91%D7%A9%D7%A8%20%D7%94%D7%A9%D7%93%D7%A8%D7%94%20%D7%94%D7%9E%D7%A8%D7%9B%D7%96%D7%99%D7%AA%2015%2C%20%D7%9E%D7%95%D7%93%D7%99%D7%A2%D7%99%D7%9F%20%D7%95%D7%94%D7%A1%D7%91%D7%99%D7%91%D7%94%2C%20Israel
7192,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,יאשקה טאגור,"טאגור 32, תל אביב",Yashka,"Tagore St, Tel Aviv-Yafo, Israel",restaurant,restaurant;shawarma_restaurant;middle_eastern_restaurant;point_of_interest;food;establishment,0.375,3755,4.2,396,yes,yes,0.92,"Name 'יאשקה' (Yashka) matches Google's 'Yashka'. Street 'טאגור' (Tagore) matches 'Tagore St'. Both in Tel Aviv. Large distance (3755m) likely due to coordinate error in our database, but street+city+unique name align clearly.",https://maps.google.com/?cid=8312196401745173740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%99%D7%90%D7%A9%D7%A7%D7%94%20%D7%98%D7%90%D7%92%D7%95%D7%A8%20%D7%98%D7%90%D7%92%D7%95%D7%A8%2032%2C%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91
5841,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,קפה אידה,"בר אילן 7, אש סנטר, רעננה, Israel",קפה אידה,"Bar Ilan St, Ra'anana, Israel",coffee_shop,coffee_shop;cafe;food_store;store;food;point_of_interest;establishment,1.000,3437,4.7,61,yes,yes,0.92,"Unique name match (קפה אידה = Cafe Ida), same street (Bar Ilan), same city (Ra'anana). Large distance (3437m) is concerning but likely due to coordinate errors in our database or Google's geocoding, not indicative of different businesses. Ash Center is a known location on Bar Ilan in Ra'anana.",https://maps.google.com/?cid=17647762920527702890&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%94%20%D7%90%D7%99%D7%93%D7%94%20%D7%91%D7%A8%20%D7%90%D7%99%D7%9C%D7%9F%207%2C%20%D7%90%D7%A9%20%D7%A1%D7%A0%D7%98%D7%A8%2C%20%D7%A8%D7%A2%D7%A0%D7%A0%D7%94%2C%20Israel
6943,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Geppeto טאבון איטלקי,"דפנה 1, צור הדסה",Jeppeto Pizza Bar,"Dafna St 1, Tzur Hadassah, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.300,3410,4.5,735,yes,yes,0.92,"Name matches (Geppeto/Jeppeto - transliteration variant); street and house number match exactly (Dafna St 1); city matches (Tzur Hadassah); large distance_meters likely due to coordinate error in our database rather than different locations, as street/house number alignment is precise",https://maps.google.com/?cid=6736695935556229444&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Geppeto%20%D7%98%D7%90%D7%91%D7%95%D7%9F%20%D7%90%D7%99%D7%98%D7%9C%D7%A7%D7%99%20%D7%93%D7%A4%D7%A0%D7%94%201%2C%20%D7%A6%D7%95%D7%A8%20%D7%94%D7%93%D7%A1%D7%94
7001,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,BBB BTW עין חצבה,"עין חצבה, עין חצבה",BBB By The Way Burgers סניף חצבה,"פונדק, עין חצבה, Israel",hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,0.643,3135,4.3,46,yes,yes,0.92,Unique brand name 'BBB BTW' (By The Way Burgers) matches clearly between Hebrew and English versions. Both located in Ein Hazeva. Large distance (3.1km) is anomalous but could reflect GPS error or address data issues; the distinctive brand name + same city strongly indicates same business location.,https://maps.google.com/?cid=9366531493365006697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=BBB%20BTW%20%D7%A2%D7%99%D7%9F%20%D7%97%D7%A6%D7%91%D7%94%20%D7%A2%D7%99%D7%9F%20%D7%97%D7%A6%D7%91%D7%94%2C%20%D7%A2%D7%99%D7%9F%20%D7%97%D7%A6%D7%91%D7%94
1472,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,אולמי פרדייז,"שלזינגר 1, נמל אשדוד, Israel",אולם בוטיק פרדייז,"1, 77608, Schlesinger, Ashdod, Israel",event_venue,event_venue;catering_service;food_delivery;restaurant;point_of_interest;food;service;establishment,0.647,2580,4.4,49,yes,yes,0.92,"Unique name match ('אולמי פרדייז'='אולם בוטיק פרדייז' - Paradise hall variants), same street (Schlesinger/שלזינגר), same house number (1), same city (Ashdod). Large distance (2580m) likely due to GPS error in port area coordinates; both reference port address context. Name variation ('אולמי' vs 'אולם בוטיק') is minor descriptor difference for same business.",https://maps.google.com/?cid=5218445706914084054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%95%D7%9C%D7%9E%D7%99%20%D7%A4%D7%A8%D7%93%D7%99%D7%99%D7%96%20%D7%A9%D7%9C%D7%96%D7%99%D7%A0%D7%92%D7%A8%201%2C%20%D7%A0%D7%9E%D7%9C%20%D7%90%D7%A9%D7%93%D7%95%D7%93%2C%20Israel
7041,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מרקוס,"דרך הים, קניון עתלית",הריביירה האיטלקית – מרקוס עתלית,"HaYam Road 2, Atlit, 30300, Israel",italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,1.000,2504,3.8,166,yes,yes,0.92,Name matches exactly (Marcus/מרקוס). Address on same street (HaYam/דרך הים) in same shopping mall (Atlit/עתלית). Large distance likely due to mall location coordinates variation. Unique name with strong match confirms same business.,https://maps.google.com/?cid=13138033365045759644&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A8%D7%A7%D7%95%D7%A1%20%D7%93%D7%A8%D7%9A%20%D7%94%D7%99%D7%9D%2C%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%A2%D7%AA%D7%9C%D7%99%D7%AA
6610,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,דבוש אזור,"דרך השבעה 20, חולון",Shawarma Daboosh,"מתחם תחנת דלק מבוא שומרון, Derech HaShiv'a 20, Holon, Israel",shawarma_restaurant,shawarma_restaurant;middle_eastern_restaurant;restaurant;food;point_of_interest;establishment,0.063,2452,3.8,1341,yes,yes,0.92,"Name matches (דבוש=Daboosh, transliteration); both at Derech HaShiv'a 20, Holon. Large distance (2.4km) is anomalous but likely GPS error on Google's part (their address includes gas station complex detail). Hebrew and English listings for same business.",https://maps.google.com/?cid=10968697863417425926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%93%D7%91%D7%95%D7%A9%20%D7%90%D7%96%D7%95%D7%A8%20%D7%93%D7%A8%D7%9A%20%D7%94%D7%A9%D7%91%D7%A2%D7%94%2020%2C%20%D7%97%D7%95%D7%9C%D7%95%D7%9F
6565,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,אורוקוס מירון,"מושב מרון 1, מושב מירון",מסעדת אורוקס מירון,"Meron, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.923,2439,4.4,1926,yes,yes,0.92,Unique restaurant name 'Oroucos/Oroks Meron' matches clearly (Hebrew 'אורוקוס' = 'Oroks' in Google). Both located in Moshav Meron. Distance of 2.4km is large but acceptable given imprecise Hebrew database coordinates and both listings referencing the same small settlement. Name uniqueness and location consensus strongly indicate same business.,https://maps.google.com/?cid=71659739101688897&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%95%D7%A8%D7%95%D7%A7%D7%95%D7%A1%20%D7%9E%D7%99%D7%A8%D7%95%D7%9F%20%D7%9E%D7%95%D7%A9%D7%91%20%D7%9E%D7%A8%D7%95%D7%9F%201%2C%20%D7%9E%D7%95%D7%A9%D7%91%20%D7%9E%D7%99%D7%A8%D7%95%D7%9F
6510,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,טגלוס,"מתחם גן העיר, כרמיאל",Tagalos,"Ha-Kharoshet St 15, Karmiel, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.800,2373,4.4,2072,yes,yes,0.92,"Unique name 'Tagalos' matches Hebrew 'טגלוס' (transliteration). Both in Karmiel. A's 'מתחם גן העיר' (Gan HaIr complex) and B's Ha-Kharoshet St address are different locations within Karmiel, but 2.4km distance could reflect restaurant relocation or address data error. Strong name match + same city + food business category support match despite distance.",https://maps.google.com/?cid=6411414112727388319&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%98%D7%92%D7%9C%D7%95%D7%A1%20%D7%9E%D7%AA%D7%97%D7%9D%20%D7%92%D7%9F%20%D7%94%D7%A2%D7%99%D7%A8%2C%20%D7%9B%D7%A8%D7%9E%D7%99%D7%90%D7%9C
6798,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Liby patisserie,"8 אגרא, יקנעם המושבה",קונדיטוריה ליבי,"אגרא יוקנעם, המושבה, 2060000, Israel",cafe,cafe;food;point_of_interest;establishment,0.100,2220,4.4,536,yes,yes,0.92,Same business: 'Liby patisserie' (English) matches 'קונדיטוריה ליבי' (Hebrew - 'Liby Patisserie'). Both on Agra street in Yoqneam. Distance of 2.2km likely due to coordinate/address format errors in Hebrew database (common issue). Name is unique and clearly matches across language versions.,https://maps.google.com/?cid=7099735450945278849&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Liby%20patisserie%208%20%D7%90%D7%92%D7%A8%D7%90%2C%20%D7%99%D7%A7%D7%A0%D7%A2%D7%9D%20%D7%94%D7%9E%D7%95%D7%A9%D7%91%D7%94
4617,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,נוסטלגיה מאכלים בוכריים,"דרך המכבים 56, ראשון לציון, Israel",נוסטלגי,"Derech HaMaccabim 56, Rishon LeZion, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.375,2154,4.2,37,yes,yes,0.92,"Exact street and house number match (Derech HaMaccabim 56, Rishon LeZion). Name match: 'נוסטלגיה' (Nostalgia/Nostalgic) vs 'נוסטלגי' - clear transliteration/abbreviation of the same business name. The distance_meters value (2154) appears to be a data error given perfect address alignment. Unique name strongly suggests same physical business.",https://maps.google.com/?cid=10951204921494119612&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A0%D7%95%D7%A1%D7%98%D7%9C%D7%92%D7%99%D7%94%20%D7%9E%D7%90%D7%9B%D7%9C%D7%99%D7%9D%20%D7%91%D7%95%D7%9B%D7%A8%D7%99%D7%99%D7%9D%20%D7%93%D7%A8%D7%9A%20%D7%94%D7%9E%D7%9B%D7%91%D7%99%D7%9D%2056%2C%20%D7%A8%D7%90%D7%A9%D7%95%D7%9F%20%D7%9C%D7%A6%D7%99%D7%95%D7%9F%2C%20Israel
