id,old_name,google_name,name_sim,old_address,google_address,distance_m,business_status,google_phone,google_rating,google_rating_count,has_photo,google_maps_uri,confidence,status,reason
2830,יאמי שווארמה,Shawarma brothers,0.300,"דרך יפו 196, בת גלים, חיפה, Israel","Jaffa Road 136, Haifa, Israel",220,OPERATIONAL,077-553-8727,4.4,4611,yes,https://maps.google.com/?cid=996738477220084437&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=220m name=0.30 needs-review
1595,פלאפל רץ,פלאפל רץ,1.000,"העבודה 14, אשקלון, Israel","Ha-Avoda St 14, Ashkelon, Israel",523,OPERATIONAL,,,,yes,https://maps.google.com/?cid=13269381246890851012&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=523m name=1.00 needs-review
4286,אמ'ס קיטשן,Weizmann St 1,0.143,"ויצמן 1, תל אביב, Israel","Weizmann St 1, Tel Aviv-Yafo, Israel",223,,,,,no,https://maps.google.com/?cid=5230536318186484840&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=223m name=0.14 needs-review
1672,באדה בום,באדה בום -Bada Boom,1.000,"אשדוד, Israel","Ha-Gdud ha-Ivri St 5, Ashdod, 7770089, Israel",1573,OPERATIONAL,08-615-7777,4.3,683,yes,https://maps.google.com/?cid=8564465724449311763&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1573m name=1.00 no-match
6617,בייגל קפה עזריאלי מודיעין,Bagel Cafe,0.143,"לב העיר 2, מודיעין","Ar'ar St 8, Modi'in-Maccabim-Re'ut, Israel",326,OPERATIONAL,1-700-500-751,3.9,21,yes,https://maps.google.com/?cid=3668820787521290604&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=326m name=0.14 no-match
2263,מאפיית המפגש,HaMifgash Bakery,0.556,"שד' ההסתדרות 82, חיפה, Israel","HaHistadrut Ave 82, Haifa, Israel",4853,OPERATIONAL,04-841-2611,4.5,908,yes,https://maps.google.com/?cid=7870413254246034362&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=4853m name=0.56 no-match
7187,פלאג אין רמת ישי,Plugin,0.444,"האקליפטוס 3, רמת ישי","Ekaliptus St 3, Ramat Yishai, Israel",1155,OPERATIONAL,050-550-5052,4.3,1113,yes,https://maps.google.com/?cid=12150581871293754067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1155m name=0.44 no-match
4342,זותא פיצה,פיצה &פסטה פופולו חולון (כשר בד״ץ בית יוסף) -POPOLO HOLON,0.071,"צבי תדמור 12, חולון, Israel","Tzvi Tadmor 12, Holon, Israel",156,OPERATIONAL,03-932-2323,4.3,29,yes,https://maps.google.com/?cid=1863936861225173020&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=156m name=0.07 needs-review
2472,דוס לוקוס,דוס לוקוס -Dos Locos - גריל מקסיקני,1.000,"יהודה הלוי 1, ביג פאשן דנילוף טבריה, Israel","Big Fashion Danilof, Yehuda Halevi St 1, Tiberias, 1424625, Israel",86,CLOSED_PERMANENTLY,04-812-5777,4.8,167,yes,https://maps.google.com/?cid=17728683102924441925&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=86m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
3725,פוקי סטיישן,פוקי סטיישן,1.000,"תובל 16, מתחם הבורסה, רמת גן, Israel","Tuval St 16, Ramat Gan, Israel",391,OPERATIONAL,03-613-1326,2.9,36,yes,https://maps.google.com/?cid=18355824926488738134&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=391m name=1.00 needs-review
6013,פיצה הירושלמית,שיר הפיצה,0.222,"הלל יפה 1, חדרה, Israel","HaGiborim St 47, Hadera, Israel",648,OPERATIONAL,04-677-8774,4.5,95,yes,https://maps.google.com/?cid=4136355867211954835&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=648m name=0.22 no-match
5629,ערמונים,מסעדת ערמונים,1.000,"שדה יואב, Israel","Sde Yoav, 7935100, Israel",801,OPERATIONAL,08-979-7997,3.9,720,yes,https://maps.google.com/?cid=509245518404696037&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=801m name=1.00 needs-review
1724,כפות תמרים,"כפות תמרים, קייטרינג ואירועים - Capot Tmarim",1.000,"אילות, Israel","Eilot, 8880500, Israel",94,OPERATIONAL,054-587-5049,4.4,701,yes,https://maps.google.com/?cid=15902702703717401139&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=94m name=1.00 near+name
3060,סיזל,סיזל SIZZLE פתח תקווה,1.000,"שחם 30, פתח תקווה, Israel","Shacham St 30, Petah Tikva, 4951726, Israel",249,OPERATIONAL,03-744-0111,4.7,46,yes,https://maps.google.com/?cid=3593937797174387723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=249m name=1.00 near+name
2526,cofix,10fix nahariya,0.214,"שד' הגעתון 20, נהריה, Israel","Herzl St 65, Nahariyya, 2240015, Israel",228,OPERATIONAL,054-244-2124,4.8,23,yes,https://maps.google.com/?cid=7231442448531968138&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=228m name=0.21 needs-review
6812,פיצה רג'ינה,פיצה רג'ינה regina pizza,1.000,"הרצל 3, גדרה","Herzl St 3, Gedera, 7040002, Israel",844,OPERATIONAL,077-938-6472,4.4,150,yes,https://maps.google.com/?cid=7417630998132908167&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=844m name=1.00 needs-review
5232,באגט הקסטל,באגט הקסטל,1.000,"החוצבים 5, מבשרת ציון, Israel","Rahvat HaAtsma'ut 1, Mevaseret Zion, 90805, Israel",449,OPERATIONAL,02-622-2434,3.9,250,yes,https://maps.google.com/?cid=1210744713875792625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=449m name=1.00 needs-review
6277,דורין אוכל ואהבה,Buy the Way,0.125,"עזרא 35, כפר סבא, Israel","Sderot Menachem Begin, Kfar Saba, Israel",4130,OPERATIONAL,054-239-2500,4.1,723,yes,https://maps.google.com/?cid=10159279659706311052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=4130m name=0.13 no-match
5132,"א.ר. מאפה קפה בע""מ",מאפה קפה היובל,0.250,"אורוגואי 6, ירושלים, Israel","Uruguay St 6, Jerusalem, Israel",24,OPERATIONAL,02-642-7944,4.5,436,yes,https://maps.google.com/?cid=14590874014371452268&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=24m name=0.25 proximity-name-mismatch
6647,מאו סושי,MaO Sushi,0.667,"קרן היסוד 8, באר יעקב","Keren HaYesod St 8, Be'er Ya'akov, 7030708, Israel",1251,OPERATIONAL,054-527-6053,4,341,yes,https://maps.google.com/?cid=11275006054658348415&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1251m name=0.67 no-match
3188,שומשום בר בריאות,בר שומשום,1.000,"דרך אבא הלל סילבר 2, מתחם הבורסה, רמת גן, Israel","Abba Hillel Silver Rd 6, Ramat Gan, Israel",2624,OPERATIONAL,,3.2,20,yes,https://maps.google.com/?cid=13912114975745506658&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2624m name=1.00 no-match
1895,"""מאפית בית הלחם""",בית הלחם והמאפה,0.500,"קריית גת, Israel","Derekh ha-Darom 13, Kiryat Gat, Israel",436,OPERATIONAL,08-688-9669,4.4,459,yes,https://maps.google.com/?cid=11975122229290070057&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=436m name=0.50 no-match
1792,פיצה כמעט חינם,פיצה כמעט חינם,1.000,"שד' הנשיא 20, דימונה, Israel","Sderot HaNassi 20, Dimona, Israel",883,OPERATIONAL,08-657-2637,3.9,114,yes,https://maps.google.com/?cid=273418547932103761&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=883m name=1.00 needs-review
4422,ביג ברגרס,Big Burgers,1.000,"ז'בוטינסקי 7, פרדס כץ, בני ברק, Israel","Jabotinsky St 7, Bnei Brak, Israel",32,CLOSED_PERMANENTLY,,4.5,26,yes,https://maps.google.com/?cid=11041978308149014668&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=32m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
6819,BIGA טבעון,Biga,1.000,"האלונים 85, טבעון","Alonim St 85, Kiryat Tiv'on, Israel",2715,OPERATIONAL,04-953-6306,4.1,949,yes,https://maps.google.com/?cid=18200586410859188839&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2715m name=1.00 no-match
4543,קראמבל,קראמבל,1.000,"אצ""ל 26, ראשון לציון, Israel","Etsel St 26, Rishon LeZion, Israel",133,OPERATIONAL,03-633-3883,4.3,66,yes,https://maps.google.com/?cid=3080744002054503554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=133m name=1.00 near+name
5750,בירקין,בירקין בר Birkin Bar,1.000,"ויצמן 273, רעננה, Israel","Weizman St 273, Ra'anana, 4323316, Israel",2377,CLOSED_PERMANENTLY,09-832-8899,4.4,10,yes,https://maps.google.com/?cid=4148796789353719305&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=2377m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
4194,פיצה הקוסם האיטלקי,פיצה הקוסם האיטלקי פיצריה בבת ים,1.000,"הרצל 48, בת ים, Israel","Derech Ben Gurion 79, Bat Yam, Israel",548,OPERATIONAL,03-648-5555,4.9,944,yes,https://maps.google.com/?cid=15104730020595356512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=548m name=1.00 needs-review
5830,פומדרו פיצריה,Pizza Pomedro,0.667,"הנשיא וייצמן 66, חדרה, Israel","HaNassi St 66, Hadera, Israel",431,OPERATIONAL,04-632-6432,4.2,431,yes,https://maps.google.com/?cid=3123615887699773495&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=431m name=0.67 needs-review
5839,פיצה שמש נתניה,פיצה שמש נתניה-מרכז העיר,1.000,"הרצל 51, נתניה, Israel","Herzl St 51, Netanya, Israel",24,OPERATIONAL,09-833-3212,4,437,yes,https://maps.google.com/?cid=1570810886024333902&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=24m name=1.00 close-proximity
5743,מסעדת ארץ,Lehem Erez,0.000,"אחוזה 128, אש סנטר, רעננה, Israel","Ahuza St 104, Ra'anana, Israel",6429,OPERATIONAL,09-741-2626,4.5,163,yes,https://maps.google.com/?cid=5458545442329725691&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=6429m name=0.00 no-match
6919,ג'פניקה הרצליה,ג׳פניקה הרצליה כשר | JAPANIKA HERZELIYA KOSHER,1.000,"הסדנאות 10, הרצליה","Ha-Sadna'ot St 10, Herzliya, Israel",3551,OPERATIONAL,03-723-6100,3.9,2638,yes,https://maps.google.com/?cid=6793279064931453289&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=3551m name=1.00 no-match
1538,קפה קפה,קפה הנשיא,0.333,"הנשיא 82, אשקלון, Israel","Ha-Nasi St 4, Ashkelon, Israel",640,CLOSED_PERMANENTLY,,,,yes,https://maps.google.com/?cid=13623548567642698267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=640m name=0.33 business=CLOSED_PERMANENTLY (non-operational)
6967,פוקצ'ריה,פוקצ'ריה,1.000,"ז'בוטינסקי 72, פתח תקווה","הקניון הגדול 72, Jabotinsky St, Petah Tikva, Israel",2309,OPERATIONAL,03-644-8797,4.7,688,yes,https://maps.google.com/?cid=10676759579972368901&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2309m name=1.00 no-match
1714,קפה גן סיפור,Story Garden Cafe,0.083,"שד' משה דיין 4, אשדוד, Israel","Mafkura St 1, Ashdod, Israel",41,OPERATIONAL,072-336-0999,4.4,1911,yes,https://maps.google.com/?cid=11434235493187782047&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=41m name=0.08 proximity-name-mismatch
4927,מדיצ'י בכיכר,מדיצ'י,1.000,"שד' המאירי 8, ירושלים, Israel","8, Sderot HaMe'iri 4, Jerusalem, Israel",12,OPERATIONAL,02-652-0282,4.7,472,yes,https://maps.google.com/?cid=16843619562374856251&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=12m name=1.00 close-proximity
4481,שאול בשרים,Saul meats,0.222,"העבודה 2, אור יהודה, Israel","Ha-Avoda St 2, Or Yehuda, Israel",193,CLOSED_PERMANENTLY,03-612-2261,3.9,507,yes,https://maps.google.com/?cid=14932885702206645552&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=193m name=0.22 business=CLOSED_PERMANENTLY (non-operational)
601,אלונזו,אלונזו | Alonzo,1.000,"נתניה, Israel","Kikar HaAtsmaut 13, Netanya, Israel",447,OPERATIONAL,09-799-6267,4.2,1085,yes,https://maps.google.com/?cid=9362360832924404274&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=447m name=1.00 needs-review
6950,BIGA ראשונים,ביגה ראשונים,0.889,"שדרות נים 2, ראשון לציון","Sderot Nim 2, Rishon LeZion, Israel",2742,OPERATIONAL,053-718-2172,4.5,1494,yes,https://maps.google.com/?cid=6661867006859542127&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2742m name=0.89 no-match
4929,תמול שלשום,Tmol Shilshom,0.818,"יואל משה סלומון 5, כיכר המוזיקה, ירושלים, Israel","בחצר קומה שנייה, יואל משה סלומון 5, ירושלים, Israel",12,OPERATIONAL,02-623-2758,4.3,3036,yes,https://maps.google.com/?cid=16880391915991375636&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=12m name=0.82 close-proximity
1917,הדסה כל ההבדל בטעם,הדסה כל ההבדל בטעם,1.000,"העבודה 57, נמל אשדוד, Israel","Ha-Avoda St 57, Ashdod, Israel",907,CLOSED_PERMANENTLY,,,,no,https://maps.google.com/?cid=7605785029532253164&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=907m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
4935,פיצה איטליאנו,Pizza Italiano,0.750,"יפו 218, ירושלים, Israel","תחנת מרכזית, Yafo 218, Jerusalem, Israel",9,OPERATIONAL,02-537-6381,4.6,922,yes,https://maps.google.com/?cid=16653414869977833601&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=9m name=0.75 close-proximity
2891,ויקטוריה,ויקטוריה,1.000,"הפלמ""ח 3, טבריה, Israel","מלון אירופה 1917, הפלמ""ח 3, טבריה, Israel",115,OPERATIONAL,053-937-2425,4,12,no,https://maps.google.com/?cid=17639274623652344983&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=115m name=1.00 near+name
3176,פול ווליום,Full volume,0.500,"דיזנגוף 114, תל אביב, Israel","Dizengoff St 114, Tel Aviv-Yafo, Israel",8,CLOSED_PERMANENTLY,03-527-2497,3.9,54,yes,https://maps.google.com/?cid=1556174300135967246&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=8m name=0.50 business=CLOSED_PERMANENTLY (non-operational)
3338,"ד""ר פיצה",Dr Pizza,1.000,"מורדי הגטאות 42, שיכון המזרח, ראשון לציון, Israel","Mordei ha-Geta'ot St 42, Rishon LeZion, Israel",448,OPERATIONAL,03-958-7775,4.6,309,yes,https://maps.google.com/?cid=4472891444474977372&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=448m name=1.00 needs-review
6267,באקו סיטי,באקו סיטי נתניה,1.000,"גיבורי ישראל 17, יכין סנטר נתניה, נתניה, Israel","Sderot Giborei Israel 17, Netanya, Israel",22218,OPERATIONAL,077-803-6512,3.9,39,yes,https://maps.google.com/?cid=13892180635720466703&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=22218m name=1.00 no-match
1922,קייטרינג בשמל,בשמל,1.000,"באר שבע, Israel","Dror St 22, Be'er Sheva, Israel",2909,OPERATIONAL,054-836-6446,,,no,https://maps.google.com/?cid=6600432704149698594&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2909m name=1.00 no-match
3024,מסעדת אמא,Mother Restaurant,0.250,"רחבעם גנדי זאבי 5, בית שאן, Israel","רחבעם זאבי 5, Beit She'an, Israel",609,OPERATIONAL,050-560-0650,4.6,835,yes,https://maps.google.com/?cid=14793248302601547862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=609m name=0.25 no-match
3032,פותח את ידך קייטרינג,פותח את ידך קייטרינג,1.000,"דרך העמק 2, יקנעם, Israel","Derech HaEmek 2, Yokne'am, Israel",2275,OPERATIONAL,,,,no,https://maps.google.com/?cid=14357777367497742474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2275m name=1.00 no-match
6752,Burgers Bar מלחה,Burgers Bar,1.000,"דרך אגודת ספורט בית""ר 1, ירושלים","קניון, Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",3149,OPERATIONAL,079-591-2242,4.1,612,yes,https://maps.google.com/?cid=11793712778853117563&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=3149m name=1.00 no-match
4403,חומוס הבוטקה,Hummus Beit Ha-Ful,0.364,"החשמונאים 88, תל אביב, Israel","HaHashmonaim St 119, Tel Aviv-Yafo, Israel",225,OPERATIONAL,03-561-8162,4.3,694,yes,https://maps.google.com/?cid=2228955395686505334&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=225m name=0.36 needs-review
6138,בא לי סמי,,,"הקדר 46, נתניה, Israel",,,,,,,,,,no_match,text-search returned nothing
4951,zariffa,Zariffa - בית קפה ירושלמי,1.000,"הורקניה 8, ירושלים, Israel","Horkanya St 8, Jerusalem, Israel",23,OPERATIONAL,02-650-0508,4.6,1209,yes,https://maps.google.com/?cid=4375651827083955501&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=23m name=1.00 close-proximity
4664,ספיישל סושי,טורו סושי אור יהודה,0.500,"אריק איינשטיין 52, אור יהודה, Israel","מתחם מיני, יצחק רבין 5, אור יהודה, Israel",728,OPERATIONAL,077-938-6165,4,109,yes,https://maps.google.com/?cid=16958678683613774665&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=728m name=0.50 no-match
2570,רוניוס בכיכר,רוניוס בכיכר,1.000,"יקנעם, Israel","Ha-Khartsit St 52, Yokne'am Illit, 20692, Israel",1827,CLOSED_PERMANENTLY,04-828-5050,4.8,4,no,https://maps.google.com/?cid=14733493790441217624&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=1827m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
6484,Wok To Walk נתניה (כשר),ווק טו ווק נתניה,0.583,"שושנה דמארי 10, נתניה","Shoshana Damari St 10, Netanya, Israel",5044,OPERATIONAL,09-772-8182,3.7,126,yes,https://maps.google.com/?cid=12683217430555016941&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=5044m name=0.58 no-match
6663,Burgers Bar תלפיות,Burgers Bar,1.000,"האומן 14, ירושלים","HaUman St 14, Jerusalem, 9342109, Israel",1993,OPERATIONAL,079-591-2242,4.3,659,yes,https://maps.google.com/?cid=15329786358710039920&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1993m name=1.00 no-match
4834,שניצל ג'ורדי,Jordi Schnitzel,0.100,"שד' יגאל אלון 6, בית שמש, Israel","Yig'al Alon Ave 6, Beit Shemesh, Israel",1051,OPERATIONAL,,3.9,68,yes,https://maps.google.com/?cid=13474886930780382889&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1051m name=0.10 no-match
5466,אורו,אורו,1.000,"גאליה, Israel","Ge'alya, Israel",947,OPERATIONAL,08-931-6617,4.3,754,yes,https://maps.google.com/?cid=10001558773249039805&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=947m name=1.00 needs-review
5880,שביל החלב,שביל החלב,1.000,"הרצל 6, נתניה, Israel","Herzl St 6, Netanya, Israel",18,OPERATIONAL,09-882-4638,,,yes,https://maps.google.com/?cid=11135394651541743299&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=18m name=1.00 close-proximity
3704,רד מיט,רד מיט,1.000,"שד' המלאכות 22, ישפרו סנטר מודיעין, Israel","HaMelahot Blvd 22, Modi'in-Maccabim-Re'ut, Israel",4620,CLOSED_PERMANENTLY,,,,no,https://maps.google.com/?cid=1672703282065049475&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=4620m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
4276,פצץ פצץ כשר בד״ץ,Pizza Pazzaz,0.071,"שד' עמק איילון 161, מרכז מסחרי שהם, שוהם, Israel","Sderot Emek Ayalon 161, Shoham, Israel",319,OPERATIONAL,03-974-9745,3.7,186,yes,https://maps.google.com/?cid=3338993763875714858&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=319m name=0.07 no-match
1951,"המחמסים בע""מ אשקלון",חומוס המחמסים,0.500,"אלי כהן 21, אשקלון, Israel","Eli Cohen St 21, Ashkelon, 7832302, Israel",76,CLOSED_PERMANENTLY,08-678-6767,4.7,700,yes,https://maps.google.com/?cid=9179423858815860575&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=76m name=0.50 business=CLOSED_PERMANENTLY (non-operational)
3514,מפגש גיא,שפעלאפל,0.125,"שד' מרדכי בן פורת 88, אור יהודה, Israel","Sderot Mordehai Ben Porat 88, Or Yehuda, Israel",914,OPERATIONAL,03-535-7228,4.8,22,yes,https://maps.google.com/?cid=5619980260299550250&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=914m name=0.13 no-match
6121,"לחם האופים בע""מ",Bread bakers לחם האופים,0.667,"החינוך העברי 4, נתניה, Israel","Hahinuch Haivri St 4, Netanya, Israel",53,OPERATIONAL,09-884-0888,4.6,761,yes,https://maps.google.com/?cid=16719925211258286853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=53m name=0.67 close-proximity
5577,פיתה.,פיתה.,1.000,"הרצל 186, רחובות, Israel","Herzl St 186, Rehovot, 7626720, Israel",21,CLOSED_PERMANENTLY,08-914-1727,4.6,190,yes,https://maps.google.com/?cid=13881535792266651394&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=21m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
