buckets,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
resolved-collision winner|address-first,1329,verified,address-first,אחלה אילת,"קאמן 1, אילת, Israel",29.5548812,34.9607162,ChIJz7PPdvtxABURuwmxUFhO0K4,Achla - Platinum Grill,"קאמן 1 אילת IL 88000, Kamen 1, Eilat, Israel",29.55587,34.9592354,0.500,181,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-634-2555,4.2,3200,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: Closed | Saturday: 8:30 – 11:00 PM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJz7PPdvtxABURuwmxUFhO0K4/photos/AaVGc3leWu-vNB4njCxGeG8li-0-aCzLvvEy0dCDl2C8ii17NPntQyPL81bptI3USlQ6DSUS5cre6nv69OcpeBr0Xf9NgUBq5YheBxDMR6ZKvCZMQB5nL6h2o2BNyYnFB4zmlFISuGI7U8UUxvT_OVpxEGKxoC0j-di9wAFAUdVGQkgs9f0tHWmVoQLrqbLP91Srkvgrmbudrfmz4EeO1Ov4LKzf9sujm8DtmhoGTA6UybMPHNdwP3ULzPdSWt_r9-L-OCmDkGthUZj1jKZYmxpFJj1-epzc2LgSQt7tYqUsdIZ8CFolMOPX83ZvH3WZex2Ke1WOl75JQUlSx_tBNNaWBD0kH5Pi9gDmJ8Ze50WY7lg7hV972usdFbFHcclUIvmViMHX5SUKAg0fX_ejQOIQXPEEauGLkKPw9Btq7F65sG1oeKIh,Olger Semper,,,,https://maps.google.com/?cid=12596654298973145531&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),7208,verified,llm,גפניקה איילון,"אבא הלל 301, קניון איילון, רמת גן",32.0678,34.8243,ChIJg_0iX4ZJHRURxkAjfoz-lnw,ג'פניקה קניון אילון כשר | JAPANIKA AYLON MALL KOSHER,"קניון איילון, רמת גן, Israel",32.099985,34.827211999999996,0.571,3589,OPERATIONAL,food,asian_restaurant,asian_restaurant;meal_takeaway;restaurant;food;point_of_interest;establishment,03-723-6100,4.2,797,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 3:00 PM | Saturday: Closed | Sunday: 12:00 – 10:00 PM,yes,places/ChIJg_0iX4ZJHRURxkAjfoz-lnw/photos/AaVGc3kz5J6o0VlYP00YBAcO3LqXM-9e5aB4MCXXL8aUxJRIaOLCR6B4ZzGJ0Ocn56m0U2qZaa2YQMtgxFgdTBjgSvhkcde_eSs1FlnFhJLJ2YXmit2vX1TduLvOnN-yBz3ZIZHyNgZZPQoA3fGJtdebpDAdgl-cxpnH2jP_hRAkA1YdgHXvwoBx8PSg-mA-XcimXbtqV03eclInI2QyfZUe5ReqFp0KYcTpkyJ9PiaGrLMqQOX3ER69p6YG_nGpF-iTfVrEIfKUg1R4wn70mgjkOMUGRGanxp87ea-anhPi4nc0j4rWw8ld-IwSo8X2zNu6BctC4lQFsfxb9Jb9tbF0xxXJwpWOZZ8eWmBOIoeqw2ZQXazmswqy7N1NOmMS2w-dPQ2w08JMNEztOppOilxw51U2exBxBdileb7OMXLH8bVnu_BE,sara malachovski,yes,0.95,"Same business name (גפניקה/ג'פניקה - transliteration variants of 'Japanika'), both located in קניון איילון (Aylon Mall), Ramat Gan. Large distance (3589m) is due to coordinate error - both addresses explicitly mention the same mall. Unique restaurant name and mall location clearly identify the same physical business.",https://maps.google.com/?cid=8977642786574778566&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,6484,verified,address-first,Wok To Walk נתניה (כשר),"שושנה דמארי 10, נתניה",32.3226,34.8528,ChIJZzBaez5BHRUR7T5G9Q3XA7A,ווק טו ווק נתניה,"Shoshana Damari St 10, Netanya, Israel",32.2781011,34.8423844,0.583,5044,OPERATIONAL,food,asian_restaurant,asian_restaurant;restaurant;food;point_of_interest;establishment,09-772-8182,3.7,127,Monday: 10:30 AM – 11:00 PM | Tuesday: 10:30 AM – 11:00 PM | Wednesday: 10:30 AM – 11:00 PM | Thursday: 10:30 AM – 11:00 PM | Friday: 10:30 AM – 3:00 PM | Saturday: 9:00 – 11:00 PM | Sunday: 10:30 AM – 11:00 PM,yes,places/ChIJZzBaez5BHRUR7T5G9Q3XA7A/photos/AaVGc3lk-dnsJZlFsuThzdMf3qDPSCE9UmE5jXKLq8SBdY2JXKe05YllYRoZB8YU0-xlgmUd999dcfP61OtvDivS_CHMOHwYb6sSA3aHGyZrsYVJHklDoAnkIKv2R52xOW70nfs8odlc1Vvn4FIjDLf6jnss7cE4sBMlvtjOhMpAm4uFTY6I0nqPtPeq99Nm_ndTfiZnYaVJ6boB8T7yPfuEcl086vQJaHCu_M33OEktzxZZyfFEXikqhwGHKUB9oXPuAFPmGs2vPO-UyBp4Da0eXZ4dAs9FNSOBIlH6LJadRjp9yZiiB8DKBZR-IM0HZ-cuL2Z_xUF5oalbPKzHUOv04R2mc8QSDPhHyDEohqgV9pJ-nfMgoTsaQCjJKWF4YfCjNw9LasZmaQ8H0kFRIr5om-_gCzV6dDOwt2zRf2KCplMDqg,ווק טו ווק נתניה,,,,https://maps.google.com/?cid=12683217430555016941&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),2162,verified,address-first,פיצה טורינו,"דרך עכו 140, קניון הקריון, קריית ביאליק, Israel",32.825021,35.079888,ChIJ2QYy-eK2HRURykbmJjCu43g,Pizza Torino,"Derekh Acre Haifa 140, Kiryat Bialik, Israel",32.8362932,35.0851681,0.600,1347,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;fast_food_restaurant;restaurant;food;point_of_interest;establishment,04-870-4545,4.1,552,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 2:30 PM | Saturday: 6:00 – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJ2QYy-eK2HRURykbmJjCu43g/photos/AaVGc3klGRAqDxWFcs-Azb9tlvUY6qi9FwKqmU1JGUWvvbz6jdFnZkBqlxhovqfcYtdS7K9VUkF8KuX0xf85XWxMjz2DwAZ-QM41sQP4_TGnVNuOwC5Kyh_VyAA5-mpqTVxhJpEAkWv9Q-gPdvxbH-dJ71DZayDkV32NsU-ZdqkAx9C_dIX-bZSUxa7fmZ96V-hZQfHnizhvw6hbNR74bmXYmnu4ZPq6F8wqBn0GmU0U6E0O15Z8TyKWTNs6jqcTbQaNxSYwNmHGRwq_HH6NcWNiSEBKqd_YkjH3uaeM4sWbg4k5av-5rkdcHkezCS9lFqtdyXuyrOzQyI_W5t7PHo-tG339BtESJQFKxxLYZWg7olcS5M8GWbSbNQKlnmAVsBE6OGFeP0i9pVQkEBoPMUDdQC7bf6sq3omEZmGiFRRnmoaC29TN,פיצה טורינו - צומת צבר - קריית ביאליק,,,,https://maps.google.com/?cid=8710997626098960074&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,4404,verified,address-first,ביסקוטי,"העצמאות 104, פתח תקווה, Israel",32.0744826,34.8836885,ChIJiYNSo_c1HRURC2mEx4BPc9k,Biscotti,"HaAtsmaut St 104, Petah Tikva, Israel",32.0736387,34.863900199999996,0.600,1867,OPERATIONAL,food,coffee_shop,coffee_shop;cake_shop;cafe;bakery;wholesaler;food_store;store;manufacturer;food;point_of_interest;establishment,03-944-4149,4.3,1487,Monday: 7:30 AM – 9:30 PM | Tuesday: 7:30 AM – 9:30 PM | Wednesday: 7:30 AM – 9:30 PM | Thursday: 7:30 AM – 9:30 PM | Friday: 7:30 AM – 3:00 PM | Saturday: Closed | Sunday: 7:30 AM – 9:30 PM,yes,places/ChIJiYNSo_c1HRURC2mEx4BPc9k/photos/AaVGc3m1sIgSlsEkuS0Y4a6w8n7BbPeRND1ZIz2rfj-YEc3uQwlS1ZLzX4x5HO2G0zxTProy-6ch6v7UEHj_NGMtH0ynRyehsOVGAab5JrNOygz_1xK8IfmR0yJrSULJuNV-SDtNtLk_0ffnwuZl6qd7jz2CYqP8bf7_xBwyfQupPOVWVTyFQWeORzMUTNwBD59wcoPNaeSuX1eOnUkKrj2txHaDNaIz77WlA3vZxPL8e-3rb4NfJbQbN_Zj6bih7oklz4u-hbtJN8NkaWCN0GCrUg-SW6Do1kngCrxV8_RytFN6nafldlMvJv9ncBfPw6PDuGAsn_11IAh9a2zHedttLgIbIoaJ53LHKMSg8IJeJQh9ZXwESVol235ZlxiTJ7vnqG9tAjLMeSYXR7b08ndQER71Lhn4ZZGDD1ijUonhyj-3tuU,Ohad Ben Dov,,,,https://maps.google.com/?cid=15668954943073839371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|LLM (other),7172,verified,llm,האחוזה גריל בר,"החשמל 1, עפולה",32.6053,35.2883,ChIJaWytfZVRHBUR56-2CMT8MVo,Ha'Ahuza Grill-Bar,"HaHashmal St 1, Afula, Israel",32.5999528,35.2951662,0.600,876,OPERATIONAL,food,bar_and_grill,bar_and_grill;middle_eastern_restaurant;bar;restaurant;food;point_of_interest;establishment,04-642-7428,4.3,4049,Monday: 11:30 AM – 10:30 PM | Tuesday: 11:30 AM – 10:30 PM | Wednesday: 11:30 AM – 10:30 PM | Thursday: 11:30 AM – 10:30 PM | Friday: Closed | Saturday: Closed | Sunday: 11:30 AM – 10:30 PM,yes,places/ChIJaWytfZVRHBUR56-2CMT8MVo/photos/AaVGc3nFchXs9_S3ns9BonDeVOsf6Ne-56kW-qr7_RQ1Zg6V-FDBo6Chlau8ozzH1Gk6c_Q4MZOgVONe8PYei7zy_75GKuszGGAJRfT0MlXBG1ilITKrCiBQ54Ajxr2sOXcW3Lhb0j6BZl4b5Y8Bt4oWrxA-ZIloFZsfdY1FteT2eHpRi0ne-_75embX28EXuiC_4UhtJIPSdRoDlwJ3OZewR4N2HAF7GsTADVOg4MT0cv64Ci6ZkQpicUfrumO4T8TwdEIwZzarM6z27pmqGh-makXHMIXQU4mztOxrY6uv8DJ3_ZtGJ9Jmp-nvbDUEWdBFErSwauKkCdmahWC4bHQDUHHtUFqLDezWjZZgeYYonUtnoDCySzxdfBGeVZqFrmio_A2XZNCIJ0835W_ctpA__b2SOnnrTNcDXJ40wYAuSTOFIA,Ha'Ahuza Grill-Bar,yes,0.95,"Unique Hebrew name 'האחוזה גריל בר' translates/transliterates perfectly to 'Ha'Ahuza Grill-Bar'. Street name 'החשמל' = 'HaHashmal' and house number 1 match exactly. Both in Afula. Distance discrepancy likely due to coordinate error, not indicating different locations.",https://maps.google.com/?cid=6499253656162316263&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|LLM (other),4019,verified,llm,פלאפל בריבוע,"יוני נתניהו 23, קניון עופר הגבעה, גבעת שמואל, Israel",32.0778426,34.8553763,ChIJxWhbGQ9KHRUReK6PqXR1HqE,Falafel Baribua,"Yoni Netanyahu St 23, Giv'at Shmuel, Israel",32.0756898,34.8545631,0.625,251,OPERATIONAL,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,03-532-0033,4.3,443,Monday: 9:30 AM – 9:00 PM | Tuesday: 9:30 AM – 9:00 PM | Wednesday: 9:30 AM – 9:00 PM | Thursday: 9:30 AM – 9:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: 9:30 AM – 9:00 PM,yes,places/ChIJxWhbGQ9KHRUReK6PqXR1HqE/photos/AaVGc3k50cS0w5zpb70hwaEWid8frP_CwxbMtUCTKB81C0fGQ0KNT1qCi8RtL-CzsjkPVknvdcVJdHfVg9MOKGdlP8iLVHXkBrZ4xcTNsLTnmG-zFPq5Xai1azTgbZDXF6b95NRSqcL0yIl6W_w946RiocbE0up63W3AH0wdMitGEjvGypWI2GP56ZGdrhu0guF_UaILtx5gGUNJUf-VIW6263ctWeRWl0xDIHA0RvBGSr6sff5VNsmLJahjE6ywjT7weiad5r3pgK-t2T-ZPwShPJx8-Tlzm6DM-_WmQ9g4rLZ-d0KIEQLZGIrWhcrdvOEQeuQY_4a0JvO2ZL-LPOD7ZX-95A799l5T5abW3aBknwlcc8VAodUOz1aqeP1jlOZBPwAQybR6ydIXKHcFV2Q-E-vUowgts58f5cP-i1IG3HA,Michael Krispin,yes,0.95,Name matches (Hebrew 'פלאפל בריבוע' = 'Falafel Baribua' in transliteration). Street and house number identical (Yoni Netanyahu St 23). City matches (Giv'at Shmuel). Distance of 251m likely due to coordinate imprecision within same shopping mall (Kanyon Ofer HaGiv'a). Unique restaurant name strengthens match.,https://maps.google.com/?cid=11609846033329139320&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name,3204,verified,regular,דומינו'ס פיצה,"העצמאות 65, פתח תקווה, Israel",32.0742608,34.8699098,ChIJ85qzQfo1HRURrW4TpOUHlaA,Domino's Pizza,"קניון גנים, HaAtsmaut 65, Petah Tikva, Israel",32.074363999999996,34.8696498,0.667,27,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;meal_takeaway;pizza_restaurant;food_delivery;restaurant;food;point_of_interest;establishment,076-804-8974,3.9,345,Monday: 11:30 AM – 12:00 AM | Tuesday: 11:30 AM – 12:00 AM | Wednesday: 11:30 AM – 12:00 AM | Thursday: 11:30 AM – 12:00 AM | Friday: 11:30 AM – 2:50 PM | Saturday: 9:00 PM – 12:00 AM | Sunday: 11:30 AM – 12:00 AM,yes,places/ChIJ85qzQfo1HRURrW4TpOUHlaA/photos/AaVGc3mRaaxRGxqWYbUW8TJTyW-bhohlZaNEPPb6vQ0INPXGPLFpngVutViTI6vfsUfvYNO-mGgzw-3HRe6_IfFjkWZP-T3Bqki5xc0R_nIFFamQhuiw9fZeND8gr84sS6Z7g-PdZ-bRkr2jYSSW-mRsqO1tMvshVUz-8AtxFk-paCsIddd0VujTq0zJiRUc-tbqXhJYS5UaV7FlTc-5c0P6XX7E2RV4AqD62XckYpGzRLZDId5wFEI3RtAF7PIC-6zCwCh5s8TJ7FSbB0wXav6xzJp9NNW1-hGFZaWaLpW1uzw2RopbxNhezbkI8Z3t5g0tRfFdZujMsnoAa399rwpKcX5qUFd6t1fkqmLhBJU9bC7OyejvUvCL3CY3a1qwqGY0_YhUx9WPQcCBWzPxIlwNxLWbYLQFYsTsu0z2B24ifV_Bs8g,דומינו'ס פיצה פתח תקווה כפר גנים - כשר למהדרין,,,,https://maps.google.com/?cid=11571163500479999661&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name|address-first|high distance (>1km),7148,verified,address-first,ארקפה קריית קריניצי - כשר,"יוסף ספיר 9, רמת גן",32.0678,34.8243,ChIJcQwDOk1LHRURKkJeOPpkolE,Arcaffè Kiryat Karinitsi,"Yosef Sapir St 9, Ramat Gan, 5262209, Israel",32.0554315,34.8495967,0.750,2752,OPERATIONAL,food,cafe,cafe;deli;bakery;food_store;store;food;point_of_interest;establishment,03-640-4624,4.3,344,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: 7:00 AM – 9:00 PM,yes,places/ChIJcQwDOk1LHRURKkJeOPpkolE/photos/AaVGc3l29BxlBzS7m4Lvlio8FQ-Z0gEGngdqc7qroOXbiWHlRzVxhzQv2Z_Aevj-iUR_gRU7zZSMBZVI2RM9VEui1i7DrlOxriAbkIZhSEw7Tk8cmVSPsi4FoAuNt49suzsB2XWmeMZpT67_RDcdb-UStSB7c8_zGdTNeqr3R9XN59hcgZMJIr98Mmx1r3Fho-8GHM_Lz-Jjr9PCTcSxirBnNCWt7ymQSsvaC0Sm5HXDD6G-5sa68ldggRxkoX9YPoKPbh6j6rZReQIuUrA25ykQ0KaJ0Jz8K2lCWSLxHtXpwttT9RU4AJ5--SyOt9Zw8urYPBWOfXc0ImaAb6_1wOpHl_JMjp4dJW-sIezpEsNYEFlrAZ32ARaluRBsmsL0qljDIbPPLQIA8zl2EFEwCP_6Iplbu50_Y6uGt0P63-HsUzCPZJo,ארקפה קרית קריניצי,,,,https://maps.google.com/?cid=5882375089149592106&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),5036,verified,address-first,נוגטין,"הרב עוזיאל 28, ירושלים, Israel",31.7695072,35.1849078,ChIJ01Q3f7zXAhURpJwM6a7Lf80,Nougatine,"הרב עוזיאל 86, הרב ש. שאולזון 51, HaMarpe 1, Jerusalem, Israel",31.800400999999997,35.212041,0.800,4287,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,02-642-1242,4.5,432,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: Closed | Saturday: Closed | Sunday: 7:00 AM – 8:00 PM,yes,places/ChIJ01Q3f7zXAhURpJwM6a7Lf80/photos/AaVGc3mXI9DpSNKFXCqLP5ptfwmtFA45tBVnySnZR3KaC3MapZBpdCs_T21zLbwTWnFTdFlQnPsgJVz53e__rXl-fTuCmoDtoEidp1xjp7mCLpmUETjEAjaN4DzWloeRXgj9q6RGIHxMe1XDOdFhf99ltE-Xknera_QDjRE2O3kXpm_vgDrS4nWS9VC7bIu6LipkVH83WQqhQDQhz8iBB6s8fzWrd2ItenMhvCmnzQkEvcaoGL-WIYQagT1kR0M9i7j6hSbGxHtPLb43SIW7iYL9USmWwbU3X3f4LqKbOhKz6NDBMdLYy28_hOUGmy9RQqsbyY9JMMk2w0suy5YKvyDXgSJejnwkumOgY03m7DLlbpA3rjQlbR12IhxBpp8W2HjD5P1qsqCyzDmap5-aZHzQe2B6Xsc0Nc-fasBdxQSm5R0,Moises Zack,,,,https://maps.google.com/?cid=14807778051912146084&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),5258,verified,llm,בליקר בייקרי,"שד' יגאל אלון 6, בית שמש, Israel",31.746214,34.9886825,ChIJjwQ0Z1rEAhURgY8oUluRgeA,Bleeker's Bakery,"מתחם שער העיר, קניון שער העיר, Yig'al Alon Ave 6, Beit Shemesh, Israel",31.755604699999996,34.9879105,0.800,1047,OPERATIONAL,food,cafe,cafe;breakfast_restaurant;italian_restaurant;restaurant;food;point_of_interest;establishment,02-991-9700,4.2,1052,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 1:00 PM | Saturday: 6:30 – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,yes,places/ChIJjwQ0Z1rEAhURgY8oUluRgeA/photos/AaVGc3kwMglRWzGpLA5eJ_vFICDQ8Thn3ErFqz0HnKsgTEs29mkmvqL2XUn-0QJtTBYiE3-ch-lpdvQDeMZCzrt-DRA4oom_icvoWQdP1RUtdEYU5i-Y4_C91QuxFM_gSO-WepcThn_vlcAIYNtRfZU2gw1A5VJ3rVjXLsh64CrxkghmKYAoiphILdZrRi7a_-s8oSewS_DdzQZYIvn0QNLeb-_OWlnSaUiJDl5PuEkWRgzzvbqb0llYOj7mV1VBwdx8vUBkAGmFKiv9xkrOEVmZ8X3dPLHMnHW628PCN19hrFMl2Auz7XIZs_qBEiaY2rHFY8iztNeCyUAaCSK-KTAJiWKIghpYLF93CSDTidY0IUVk4-LOTAgUiG7aWFsNyZ4HdLjjGMtdFxw4yjyfZJCfyRujIA4kRuVUtU4omzqr798,Dov Bruce Krulwich,yes,0.95,"Name matches (בליקר=Bleeker's transliteration), same street (Yig'al Alon) and house number (6) in Beit Shemesh. Large distance (1047m) likely due to Google's full mall address vs our street address, but coordinates point to same business location within the shopping center.",https://maps.google.com/?cid=16177371157897973633&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name,3180,verified,regular,רולדין,"פנחס אילון 13, חולון, Israel",32.0085794,34.7779423,ChIJiSQswp60AhURHM5mHTmLFD8,Roladin,"MY MALL, Pinkhas Eilon St 13, Holon, Israel",32.008618999999996,34.778374,0.800,41,OPERATIONAL,food,cafe,cafe;pastry_shop;dessert_shop;confectionery;bakery;food_store;store;food;point_of_interest;establishment,03-533-9430,4.1,572,Monday: 7:00 AM – 8:30 PM | Tuesday: 7:00 AM – 8:30 PM | Wednesday: 7:00 AM – 8:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:30 AM – 2:30 PM | Saturday: Closed | Sunday: 7:00 AM – 8:30 PM,yes,places/ChIJiSQswp60AhURHM5mHTmLFD8/photos/AaVGc3kFTsgyHRE1hud-VKVL4Gkj10ITQDp1LQj22YS97YzMWozvOZqhEV0S7GgoqdLJApa4YkIkamJPFzIy_JwPieG2_61Dla3f_jbf00q-LFyXcmcsi2geoFBYnyQHA-SQAoZspSE50jvXa0ALa1s4X13wPz_OiVPRXIjSDHvSVVoQZxdQ646oLZgTKKWAKzhPEfJ1B4yOhP7NcU2Wx_KneeK_EOgVR4vrO0aEVOo_fjifuIsV1eTKBNZ3dbQ1TsjuZ08FcvU5WUUbpK-cwCyrhv8955e81jemmzkk7EUMaCR4i-MrIxFiyT6bRL_LTE387yne-SLdh5QtASPrMnAmuP4MbsjP5Hmf_jZfwDINwN9dT_v43KvHTw_vYul76Hu8_b8bgfaZyhcrsbgqUuV9qeWVmWEYMx0mKjSfNb6jYK8Cxw,Armand dahan,,,,https://maps.google.com/?cid=4545411001346346524&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
resolved-collision winner|LLM (other),6625,verified,llm,קפה בית פיינברג,"ז'בוטינסקי 34, חדרה",32.4341,34.919,ChIJCwP63U4SHRUREXvrF5gniCw,Café Feinberg,"Jabotinsky St 34, Hadera, Israel",32.431991599999996,34.921672799999996,0.800,343,OPERATIONAL,food,coffee_shop,coffee_shop;breakfast_restaurant;italian_restaurant;cafe;food_store;store;restaurant;food;point_of_interest;establishment,04-634-4490,4.3,1972,Monday: 9:00 AM – 11:30 PM | Tuesday: 9:00 AM – 11:30 PM | Wednesday: 9:00 AM – 11:30 PM | Thursday: 9:00 AM – 11:30 PM | Friday: 9:00 AM – 1:30 PM | Saturday: Closed | Sunday: 9:00 AM – 11:30 PM,yes,places/ChIJCwP63U4SHRUREXvrF5gniCw/photos/AaVGc3nY-_M7JnR23_XvAR0swV6khWKjqmg16Zx0omf67jdGTvKu6FUmnTtnoYST6Q88FtKKQOwA1vf6YRNcgFtrII538cLUQcv-mr_M6vQMBwt8u4B7OiPtIxt47-Gk_31yqZ2R68sRCRVm4xyS4QqYP8uA_ani7paeGKNKF1ZKFArAp7Kk1kgHCFIpe767C6VrABJEpvoACpnLUTr2G-h7osGqM2eu3dz1YtxlCJvj16Grj3TT-niJqDskig9CO7KgWc6FpwbhxRPhDFx7nFLekKEDXHDCRJG-u6GngWUW6R3i4BnGdDEvDFZb6hXVEU5hLRShf86-VOzvr5Wgpm5mhpH_wHpxyMDv_GUInYYPnFEwLHJdj6A666eO1C2e67__l2QwO6wuP0_TY5Tim-sLmDvPPScnNjxCQYaSG7HG3jjXMfgdi9tAfm-bAvvoJjhQ,קפה פיינברג-מהדרין,yes,0.95,Name matches perfectly (Hebrew 'קפה בית פיינברג' = 'Café Feinberg'). Street and house number align (ז'בוטינסקי 34 = Jabotinsky St 34). City matches (חדרה = Hadera). Distance of 343m is acceptable given coordinate inaccuracy. Unique name and strong address alignment confirm same business.,https://maps.google.com/?cid=3208858268691299089&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,3678,verified,address-first,עלים ירוקים,"תל אביב, Israel",32.0852997,34.7818064,ChIJdc2SnG9JHRURrbJ11GsW3Dk,Alim yerukim,"אוניברסיטה, תל אביב-יפו, Israel",32.1123942,34.8032383,0.833,3627,OPERATIONAL,food,restaurant,restaurant;point_of_interest;food;establishment,03-643-9181,4.3,162,Monday: 11:00 AM – 3:30 PM | Tuesday: 11:00 AM – 3:30 PM | Wednesday: 11:00 AM – 3:30 PM | Thursday: 11:00 AM – 3:30 PM | Friday: Closed | Saturday: Closed | Sunday: 11:00 AM – 3:30 PM,yes,places/ChIJdc2SnG9JHRURrbJ11GsW3Dk/photos/AaVGc3kAe4yJpbdADIocqweEuE0UyVJQVHYHhHfrdBm1NNGsUf35iNrKlOGsShdp_tajb41Zq2tpmiXcC2Sr6gu5k2aNxSy9EPQAknu-xItwKPtCnuG6LJtz0PkAlqbyfu7Wgx8OdWDZInRV24-DBMVscsuwxWYBYKtYCWIek0Z4q5sKXNwbQWHN_idJ5M6ivvM2A0LMrJm-sIzTvFvOqgaqA2zAlWSU7UV1HFdBIzBgyVWEtjoz5-stXAsDfU3FzZn6khKAey09sj3yF8A7qkLFoiNzjK6bI5_Bssjwl-m9wfbezGZwLYWPQ-_M4fHCV9jFT-g5jm8YwUo6VpZQB9BQCg63HJRxEhTtVV0cQtRWQlcIvSD8FaXyeYsaEWzoIRIp0uETbh0SfYJ6fxHsceB1iMtf_s1GXbXeOziRPKzeTxU,Dorit Linik,,,,https://maps.google.com/?cid=4169232007420031661&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
