group,pool,id,old_name,old_address,new_google_name,new_google_address,new_place_id,reason
wrong_or_notfound,red-unique,3383,רויס,"לבלוב 4, תל אביב, Israel",רויס,"Pinkas St 31, Tel Aviv-Yafo, Israel",ChIJu8vIGu1LHRURYk5qPNKxnVg,"LLM דחה (0.95): שתי כתובות שונות לחלוטין בתל אביב - לבלוב 4 מול פינקס 31. למרות שם זהה, אלו שני מקומות נפרדים. אם היה אותו מקום, הכתובת הייתה זהה."
wrong_or_notfound,red-unique,3392,רוני פול,"אילת 22, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3402,פיצה נפוליטה,"אורלוב 55, פתח תקווה, Israel",Pizza Napolitana,"Marvad HaKsamim St 7, Rosh Haayin, Israel",ChIJLY6whtY2HRURVJjiB-PNBSM,LLM דחה (0.95): שם זהה אך כתובות שונות בערים שונות (פתח תקווה vs רosh הعين) - סניפים שונים או עסקים שונים
wrong_or_notfound,red-unique,3407,אווה סאפי,"השחר 8, נווה צדק, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,3408,ברייק טיים,"אבן גבירול 86, תל אביב, Israel",ברייק טיים,"Shlomo Ibn Gabirol St 86, Tel Aviv-Yafo, Israel",ChIJf_KzbI9LHRURN-NYyK5SD8o,"LLM אישר (0.99): ברייק טיים (Break Time) - same unique name in Hebrew and English transliteration. אבן גבירול = Shlomo Ibn Gabirol St (same street, different naming convention). Address 86 matches. Same restaurant."
wrong_or_notfound,red-unique,3418,פריז טקסס,"רמת גן, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,3419,טעמאמא,"ויצמן 13, גבעתיים, Israel",טעמאמא,"Weizman St 13, Giv'atayim, Israel",ChIJtyE69bBLHRURVmDwZ2nW7v8,"LLM אישר (0.99): שם ייחודי זהה (טעמאמא), כתובת זהה בשפות שונות: ויצמן 13 = Weizman St 13, גבעתיים = Giv'atayim. תרגום ישיר של אותה הכתובת."
wrong_or_notfound,red-unique,3422,נוסה,"שמוטקין 21, ראשון לציון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3425,ארוי,"שמוטקין 17, ראשון לציון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3430,"""חבורה""","מטולה 2, תל אביב, Israel",מצות חבורה בית שמש,"Bet Shemesh, Israel",ChIJYZAUqPjEAhURyh-tHKnBuB4,"LLM דחה (0.95): שתי עסקים שונים בערים שונות: חבורה בתל אביב (מטולה 2) לעומת מצות חבורה בבית שמש. אף על פי ששם A מופיע בשם B, הן בעסקים במיקומים גיאוגרפיים שונים ולכן מדובר בסניפים שונים או עסקים שונים"
wrong_or_notfound,red-unique,3433,סטריט פוד,"כצנלסון 53, גבעתיים, Israel",,,,נבדקו 5 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3435,לחם ארז,"טאגור 38, צפון תל אביב, Israel",לחם ארז,"Tashah St 20, Tel Aviv-Yafo, Israel",ChIJ814SqUtLHRURpTXbtrSAJw8,"LLM דחה (0.95): שתי כתובות שונות לחלוטין בתל אביב - טאגור 38 בצפון תל אביב מול טשה 20 בתל אביב. למרות השם הזהה, אלו שני מקומות נפרדים."
wrong_or_notfound,red-unique,3441,יקיטורי,"חיים עוזר 38, פתח תקווה, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3445,יאשקה,"נחלת בנימין 73, תל אביב, Israel",יאשקה - רמת השרון,"Trumpeldor St 1, Ramat Hasharon, Israel",ChIJEVtTIqZJHRURQrAyS1TPBh8,LLM דחה (0.98): שתי סניפים שונים של אותה שרשרת - יאשקה בתל אביב (נחלת בנימין 73) ויאשקה ברמת השרון (רחוב טרומפלדור 1). כתובות וערים שונות = מקומות שונים
wrong_or_notfound,red-unique,3451,נרקוס,"בית אל 12, צפון תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3456,פיצה לה דולצ'ה ויטה,"ירמיהו 45, חולון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3457,מיט אקספרס,"ראשון לציון 1, פתח תקווה, Israel",Crazy Meat - קרייזי מיט,"Avshalom Gissin St 15, Petah Tikva, Israel",ChIJH0MIwSM3HRURWF4tvyazQVo,"LLM דחה (0.95): שתי מסעדות שונות באותה עיר. 'מיט אקספרס' בכתובת ראשון לציון 1, בעוד 'קרייזי מיט' בשדרות אבשלום גיסין 15. כתובות שונות לחלוטין, שמות שונים (אף כי שניהם קשורים לבשר). סימן חזק שמדובר בשתי עסקות נפרדות."
wrong_or_notfound,red-unique,3466,מק צ'יקן בורגר,"ריב""ל 23, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3467,זכאים,"סמ' בית השואבה 20, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3476,פאפו פיצה,"שמוטקין 38, ראשון לציון, Israel",פאפי פיצה,"Katzenelson St 109, Giv'atayim, 5327216, Israel",ChIJ_22xUIRLHRURkZVeJPnK494,"LLM דחה (0.95): Different locations (Ramat Hasharon vs Givatayim), different addresses, similar but distinct names (פאפו vs פאפי). These are separate branches or different establishments."
wrong_or_notfound,red-unique,3480,צ'יפסי בר,"רוטשילד 39, ראשון לציון, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3482,לה בוקה,"שד' הרצל 72, רמלה, Israel",לה בוקה- משלוחי פרחים,"כביש 4622, Savyon, Israel",ChIJeaphzIA1HRURaParCp9ATfQ,"LLM דחה (0.95): שתי ערים שונות לחלוטין (רמלה וסביון), כתובות שונות, וB כולל 'משלוחי פרחים' (flower delivery service) המציע שזו אולי חברת משלוח קשורה ולא אותו מקום פיזי"
wrong_or_notfound,red-unique,3496,גוטה בריא ומהיר,"תובל 19, מתחם הבורסה, רמת גן, Israel",גוטה בריא ומהיר,"Abba Eban Blvd 12, Herzliya, Israel",ChIJVZTgsPJIHRURfREO8lueYpw,"LLM דחה (0.99): Same restaurant chain name (גוטה בריא ומהיר = Gota Bria ve-Mahir), but different addresses in different cities: Ramat Gan vs Herzliya. Different branches of same chain."
wrong_or_notfound,red-unique,3501,Siscaffe,"שלמה המלך 37, קניון קרית אונו, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3502,יוניקו קייטרינג,"ז'בוטינסקי, בני ברק, Israel","הלובי- מסעדה, קייטרינג, ואירועים.","Lekhi St 31, Bnei Brak, Israel",ChIJo4BAT4ZJHRURm_h5UO_J0qc,LLM דחה (0.85): Different street addresses (ז'בוטינסקי vs Lekhi St 31). Different business names. Both are catering/restaurant services but at distinct locations in Bnei Brak.
wrong_or_notfound,red-unique,3503,תרזה פסטה בר,"אריק איינשטיין 1, אור יהודה, Israel",דוכני אוכל רחוב לאירועים - תרזה | כשר,"Yaldei Teheran St 3, Rishon LeZion, Israel",ChIJe9MOIYazAhURyr7BzY-BMsY,"LLM דחה (0.98): Different cities (Arad Yehuda vs. Rishon LeZion) and different streets. Despite shared 'תרזה' (Tereza) branding, these are separate locations. B appears to be a food court vendor while A is an independent pasta bar. Different establishments."
still_maybe,red-unique,3514,מפגש גיא,"שד' מרדכי בן פורת 88, אור יהודה, Israel",גיא פלאורז - Guy Flowers,"Yehadut Canada St 6, Or Yehuda, Israel",ChIJsRkHcTA1HRURsxYebyjhY80,"LLM לא הכריע: סימנים חלקיים (sim 0.50, addr 0)"
wrong_or_notfound,red-unique,3518,פפאיה,"דיזנגוף 70, תל אביב, Israel",נעלי פפאיה,"Derech Yitshak Rabin 53, Giv'atayim, Israel",ChIJXy2aHeRLHRURslqccOWbq7M,LLM דחה (0.95): שתי עסקים שונים בעיר שונה. A: פפאיה בדיזנגוף 70 בתל אביב. B: נעלי פפאיה בדרך יצחק רבין 53 בגבעתיים. שמות דומים אך בעיתונות וכתובות שונות לחלוטין - סניפים שונים או עסקים בעלות שונה.
wrong_or_notfound,red-unique,3524,גירוס בר,"דרך אבא הלל סילבר 2, מתחם הבורסה, רמת גן, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3528,הפקולטה,"ד""ר ג'ורג' ס. וייז 20, צפון תל אביב, Israel",הפקולטה להנדסה אוניברסיטת תל אביב,"בניין וולפסון, אוניברסיטת, Chaim Levanon St 30, Tel Aviv-Yafo, Israel",ChIJa1pWeGFJHRUR2yHXG4rIxLg,"LLM דחה (0.95): שתי מיקומים שונים בתל אביב. A בצפון תל אביב ברחוב ד""ר וייז, B באוניברסיטת תל אביב ברחוב חיים לבנון. למרות ששם A עשוי להיות קצור של B (הפקולטה להנדסה), הכתובות פיזיות שונות לגמרי."
wrong_or_notfound,red-unique,3542,קפה עלית-אספרסו בר,"יוספטל גיורא, לוד, Israel",קפה עלית- אספרסו בר,"אצטדיון שלמה ביטוח פתח תקווה, Derech Em Hamoshavot 12, Petah Tikva, Israel",ChIJ95TRwu9JHRURPAm8ba5SeVI,"LLM דחה (0.98): Different cities (Lod vs Petah Tikva) and different street addresses. Despite identical/near-identical names (קפה עלית-אספרסו בר), these are separate locations. Name type 'unique' suggests single branch, but addresses confirm two distinct establishments."
wrong_or_notfound,red-unique,3572,יאקימונו,"הירקון 205, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3574,פינוקי מאפה,"הרא""ה 121, רמת גן, Israel",פאן לחם,"David Ben Gurion Rd 24, Ramat Gan, Israel",ChIJ9f6ke_xKHRURXzPb2fUkv7g,LLM דחה (0.95): Different restaurant names (פינוקי מאפה vs פאן לחם) and different addresses (הרא״ה 121 vs David Ben Gurion Rd 24). Both are in Ramat Gan but are distinct establishments with no indication of name change or transliteration match.
wrong_or_notfound,red-unique,3577,בנדורה,"המרכבה 31, חולון, Israel",שווארמה בנדורה,"Paz towers, Shoham St 3, Ramat Gan, Israel",ChIJAQDQWb9LHRUR2cI7egak1A8,"LLM דחה (0.95): Different addresses in different cities (Holon vs Ramat Gan). 'Bandora' is a unique name, but these are separate physical locations. B appears to be a different branch or unrelated business despite name similarity."
wrong_or_notfound,red-unique,3578,סיונרה,"המעגל 58, קריית אונו, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3585,פיצה גן העיר,"הרצל 88, ראשון לציון, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3588,איטאלי פסטה,"היצירה 3, מתחם הבורסה, רמת גן, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3604,ג'ין בר,"הירקון 19, תל אביב, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3608,ג'ויה,"ויצמן 2, תל אביב, Israel",ג'ויה מודיעין מסעדה,"מתתיהו הכהן 1, Modi'in Makabim-Re'ut, Israel",ChIJLyMWAlXNAhURRokbp7spR2Q,"LLM דחה (0.99): שתי סניפים שונים של אותו שם רסטורן בערים שונות - תל אביב ומודיעין. כתובות שונות בהחלט, ולא אותו מקום פיזי."
wrong_or_notfound,red-unique,3609,שניצל בייט,"דרך אבא הלל סילבר 301, קניון איילון, רמת גן, Israel",Shnitzel Company,"Abba Hillel Silver Rd 7, Ramat Gan, Israel",ChIJWYn7E05KHRURGt7gaC3QEqk,"LLM דחה (0.85): Different street addresses: A at 301 Abba Hillel Silver (in Ayalon mall), B at 7 Abba Hillel Silver. Different numbers indicate different locations on same street. Different names (שניצל בייט vs Shnitzel Company) also suggest different establishments."
wrong_or_notfound,red-unique,3614,הפיצרייה מודיעין,"שמואל הנביא 6, דונה סנטר, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3617,נוע'לה,"רוטשילד 81, ראשון לציון, Israel",Noale,"Mishol Gil 1, Kfar Saba, Israel",ChIJC-QSYCs5HRURFPRE_fS14i8,"LLM דחה (0.98): Different cities (Rishon LeZion vs Kfar Saba) and different street addresses. Despite matching transliteration (נוע'לה = Noale), these are clearly two separate locations."
sure_right,red-unique,3627,שווארמה עד הבית,"ראש העין, Israel",ניטשה שווארמה,"שבזי 60, ראש העין, Israel",ChIJE0Ve1S43HRUR8CNStNK80Fo,שם תואם + עיר + רחוב
wrong_or_notfound,red-unique,3636,וניס פיצה בר ראשון לציון,"הטיילת 19, טיילת ראשון לציון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3662,טורטי טוסט,"הרב קוק 16, בני ברק, Israel",באגטוסט,"Rabi Akiva St 94, Bnei Brak, Israel",ChIJwfVx1fhLHRURB4GHu1f4NK8,"LLM דחה (0.95): שתי מסעדות שונות במקומות שונים. A: טורטי טוסט ברח' הרב קוק 16. B: באגטוסט ברח' רבי עקיבא 94. שמות שונים לחלוטין, כתובות שונות, מרחק בין הכתובות."
wrong_or_notfound,red-unique,3664,ראצ'ה,"אחד העם 1, נווה צדק, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3667,פסטליאנו,"עמק זבולון 24, קייזר סנטר, Israel",Pastaliano,"Modi'in-Maccabim-Re'ut, Israel",ChIJsf_hg0nNAhURh-TvJmibGMY,"LLM דחה (0.95): Different cities (Emek Zebulon/Kiryat Motzkin vs Modi'in-Maccabim-Re'ut) and different street addresses. While 'Pastaliano' is the English transliteration of 'פסטליאנו', these are clearly two separate branch locations of what may be the same restaurant chain, not the same physical restaurant."
sure_right,red-unique,3671,זר קפה,"נחלים, Israel",אינגלה עגלת קפה - כשר מהדרין,"Tal St, Nehalim, Israel",ChIJT1EOh9c1HRURRgRbZDBX7cE,"LLM אישר (0.85): זר קפה (Zar Cafe) and אינגלה עגלת קפה (Ingla Agalat Cafe) appear to be the same establishment in Nehalim. Both addresses reference the same town (נחלים/Nehalim). The second listing includes kosher certification (כשר מהדרין) and a street name (Tal St) providing more specificity, while the first uses the town name only. This is consistent with the same business having multiple location descriptions in different systems/databases."
sure_right,red-unique,3675,ארמנדו,"הרברט סמואל 88, תל אביב, Israel",Armando,"Retsif Herbert Samuel St 88, Tel Aviv-Yafo, Israel",ChIJlxLron1MHRUR93qnU3eK9ss,"LLM אישר (0.95): Hebrew 'ארמנדו' (Armando) is direct transliteration of English 'Armando'. Unique restaurant name. Both addresses refer to identical location: Herbert Samuel Street 88, Tel Aviv. Address variations ('הרברט סמואל' vs 'Retsif Herbert Samuel St') are standard Hebrew/English formatting differences for same street. Same restaurant, different language listings."
wrong_or_notfound,red-unique,3684,קקאו,"שד' רוטשילד 37, תל אביב, Israel","יער הקקאו: מגוון סדנאות שוקולד במרכז [סניף ת""א]","Yad Harutsim St 15, Tel Aviv-Yafo, 6770008, Israel",ChIJ71yI7u9LHRUR0DKcS7UblyA,"LLM דחה (0.95): Different addresses: Rothschild St 37 vs Yad Harutsim St 15, Tel Aviv. Despite both having 'kakao' (cacao) in name, these are distinct locations. 'Yaar HaKakao' (Chocolate Forest) appears to be a workshop venue, while 'Kakao' is a standalone establishment. Different branches of same chain would need identical name structure."
wrong_or_notfound,red-unique,3689,פיצה פיקס,"חלוצי יסוד המעלה 7, ראשון לציון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3700,פישופ,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",Fishop,"Aluf Kalman Magen St 3, Tel Aviv-Yafo, 6107075, Israel",ChIJh0FrGJ1LHRUR-TWZ12iQ6pk,"LLM דחה (0.95): Different cities (Ramat Hasharon vs Tel Aviv), different addresses, different malls/locations. פישופ (Fishop) is a unique chain name, but these are two separate branches in different locations."
wrong_or_notfound,red-unique,3708,קפה רוחל'ה,"בן יהודה 120, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3722,ג'אג'א,"דרך בן גוריון 73, טיילת בת ים, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3742,מפגש אנטבה,"השוק 1, אור יהודה, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,3760,סבור,"דרך אבא הלל סילבר 7, מתחם הבורסה, רמת גן, Israel",Sabor סבור מטבח טרי ופלנצ'ה,"Ramat Gan, Israel",ChIJ-51WZMdLHRURLquphvX9tdE,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,3767,סיצילאנו,"בן יהודה 46, תל אביב, Israel",Siciliana,"Shlomo Ibn Gabirol St 63, Tel Aviv-Yafo, Israel",ChIJHS4jtIVLHRUReoKQ_Qzq-aE,LLM דחה (0.95): Different addresses (Ben Yehuda 46 vs. Shlomo Ibn Gabirol 63). Both are real streets in Tel Aviv. Name 'Siciliana/סיצילאנו' is distinctive enough that same name + different addresses = different branches or different restaurants. No evidence these are the same location.
wrong_or_notfound,red-unique,3792,פיצה האוס,"דרך הציונות 18, קניון הסלע, ראש העין, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3797,הרצוג,"אבן גבירול 48, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,3802,באשי,"דרך אבא הלל סילבר 7, מתחם הבורסה, רמת גן, Israel",באשי,"Abba Hillel Silver Rd 7, Ramat Gan, Israel",ChIJ0xgyXj1LHRURSlSE-WSAmq4,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,3821,מושקא,"אילת 4, יפו, תל אביב, Israel",מושקא,"Herzl St 146, Rehovot, Israel",ChIJM4aHH6C3AhURG1KOW_FOrAE,"LLM דחה (0.99): שני כתובות שונות לחלוטין - יפו בתל אביב מול רחובות. אפילו עם שם ייחודי, שתי ענפים בערים שונות = מקומות שונים."
still_maybe,red-unique,3823,גידרון דה פריז,"השופטים 26, חולון, Israel","גידרון תעשיות בע""מ","HaNapah St 21, Holon, 5881712, Israel",ChIJ-9vrsMm0AhURZm4mFXzSICY,"LLM לא הכריע: סימנים חלקיים (sim 0.50, addr 0)"
wrong_or_notfound,red-unique,3832,קייקנט Cakenet,"המרץ 6, פתח תקווה, Israel",,,,גוגל לא החזיר מועמדים
sure_right,red-unique,3837,פיצה פצץ,"אלנבי 95, תל אביב, Israel","פיצה פצץ, תל אביב","Allenby St 95, Tel Aviv-Yafo, Israel",ChIJA87_wIJMHRURB4rPQxSFmQQ,"LLM אישר (0.99): זהה שם עברי ואנגלית (פיצה פצץ), כתובת זהה: אלנבי 95 תל אביב בשתי שפות, מקום ייחודי"
wrong_or_notfound,red-unique,3844,פיצה פינו,"בן יהודה 169, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3855,כלל קפה,"גיסין אבשלום 78, פתח תקווה, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3856,קסטלו בר,"הכרמל 20, ראשון לציון, Israel",קסטלו - אירועים עם נוף לים - Castello,"7110, Atlit, Israel",ChIJX2LgdomjHRURW-WADLW_jBg,"LLM דחה (0.95): שתי מטבחות בעיירות שונות - ראשון לציון לעומת עתליות. למרות השם הזהה, הכתובות ומיקומים אינם תואמים. אם היו אותו מקום, Google היה מציג כתובת אחת בלבד."
sure_right,red-unique,3857,מיט פקטורי,"הערבה 1, גבעת שמואל, Israel",Meat Factory - מיט פקטורי,"Ha'arava St 1, Giv'at Shmuel, Israel",ChIJ4RVZNOFLHRUR5Xdb7eqJU9Q,"LLM אישר (0.95): Same unique restaurant name (Meat Factory / מיט פקטורי), identical address in same city (Givat Shmuel), just different transliteration formats of the same street name (הערבה = Ha'arava). Name type 'unique' confirms this is a specific establishment, not a chain."
wrong_or_notfound,red-unique,3864,הפיצה של לוד,"המלך שלמה 27, לוד, Israel",פיצה אחד העם-סניף לוד,"יער ביריה 1, Lod, Israel",ChIJ8cHgJgDLAhURfrUrEnAcTKM,LLM דחה (0.95): שתי כתובות שונות לחלוטין בלוד: המלך שלמה 27 מול יער ביריה 1. שמות שונים. זו בתי קפה/מסעדות שונות גם אם שתיהן מוגשות פיצה בלוד.
wrong_or_notfound,red-unique,3873,מנצ'יס פיצה,"חיים עוזר 1, פתח תקווה, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,3880,מסעדת אורן,"טרומן 10, קריית אונו, Israel",אורן בית טבע קרית אונו,"Shlomo ha-Melekh St 40, Kiryat Ono, Israel",ChIJXzdE34c1HRURcOv0eWq9dqo,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,3881,אל אוליב,"נחלת בנימין 48, תל אביב, Israel",פיצה אוליב - יפו,"Yefet St 97, Tel Aviv-Yafo, Israel",ChIJU27snMpMHRURWKDTS9e2MHY,"LLM דחה (0.95): שתי עסקים שונים: 'אל אוליב' בנחלת בנימין 48 (תל אביב) לעומת 'פיצה אוליב' ביפו ברח' יפת 97. כתובות שונות, שמות שונים (האחד כללי, השני מתמחה בפיצה), ולא מדובר בסניף של אותה רשת."
wrong_or_notfound,red-unique,3884,ארמון בוכרה היפה,"שד' הר ציון 110, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3886,פינת הקבב,"אצ""ל 65, שכונת התקווה, תל אביב, Israel",מסעדת ניסים הקבב הכי טעים במדינה.,"Mevaser St 3, Tel Aviv-Yafo, Israel",ChIJ-bHZBmxLHRURNrCXtD_G5Ak,"LLM דחה (0.95): Different addresses in Tel Aviv. A is at Etzel 65 (Tikva neighborhood), B is at Mevaser St 3 (different location). Despite both serving kebab (קבב), these are separate establishments at distinct locations."
wrong_or_notfound,red-unique,3900,מאפית הטאבון,"הברזל 31, רמת החייל, תל אביב, Israel",מאפיית הטאבון,"מגדל ב.ס.ר 1, David Ben-Gurion 2, Ramat Gan, Israel",ChIJo34NsitKHRURYlobNnOHVTs,"LLM דחה (0.95): Different addresses in different cities (Tel Aviv vs Ramat Gan). Minor Hebrew spelling variation (מאפית vs מאפיית) is insignificant. Despite similar unique name, physical locations are distinct."
wrong_or_notfound,red-unique,3902,שוקידה,"ויצמן 6, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3903,דגים ויין DONIS,"הסיבים 49, פתח תקווה, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3913,יוסף גריל ישראלי,"שדרות בן גוריון 45, ראשון לציון, Israel",יוסף רמת החייל,"HaBarzel St 32, Tel Aviv-Yafo, Israel",ChIJ9SJpIn1JHRURzrfwT6Ndub4,LLM דחה (0.95): שני סניפים שונים של רשת - כתובות שונות לחלוטין: ראשון לציון vs תל אביב. חנויות שונות = לא אותו מקום
wrong_or_notfound,red-unique,3923,חומוס הבוטקה רמת החייל,"הברזל 34, רמת החייל, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3931,מיקסלט,"דרך השלום 71, תל אביב, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3932,טנאת,"צ'לנוב 27, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3934,פיאף,"שד' רוקח ישראל 100, צפון תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3947,שניצלים יהוד,"שבזי 24, יהוד, Israel",השניצל של מוטי - שניצל ביהוד,"Se'adya Khatuka St 38, Yehud-Monosson, 56000, Israel",ChIJv2iS0yY1HRURKwKOV4Y4oRk,"LLM דחה (0.85): Different street addresses: Shvazi St 24 vs Se'adya Khatuka St 38 in Yehud. Both are schnitzel restaurants in Yehud, but distinct physical locations. Name B includes 'של מוטי' (of Moti) suggesting different ownership/branding."
wrong_or_notfound,red-unique,3951,מאפיות אנג'ל,"מודיעין והסביבה, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,3958,בוכמנ'ס פיצה,"עמק זבולון 24, קייזר סנטר, Israel",Buchman's Pizza Modi'in,"Emek Zvulun St 24, Modi'in-Maccabim-Re'ut, Israel",ChIJlXV-Hd_NAhURPRzcTlziU38,LLM אישר (0.95): בוכמנ'ס (Buchman's) is the same restaurant. Both locations reference עמק זבולון 24 (Emek Zvulun St 24). 'קייזר סנטר' (Keizar Center) is a mall in Modi'in. Address match + name transliteration match = same physical location.
wrong_or_notfound,red-unique,3972,אנטריקוטה,"הרצל 84, ראשון לציון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3974,ביסטרו צרפתי,"נחלת בנימין 49, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,3986,יאמי יאמי,"עמק האלה 80, מודיעין והסביבה, Israel",יאמי יאמי,"Sderot Herzl 54, Ramla, Israel",ChIJF9iySQXKAhURP9uAEbX-Nww,"LLM דחה (0.99): שני מקומות שונים: מודיעין (עמק האלה 80) ונמצא ברמלה (הרצל 54). למרות השם הזהה, הן בערים שונות לחלוטין. יאמי יאמי היא שרשרת, כך שזהו סניף אחר."
wrong_or_notfound,red-unique,3987,חומוסים מודיעין,"אלי ויזל 2, ראשון לציון, Israel",חומוסים,"ישפרו סנטר, Modi'in Makabim-Re'ut, Israel",ChIJWy4pB7HNAhUR8QuecTvIyM0,"LLM דחה (0.95): שתי רשתות שונות: A בראשון לציון (עיר חוף), B במודיעין (עיר פנימית). כתובות ומיקומים גיאוגרפיים שונים לחלוטין. אף על פי שהשם דומה, מדובר בסניפים שונים של רשת או עסקים נפרדים."
wrong_or_notfound,red-unique,4006,המעורב הפרוע,"סוקולוב נחום 64, חולון, Israel",המעורב הפרוע,"Arye Shenkar St 44, Holon, Israel",ChIJX1FD16e0AhURxc80zlbfTeE,"LLM דחה (0.95): שתי כתובות שונות לחלוטין בחולון - סוקולוב נחום 64 מול Arye Shenkar 44. למרות שהשם זהה, כל עסק בכתובת נפרדת הוא מקום פיזי שונה"
sure_right,red-unique,4017,חומוס העגלה,"רוטשילד 45, קניון G רוטשילד, ראשון לציון, Israel",חומוס העגלה,"Rothschild St 45, Rishon LeZion, Israel",ChIJmSwLND-0AhURk1fvwKMhFTU,"LLM אישר (0.95): Identical unique restaurant name 'חומוס העגלה' (Humus HaAgala). Address A (Hebrew) and Address B (English) refer to same location: Rothschild 45, Rishon LeZion. Minor variation in address format (A includes mall name 'קניון G' / 'Kenyon G') is typical for same establishment with fuller vs. simplified address notation."
wrong_or_notfound,red-unique,4024,חומוסים,"לילינבלום 21, תל אביב, Israel",חומוס אליהו בית שמש,"כשרות רובין, Yig'al Alon Ave 2, Beit Shemesh, Israel",ChIJrdHNn7rFAhURZ7CD5xK-dW8,"LLM דחה (0.98): Different cities (Tel Aviv vs Beit Shemesh), different addresses, different establishments. 'Hummus' is generic name; location determines identity."
wrong_or_notfound,red-unique,4030,אפוגטו סושי בר,"אלנבי 93, תל אביב, Israel",נוצ׳י סושי בר,"Hei be-Iyar St 10, Tel Aviv-Yafo, Israel",ChIJQ2uczGVLHRURNxf96GQ1t58,"LLM דחה (0.95): שתי מסעדות סושי שונות עם שמות שונים ודרכים שונים בתל אביב. אפוגטו סושי בר ברחוב אלנבי 93, נוצ'י סושי בר ברחוב היי באייר 10. אף לא תרגום של זה זה."
